Added 0 trivial states as holes

=== SWISS CHEESE CUBE SCAN ===
Cube center: (18, 7, 9)
  ✓ Samples: 4,802,864 | Chi-Sq Stat: 591676.7921 | Chi-Sq p-value: 0.0 | MAD: 0.03503 | KS D-Max: 0.15765 | Dmix: 0.157645 | Digital Mix Speed: 190.737 | Time: 5.08s

[99/343] Analyzing (a=17, b=4, c=6)...
  ✓ Samples: 7,758,964 | Chi-Sq Stat: 1581.0473 | Chi-Sq p-value: 0.0 | MAD: 0.00101 | KS D-Max: 0.00179 | Dmix: 0.004531 | Digital Mix Speed: 6821.588 | Time: 9.24s

[100/343] Analyzing (a=17, b=4, c=7)...
  ✓ Samples: 7,759,552 | Chi-Sq Stat: 1622.8193 | Chi-Sq p-value: 0.0 | MAD: 0.00102 | KS D-Max: 0.00184 | Dmix: 0.004574 | Digital Mix Speed: 6754.742 | Time: 9.36s

[101/343] Analyzing (a=17, b=4, c=8)...
  ✓ Samples: 7,754,339 | Chi-Sq Stat: 1597.4220 | Chi-Sq p-value: 0.0 | MAD: 0.00102 | KS D-Max: 0.00182 | Dmix: 0.004573 | Digital Mix Speed: 6754.456 | Time: 9.08s

[102/343] Analyzing (a=17, b=4, c=9)...
  ✓ Samples: 7,758,729 | Chi-Sq Stat: 1550.2691 | Chi-Sq p-value: 0.0 | MAD: 0.00101 | KS D-Max: 0.00179 | Dmix: 0.004524 | Digital Mix Speed: 6821.575 | Time: 9.27s

[103/343] Analyzing (a=17, b=4, c=10)...
  ✓ Samples: 7,758,877 | Chi-Sq Stat: 1615.0863 | Chi-Sq p-value: 0.0 | MAD: 0.00102 | KS D-Max: 0.00183 | Dmix: 0.004568 | Digital Mix Speed: 6754.705 | Time: 9.20s

[104/343] Analyzing (a=17, b=4, c=11)...
  ✓ Samples: 7,759,438 | Chi-Sq Stat: 1560.3195 | Chi-Sq p-value: 0.0 | MAD: 0.00103 | KS D-Max: 0.00184 | Dmix: 0.004619 | Digital Mix Speed: 6689.156 | Time: 9.30s

[105/343] Analyzing (a=17, b=4, c=12)...
  ✓ Samples: 7,755,618 | Chi-Sq Stat: 1560.5217 | Chi-Sq p-value: 0.0 | MAD: 0.00102 | KS D-Max: 0.00182 | Dmix: 0.004582 | Digital Mix Speed: 6754.526 | Time: 9.16s

[106/343] Analyzing (a=17, b=5, c=6)...
  ✓ Samples: 8,009,463 | Chi-Sq Stat: 526.3282 | Chi-Sq p-value: 0.0 | MAD: 0.00078 | KS D-Max: 0.00240 | Dmix: 0.003528 | Digital Mix Speed: 8850.774 | Time: 9.85s

[107/343] Analyzing (a=17, b=5, c=7)...
  ✓ Samples: 8,002,922 | Chi-Sq Stat: 541.6708 | Chi-Sq p-value: 0.0 | MAD: 0.00079 | KS D-Max: 0.00242 | Dmix: 0.003573 | Digital Mix Speed: 8738.289 | Time: 9.77s

[108/343] Analyzing (a=17, b=5, c=8)...
  ✓ Samples: 8,004,941 | Chi-Sq Stat: 568.3982 | Chi-Sq p-value: 0.0 | MAD: 0.00081 | KS D-Max: 0.00247 | Dmix: 0.003665 | Digital Mix Speed: 8522.664 | Time: 9.63s

[109/343] Analyzing (a=17, b=5, c=9)...
  ✓ Samples: 8,004,450 | Chi-Sq Stat: 572.4629 | Chi-Sq p-value: 0.0 | MAD: 0.00082 | KS D-Max: 0.00243 | Dmix: 0.003688 | Digital Mix Speed: 8418.697 | Time: 9.62s

[110/343] Analyzing (a=17, b=5, c=10)...
  ✓ Samples: 8,004,492 | Chi-Sq Stat: 543.2625 | Chi-Sq p-value: 0.0 | MAD: 0.00081 | KS D-Max: 0.00240 | Dmix: 0.003644 | Digital Mix Speed: 8522.634 | Time: 9.45s

[111/343] Analyzing (a=17, b=5, c=11)...
  ✓ Samples: 8,003,691 | Chi-Sq Stat: 551.1263 | Chi-Sq p-value: 0.0 | MAD: 0.00081 | KS D-Max: 0.00241 | Dmix: 0.003665 | Digital Mix Speed: 8522.581 | Time: 9.62s

[112/343] Analyzing (a=17, b=5, c=12)...
  ✓ Samples: 8,007,181 | Chi-Sq Stat: 548.8978 | Chi-Sq p-value: 0.0 | MAD: 0.00080 | KS D-Max: 0.00246 | Dmix: 0.003614 | Digital Mix Speed: 8629.350 | Time: 9.91s

[113/343] Analyzing (a=17, b=6, c=6)...
  ✓ Samples: 7,092,904 | Chi-Sq Stat: 1448.0928 | Chi-Sq p-value: 0.0 | MAD: 0.00128 | KS D-Max: 0.00416 | Dmix: 0.005741 | Digital Mix Speed: 5352.206 | Time: 8.36s

[114/343] Analyzing (a=17, b=6, c=7)...
  ✓ Samples: 7,088,517 | Chi-Sq Stat: 1442.2985 | Chi-Sq p-value: 0.0 | MAD: 0.00128 | KS D-Max: 0.00407 | Dmix: 0.005743 | Digital Mix Speed: 5351.996 | Time: 8.33s

[115/343] Analyzing (a=17, b=6, c=8)...
  ✓ Samples: 7,091,642 | Chi-Sq Stat: 1420.3415 | Chi-Sq p-value: 0.0 | MAD: 0.00127 | KS D-Max: 0.00421 | Dmix: 0.005729 | Digital Mix Speed: 5394.289 | Time: 8.44s

[116/343] Analyzing (a=17, b=6, c=9)...
  ✓ Samples: 7,089,758 | Chi-Sq Stat: 1591.0132 | Chi-Sq p-value: 0.0 | MAD: 0.00132 | KS D-Max: 0.00437 | Dmix: 0.005956 | Digital Mix Speed: 5189.872 | Time: 8.39s

[117/343] Analyzing (a=17, b=6, c=10)...
  ✓ Samples: 7,089,172 | Chi-Sq Stat: 1285.3920 | Chi-Sq p-value: 0.0 | MAD: 0.00121 | KS D-Max: 0.00386 | Dmix: 0.005429 | Digital Mix Speed: 5661.649 | Time: 8.44s

[118/343] Analyzing (a=17, b=6, c=11)...
  ✓ Samples: 7,084,522 | Chi-Sq Stat: 1296.6726 | Chi-Sq p-value: 0.0 | MAD: 0.00123 | KS D-Max: 0.00406 | Dmix: 0.005551 | Digital Mix Speed: 5569.358 | Time: 8.36s

[119/343] Analyzing (a=17, b=6, c=12)...
  ✓ Samples: 7,093,159 | Chi-Sq Stat: 1489.9037 | Chi-Sq p-value: 0.0 | MAD: 0.00130 | KS D-Max: 0.00426 | Dmix: 0.005847 | Digital Mix Speed: 5269.877 | Time: 8.37s

[120/343] Analyzing (a=17, b=7, c=6)...
  ✓ Samples: 6,462,363 | Chi-Sq Stat: 932.4108 | Chi-Sq p-value: 0.0 | MAD: 0.00120 | KS D-Max: 0.00450 | Dmix: 0.005393 | Digital Mix Speed: 5675.326 | Time: 7.49s

[121/343] Analyzing (a=17, b=7, c=7)...
  ✓ Samples: 6,465,004 | Chi-Sq Stat: 911.9149 | Chi-Sq p-value: 0.0 | MAD: 0.00119 | KS D-Max: 0.00442 | Dmix: 0.005338 | Digital Mix Speed: 5723.167 | Time: 7.43s

[122/343] Analyzing (a=17, b=7, c=8)...
  ✓ Samples: 6,462,904 | Chi-Sq Stat: 932.7792 | Chi-Sq p-value: 0.0 | MAD: 0.00120 | KS D-Max: 0.00459 | Dmix: 0.005392 | Digital Mix Speed: 5675.356 | Time: 7.43s

[123/343] Analyzing (a=17, b=7, c=9)...
  ✓ Samples: 6,463,713 | Chi-Sq Stat: 951.0591 | Chi-Sq p-value: 0.0 | MAD: 0.00120 | KS D-Max: 0.00456 | Dmix: 0.005409 | Digital Mix Speed: 5675.402 | Time: 7.39s

[124/343] Analyzing (a=17, b=7, c=10)...
  ✓ Samples: 6,462,308 | Chi-Sq Stat: 1008.2419 | Chi-Sq p-value: 0.0 | MAD: 0.00124 | KS D-Max: 0.00463 | Dmix: 0.005601 | Digital Mix Speed: 5492.248 | Time: 7.41s

[125/343] Analyzing (a=17, b=7, c=11)...
  ✓ Samples: 6,462,579 | Chi-Sq Stat: 985.3896 | Chi-Sq p-value: 0.0 | MAD: 0.00124 | KS D-Max: 0.00458 | Dmix: 0.005600 | Digital Mix Speed: 5492.263 | Time: 7.42s

[126/343] Analyzing (a=17, b=7, c=12)...
  ✓ Samples: 6,462,339 | Chi-Sq Stat: 958.1297 | Chi-Sq p-value: 0.0 | MAD: 0.00121 | KS D-Max: 0.00457 | Dmix: 0.005437 | Digital Mix Speed: 5628.421 | Time: 7.50s

[127/343] Analyzing (a=17, b=8, c=6)...
  ✓ Samples: 5,307,880 | Chi-Sq Stat: 1522.2086 | Chi-Sq p-value: 0.0 | MAD: 0.00165 | KS D-Max: 0.00608 | Dmix: 0.007417 | Digital Mix Speed: 4075.710 | Time: 5.66s

[128/343] Analyzing (a=17, b=8, c=7)...
  ✓ Samples: 5,308,252 | Chi-Sq Stat: 1523.0896 | Chi-Sq p-value: 0.0 | MAD: 0.00166 | KS D-Max: 0.00610 | Dmix: 0.007465 | Digital Mix Speed: 4051.176 | Time: 5.80s

[129/343] Analyzing (a=17, b=8, c=8)...
  ✓ Samples: 5,308,845 | Chi-Sq Stat: 1472.2020 | Chi-Sq p-value: 0.0 | MAD: 0.00163 | KS D-Max: 0.00602 | Dmix: 0.007350 | Digital Mix Speed: 4125.767 | Time: 5.66s

[130/343] Analyzing (a=17, b=8, c=9)...
  ✓ Samples: 5,307,606 | Chi-Sq Stat: 1505.4974 | Chi-Sq p-value: 0.0 | MAD: 0.00164 | KS D-Max: 0.00606 | Dmix: 0.007387 | Digital Mix Speed: 4100.548 | Time: 5.76s

[131/343] Analyzing (a=17, b=8, c=10)...
  ✓ Samples: 5,308,098 | Chi-Sq Stat: 1533.9962 | Chi-Sq p-value: 0.0 | MAD: 0.00166 | KS D-Max: 0.00613 | Dmix: 0.007481 | Digital Mix Speed: 4051.168 | Time: 5.74s

[132/343] Analyzing (a=17, b=8, c=11)...
  ✓ Samples: 5,307,733 | Chi-Sq Stat: 1525.4790 | Chi-Sq p-value: 0.0 | MAD: 0.00166 | KS D-Max: 0.00613 | Dmix: 0.007475 | Digital Mix Speed: 4051.150 | Time: 5.65s

[133/343] Analyzing (a=17, b=8, c=12)...
  ✓ Samples: 5,307,835 | Chi-Sq Stat: 1535.6786 | Chi-Sq p-value: 0.0 | MAD: 0.00166 | KS D-Max: 0.00608 | Dmix: 0.007474 | Digital Mix Speed: 4051.155 | Time: 5.80s

[134/343] Analyzing (a=17, b=9, c=6)...
  ✓ Samples: 5,033,460 | Chi-Sq Stat: 7580.2263 | Chi-Sq p-value: 0.0 | MAD: 0.00382 | KS D-Max: 0.01583 | Dmix: 0.017200 | Digital Mix Speed: 1754.415 | Time: 5.32s

[135/343] Analyzing (a=17, b=9, c=7)...
  ✓ Samples: 5,033,373 | Chi-Sq Stat: 7591.4515 | Chi-Sq p-value: 0.0 | MAD: 0.00383 | KS D-Max: 0.01583 | Dmix: 0.017216 | Digital Mix Speed: 1749.833 | Time: 5.44s

[136/343] Analyzing (a=17, b=9, c=8)...
  ✓ Samples: 5,033,507 | Chi-Sq Stat: 7634.5826 | Chi-Sq p-value: 0.0 | MAD: 0.00384 | KS D-Max: 0.01592 | Dmix: 0.017267 | Digital Mix Speed: 1745.279 | Time: 5.46s

[137/343] Analyzing (a=17, b=9, c=9)...
  ✓ Samples: 5,033,476 | Chi-Sq Stat: 7626.2443 | Chi-Sq p-value: 0.0 | MAD: 0.00383 | KS D-Max: 0.01589 | Dmix: 0.017221 | Digital Mix Speed: 1749.835 | Time: 5.38s

[138/343] Analyzing (a=17, b=9, c=10)...
  ✓ Samples: 5,033,408 | Chi-Sq Stat: 7527.5789 | Chi-Sq p-value: 0.0 | MAD: 0.00381 | KS D-Max: 0.01576 | Dmix: 0.017130 | Digital Mix Speed: 1759.019 | Time: 5.35s

[139/343] Analyzing (a=17, b=9, c=11)...
  ✓ Samples: 5,033,788 | Chi-Sq Stat: 7581.1845 | Chi-Sq p-value: 0.0 | MAD: 0.00382 | KS D-Max: 0.01584 | Dmix: 0.017212 | Digital Mix Speed: 1754.423 | Time: 5.61s

[140/343] Analyzing (a=17, b=9, c=12)...
  ✓ Samples: 5,033,604 | Chi-Sq Stat: 7603.9661 | Chi-Sq p-value: 0.0 | MAD: 0.00384 | KS D-Max: 0.01592 | Dmix: 0.017270 | Digital Mix Speed: 1745.281 | Time: 5.48s

[141/343] Analyzing (a=17, b=10, c=6)...
  ✓ Samples: 5,366,996 | Chi-Sq Stat: 53079.4240 | Chi-Sq p-value: 0.0 | MAD: 0.00960 | KS D-Max: 0.04188 | Dmix: 0.043202 | Digital Mix Speed: 701.014 | Time: 5.84s

[142/343] Analyzing (a=17, b=10, c=7)...
  ✓ Samples: 5,367,780 | Chi-Sq Stat: 53765.9473 | Chi-Sq p-value: 0.0 | MAD: 0.00959 | KS D-Max: 0.04171 | Dmix: 0.043174 | Digital Mix Speed: 701.751 | Time: 5.95s

[143/343] Analyzing (a=17, b=10, c=8)...
  ✓ Samples: 5,366,934 | Chi-Sq Stat: 55722.5159 | Chi-Sq p-value: 0.0 | MAD: 0.00992 | KS D-Max: 0.04254 | Dmix: 0.044659 | Digital Mix Speed: 678.400 | Time: 5.84s

[144/343] Analyzing (a=17, b=10, c=9)...
  ✓ Samples: 5,367,337 | Chi-Sq Stat: 52789.7449 | Chi-Sq p-value: 0.0 | MAD: 0.00955 | KS D-Max: 0.04174 | Dmix: 0.042995 | Digital Mix Speed: 704.687 | Time: 6.07s

[145/343] Analyzing (a=17, b=10, c=10)...
  ✓ Samples: 5,367,455 | Chi-Sq Stat: 54660.2551 | Chi-Sq p-value: 0.0 | MAD: 0.00989 | KS D-Max: 0.04295 | Dmix: 0.044519 | Digital Mix Speed: 680.462 | Time: 6.10s

[146/343] Analyzing (a=17, b=10, c=11)...
  ✓ Samples: 5,367,421 | Chi-Sq Stat: 53995.4378 | Chi-Sq p-value: 0.0 | MAD: 0.00959 | KS D-Max: 0.04211 | Dmix: 0.043154 | Digital Mix Speed: 701.748 | Time: 5.86s

[147/343] Analyzing (a=17, b=10, c=12)...
  ✓ Samples: 5,367,057 | Chi-Sq Stat: 53348.7043 | Chi-Sq p-value: 0.0 | MAD: 0.00959 | KS D-Max: 0.04221 | Dmix: 0.043144 | Digital Mix Speed: 701.745 | Time: 5.92s

[148/343] Analyzing (a=18, b=4, c=6)...
  ✓ Samples: 7,802,525 | Chi-Sq Stat: 1050.1778 | Chi-Sq p-value: 0.0 | MAD: 0.00102 | KS D-Max: 0.00185 | Dmix: 0.004586 | Digital Mix Speed: 6757.093 | Time: 9.34s

[149/343] Analyzing (a=18, b=4, c=7)...
  ✓ Samples: 7,711,362 | Chi-Sq Stat: 1714.4297 | Chi-Sq p-value: 0.0 | MAD: 0.00096 | KS D-Max: 0.00159 | Dmix: 0.004303 | Digital Mix Speed: 7174.095 | Time: 9.11s

[150/343] Analyzing (a=18, b=4, c=8)...
  ✓ Samples: 15,653,650 | Chi-Sq Stat: 165.7848 | Chi-Sq p-value: 0.0 | MAD: 0.00028 | KS D-Max: 0.00064 | Dmix: 0.001268 | Digital Mix Speed: 25695.056 | Time: 24.65s

[151/343] Analyzing (a=18, b=4, c=9)...
  ✓ Samples: 7,711,353 | Chi-Sq Stat: 1706.6664 | Chi-Sq p-value: 0.0 | MAD: 0.00095 | KS D-Max: 0.00159 | Dmix: 0.004295 | Digital Mix Speed: 7249.611 | Time: 9.15s

[152/343] Analyzing (a=18, b=4, c=10)...
  ✓ Samples: 13,016,848 | Chi-Sq Stat: 341.9016 | Chi-Sq p-value: 0.0 | MAD: 0.00049 | KS D-Max: 0.00096 | Dmix: 0.002202 | Digital Mix Speed: 14519.400 | Time: 18.95s

[153/343] Analyzing (a=18, b=4, c=11)...
  ✓ Samples: 7,711,343 | Chi-Sq Stat: 1709.9980 | Chi-Sq p-value: 0.0 | MAD: 0.00096 | KS D-Max: 0.00159 | Dmix: 0.004298 | Digital Mix Speed: 7174.094 | Time: 9.16s

[154/343] Analyzing (a=18, b=4, c=12)...
  ✓ Samples: 7,801,112 | Chi-Sq Stat: 1034.5133 | Chi-Sq p-value: 0.0 | MAD: 0.00100 | KS D-Max: 0.00182 | Dmix: 0.004499 | Digital Mix Speed: 6892.157 | Time: 9.34s

[155/343] Analyzing (a=18, b=5, c=6)...
  ✓ Samples: 6,674,937 | Chi-Sq Stat: 907.6927 | Chi-Sq p-value: 0.0 | MAD: 0.00111 | KS D-Max: 0.00302 | Dmix: 0.005009 | Digital Mix Speed: 6148.151 | Time: 7.65s

[156/343] Analyzing (a=18, b=5, c=7)...
  ✓ Samples: 6,744,152 | Chi-Sq Stat: 786.2958 | Chi-Sq p-value: 0.0 | MAD: 0.00107 | KS D-Max: 0.00322 | Dmix: 0.004807 | Digital Mix Speed: 6382.175 | Time: 7.71s

[157/343] Analyzing (a=18, b=5, c=8)...
  ✓ Samples: 6,743,385 | Chi-Sq Stat: 786.3827 | Chi-Sq p-value: 0.0 | MAD: 0.00107 | KS D-Max: 0.00322 | Dmix: 0.004802 | Digital Mix Speed: 6382.129 | Time: 8.17s

[158/343] Analyzing (a=18, b=5, c=9)...
  ✓ Samples: 6,674,557 | Chi-Sq Stat: 907.9325 | Chi-Sq p-value: 0.0 | MAD: 0.00111 | KS D-Max: 0.00302 | Dmix: 0.005012 | Digital Mix Speed: 6148.128 | Time: 7.71s

[159/343] Analyzing (a=18, b=5, c=10)...
  ✓ Samples: 6,744,267 | Chi-Sq Stat: 779.9303 | Chi-Sq p-value: 0.0 | MAD: 0.00106 | KS D-Max: 0.00320 | Dmix: 0.004779 | Digital Mix Speed: 6442.391 | Time: 7.81s

[160/343] Analyzing (a=18, b=5, c=11)...
  ✓ Samples: 6,744,186 | Chi-Sq Stat: 788.2065 | Chi-Sq p-value: 0.0 | MAD: 0.00107 | KS D-Max: 0.00322 | Dmix: 0.004797 | Digital Mix Speed: 6382.177 | Time: 7.67s

[161/343] Analyzing (a=18, b=5, c=12)...
  ✓ Samples: 6,674,686 | Chi-Sq Stat: 910.3667 | Chi-Sq p-value: 0.0 | MAD: 0.00111 | KS D-Max: 0.00302 | Dmix: 0.005015 | Digital Mix Speed: 6148.136 | Time: 7.52s

[162/343] Analyzing (a=18, b=6, c=6)...
  ✓ Samples: 6,087,551 | Chi-Sq Stat: 1655.5461 | Chi-Sq p-value: 0.0 | MAD: 0.00144 | KS D-Max: 0.00366 | Dmix: 0.006467 | Digital Mix Speed: 4711.418 | Time: 6.93s

[163/343] Analyzing (a=18, b=6, c=7)...
  ✓ Samples: 6,003,214 | Chi-Sq Stat: 4027.6542 | Chi-Sq p-value: 0.0 | MAD: 0.00219 | KS D-Max: 0.00445 | Dmix: 0.009875 | Digital Mix Speed: 3095.152 | Time: 6.73s

[164/343] Analyzing (a=18, b=6, c=8)...
  ✓ Samples: 6,003,209 | Chi-Sq Stat: 4011.2925 | Chi-Sq p-value: 0.0 | MAD: 0.00219 | KS D-Max: 0.00445 | Dmix: 0.009859 | Digital Mix Speed: 3095.152 | Time: 6.57s

[165/343] Analyzing (a=18, b=6, c=9)...
  ✓ Samples: 6,003,209 | Chi-Sq Stat: 4004.2632 | Chi-Sq p-value: 0.0 | MAD: 0.00219 | KS D-Max: 0.00444 | Dmix: 0.009846 | Digital Mix Speed: 3095.152 | Time: 6.81s

[166/343] Analyzing (a=18, b=6, c=10)...
  ✓ Samples: 6,003,206 | Chi-Sq Stat: 4005.1845 | Chi-Sq p-value: 0.0 | MAD: 0.00219 | KS D-Max: 0.00444 | Dmix: 0.009846 | Digital Mix Speed: 3095.152 | Time: 6.75s

[167/343] Analyzing (a=18, b=6, c=11)...
  ✓ Samples: 6,003,202 | Chi-Sq Stat: 4020.3433 | Chi-Sq p-value: 0.0 | MAD: 0.00219 | KS D-Max: 0.00445 | Dmix: 0.009862 | Digital Mix Speed: 3095.152 | Time: 6.55s

[168/343] Analyzing (a=18, b=6, c=12)...
  ✓ Samples: 6,093,305 | Chi-Sq Stat: 1773.5886 | Chi-Sq p-value: 0.0 | MAD: 0.00148 | KS D-Max: 0.00375 | Dmix: 0.006664 | Digital Mix Speed: 4584.360 | Time: 6.85s

[169/343] Analyzing (a=18, b=7, c=6)...
  ✓ Samples: 5,561,481 | Chi-Sq Stat: 1912.6147 | Chi-Sq p-value: 0.0 | MAD: 0.00180 | KS D-Max: 0.00707 | Dmix: 0.008081 | Digital Mix Speed: 3747.328 | Time: 6.14s

[170/343] Analyzing (a=18, b=7, c=7)...
  ✓ Samples: 6,621,753 | Chi-Sq Stat: 919.1827 | Chi-Sq p-value: 0.0 | MAD: 0.00114 | KS D-Max: 0.00428 | Dmix: 0.005112 | Digital Mix Speed: 5983.310 | Time: 7.62s

[171/343] Analyzing (a=18, b=7, c=8)...
  ✓ Samples: 5,679,151 | Chi-Sq Stat: 1471.2076 | Chi-Sq p-value: 0.0 | MAD: 0.00155 | KS D-Max: 0.00581 | Dmix: 0.006987 | Digital Mix Speed: 4357.602 | Time: 6.28s

[172/343] Analyzing (a=18, b=7, c=9)...
  ✓ Samples: 5,550,425 | Chi-Sq Stat: 2065.0292 | Chi-Sq p-value: 0.0 | MAD: 0.00185 | KS D-Max: 0.00725 | Dmix: 0.008331 | Digital Mix Speed: 3645.582 | Time: 6.12s

[173/343] Analyzing (a=18, b=7, c=10)...
  ✓ Samples: 5,679,254 | Chi-Sq Stat: 1496.9716 | Chi-Sq p-value: 0.0 | MAD: 0.00156 | KS D-Max: 0.00583 | Dmix: 0.007008 | Digital Mix Speed: 4329.674 | Time: 6.19s

[174/343] Analyzing (a=18, b=7, c=11)...
  ✓ Samples: 6,621,348 | Chi-Sq Stat: 950.9614 | Chi-Sq p-value: 0.0 | MAD: 0.00118 | KS D-Max: 0.00442 | Dmix: 0.005297 | Digital Mix Speed: 5780.463 | Time: 7.82s

[175/343] Analyzing (a=18, b=7, c=12)...
  ✓ Samples: 5,561,472 | Chi-Sq Stat: 1912.7767 | Chi-Sq p-value: 0.0 | MAD: 0.00180 | KS D-Max: 0.00707 | Dmix: 0.008080 | Digital Mix Speed: 3747.328 | Time: 6.09s

[176/343] Analyzing (a=18, b=8, c=6)...
  ✓ Samples: 5,225,854 | Chi-Sq Stat: 669.3295 | Chi-Sq p-value: 0.0 | MAD: 0.00105 | KS D-Max: 0.00334 | Dmix: 0.004710 | Digital Mix Speed: 6398.245 | Time: 5.58s

[177/343] Analyzing (a=18, b=8, c=7)...
  ✓ Samples: 5,194,047 | Chi-Sq Stat: 665.6411 | Chi-Sq p-value: 0.0 | MAD: 0.00104 | KS D-Max: 0.00276 | Dmix: 0.004698 | Digital Mix Speed: 6457.217 | Time: 5.61s

[178/343] Analyzing (a=18, b=8, c=8)...
  ✓ Samples: 5,225,486 | Chi-Sq Stat: 661.7389 | Chi-Sq p-value: 0.0 | MAD: 0.00103 | KS D-Max: 0.00328 | Dmix: 0.004613 | Digital Mix Speed: 6522.453 | Time: 5.58s

[179/343] Analyzing (a=18, b=8, c=9)...
  ✓ Samples: 5,194,042 | Chi-Sq Stat: 665.0779 | Chi-Sq p-value: 0.0 | MAD: 0.00104 | KS D-Max: 0.00277 | Dmix: 0.004702 | Digital Mix Speed: 6457.217 | Time: 5.58s

[180/343] Analyzing (a=18, b=8, c=10)...
  ✓ Samples: 5,225,835 | Chi-Sq Stat: 668.1088 | Chi-Sq p-value: 0.0 | MAD: 0.00105 | KS D-Max: 0.00335 | Dmix: 0.004705 | Digital Mix Speed: 6398.244 | Time: 5.67s

[181/343] Analyzing (a=18, b=8, c=11)...
  ✓ Samples: 5,194,042 | Chi-Sq Stat: 664.9451 | Chi-Sq p-value: 0.0 | MAD: 0.00104 | KS D-Max: 0.00277 | Dmix: 0.004702 | Digital Mix Speed: 6457.217 | Time: 5.50s

[182/343] Analyzing (a=18, b=8, c=12)...
  ✓ Samples: 5,225,446 | Chi-Sq Stat: 664.8494 | Chi-Sq p-value: 0.0 | MAD: 0.00103 | KS D-Max: 0.00328 | Dmix: 0.004613 | Digital Mix Speed: 6522.450 | Time: 5.64s

[183/343] Analyzing (a=18, b=9, c=6)...
  ✓ Samples: 4,930,311 | Chi-Sq Stat: 12184.6836 | Chi-Sq p-value: 0.0 | MAD: 0.00490 | KS D-Max: 0.02059 | Dmix: 0.022059 | Digital Mix Speed: 1365.893 | Time: 5.19s

[184/343] Analyzing (a=18, b=9, c=7)...
  ✓ Samples: 4,930,311 | Chi-Sq Stat: 12187.7053 | Chi-Sq p-value: 0.0 | MAD: 0.00490 | KS D-Max: 0.02059 | Dmix: 0.022067 | Digital Mix Speed: 1365.893 | Time: 5.38s

[185/343] Analyzing (a=18, b=9, c=8)...
  ✓ Samples: 4,930,311 | Chi-Sq Stat: 12184.1694 | Chi-Sq p-value: 0.0 | MAD: 0.00490 | KS D-Max: 0.02059 | Dmix: 0.022063 | Digital Mix Speed: 1365.893 | Time: 5.17s

[186/343] Analyzing (a=18, b=9, c=9)...
  ✓ Samples: 42,144,159 | Chi-Sq Stat: 1185.1838 | Chi-Sq p-value: 0.0 | MAD: 0.00036 | KS D-Max: 0.00078 | Dmix: 0.001606 | Digital Mix Speed: 21179.826 | Time: 122.60s

[187/343] Analyzing (a=18, b=9, c=10)...
  ✓ Samples: 4,930,308 | Chi-Sq Stat: 12181.2068 | Chi-Sq p-value: 0.0 | MAD: 0.00490 | KS D-Max: 0.02059 | Dmix: 0.022060 | Digital Mix Speed: 1365.893 | Time: 5.15s

[188/343] Analyzing (a=18, b=9, c=11)...
  ✓ Samples: 4,930,306 | Chi-Sq Stat: 12180.9369 | Chi-Sq p-value: 0.0 | MAD: 0.00490 | KS D-Max: 0.02059 | Dmix: 0.022058 | Digital Mix Speed: 1365.893 | Time: 5.25s

[189/343] Analyzing (a=18, b=9, c=12)...
  ✓ Samples: 4,930,306 | Chi-Sq Stat: 12182.0971 | Chi-Sq p-value: 0.0 | MAD: 0.00490 | KS D-Max: 0.02059 | Dmix: 0.022061 | Digital Mix Speed: 1365.893 | Time: 5.22s

[190/343] Analyzing (a=18, b=10, c=6)...
  ✓ Samples: 4,773,097 | Chi-Sq Stat: 756010.9726 | Chi-Sq p-value: 0.0 | MAD: 0.03794 | KS D-Max: 0.17072 | Dmix: 0.170717 | Digital Mix Speed: 176.036 | Time: 5.19s

[191/343] Analyzing (a=18, b=10, c=7)...
  ✓ Samples: 4,723,205 | Chi-Sq Stat: 1658535.7774 | Chi-Sq p-value: 0.0 | MAD: 0.05625 | KS D-Max: 0.25312 | Dmix: 0.253120 | Digital Mix Speed: 118.653 | Time: 4.94s

[192/343] Analyzing (a=18, b=10, c=8)...
  ✓ Samples: 6,705,097 | Chi-Sq Stat: 40852.6258 | Chi-Sq p-value: 0.0 | MAD: 0.00787 | KS D-Max: 0.01952 | Dmix: 0.035423 | Digital Mix Speed: 867.396 | Time: 7.86s

[193/343] Analyzing (a=18, b=10, c=9)...
  ✓ Samples: 4,723,205 | Chi-Sq Stat: 1658535.7774 | Chi-Sq p-value: 0.0 | MAD: 0.05625 | KS D-Max: 0.25312 | Dmix: 0.253120 | Digital Mix Speed: 118.653 | Time: 4.98s

[194/343] Analyzing (a=18, b=10, c=10)...
  ✓ Samples: 6,240,022 | Chi-Sq Stat: 47230.6738 | Chi-Sq p-value: 0.0 | MAD: 0.00867 | KS D-Max: 0.02143 | Dmix: 0.039012 | Digital Mix Speed: 783.758 | Time: 7.23s

[195/343] Analyzing (a=18, b=10, c=11)...
  ✓ Samples: 4,723,194 | Chi-Sq Stat: 1658590.5818 | Chi-Sq p-value: 0.0 | MAD: 0.05625 | KS D-Max: 0.25313 | Dmix: 0.253132 | Digital Mix Speed: 118.653 | Time: 5.06s

[196/343] Analyzing (a=18, b=10, c=12)...
