Added 0 trivial states as holes

=== SWISS CHEESE CUBE SCAN ===
Cube center: (7, 14, 8)

[337/1331] Analyzing (a=4, b=17, c=9)...
  ✓ Samples: 5,673,322 | Chi-Sq Stat: 661.8463 | Chi-Sq p-value: 0.0 | MAD: 0.00090 | KS D-Max: 0.00405 | Dmix: 0.004054 | Digital Mix Speed: 7504.264 | Time: 6.69s

[338/1331] Analyzing (a=4, b=17, c=10)...
  ✓ Samples: 3,922,647 | Chi-Sq Stat: 869.3575 | Chi-Sq p-value: 0.0 | MAD: 0.00122 | KS D-Max: 0.00527 | Dmix: 0.005501 | Digital Mix Speed: 5404.573 | Time: 3.93s

[339/1331] Analyzing (a=4, b=17, c=11)...
  ✓ Samples: 5,674,919 | Chi-Sq Stat: 804.9502 | Chi-Sq p-value: 0.0 | MAD: 0.00102 | KS D-Max: 0.00459 | Dmix: 0.004588 | Digital Mix Speed: 6621.529 | Time: 6.80s

[340/1331] Analyzing (a=4, b=17, c=12)...
  ✓ Samples: 3,886,269 | Chi-Sq Stat: 1164.8226 | Chi-Sq p-value: 0.0 | MAD: 0.00162 | KS D-Max: 0.00491 | Dmix: 0.007276 | Digital Mix Speed: 4067.613 | Time: 3.82s

[341/1331] Analyzing (a=4, b=17, c=13)...
  ✓ Samples: 5,675,412 | Chi-Sq Stat: 817.2712 | Chi-Sq p-value: 0.0 | MAD: 0.00102 | KS D-Max: 0.00460 | Dmix: 0.004602 | Digital Mix Speed: 6621.566 | Time: 6.73s

[342/1331] Analyzing (a=4, b=18, c=3)...
  ✓ Samples: 3,816,950 | Chi-Sq Stat: 2334.3065 | Chi-Sq p-value: 0.0 | MAD: 0.00227 | KS D-Max: 0.00637 | Dmix: 0.010213 | Digital Mix Speed: 2899.435 | Time: 3.78s

[343/1331] Analyzing (a=4, b=18, c=4)...
  ✓ Samples: 9,195,165 | Chi-Sq Stat: 835.0012 | Chi-Sq p-value: 0.0 | MAD: 0.00079 | KS D-Max: 0.00307 | Dmix: 0.003555 | Digital Mix Speed: 8814.632 | Time: 12.91s

[344/1331] Analyzing (a=4, b=18, c=5)...
  ✓ Samples: 3,816,950 | Chi-Sq Stat: 2333.9923 | Chi-Sq p-value: 0.0 | MAD: 0.00227 | KS D-Max: 0.00638 | Dmix: 0.010208 | Digital Mix Speed: 2899.435 | Time: 3.79s

[345/1331] Analyzing (a=4, b=18, c=6)...
  ✓ Samples: 3,944,198 | Chi-Sq Stat: 952.1343 | Chi-Sq p-value: 0.0 | MAD: 0.00130 | KS D-Max: 0.00584 | Dmix: 0.005844 | Digital Mix Speed: 5073.814 | Time: 4.03s

[346/1331] Analyzing (a=4, b=18, c=7)...
  ✓ Samples: 3,816,945 | Chi-Sq Stat: 2342.4659 | Chi-Sq p-value: 0.0 | MAD: 0.00227 | KS D-Max: 0.00639 | Dmix: 0.010223 | Digital Mix Speed: 2899.434 | Time: 3.91s

[347/1331] Analyzing (a=4, b=18, c=8)...
  ✓ Samples: 4,954,118 | Chi-Sq Stat: 1215.6747 | Chi-Sq p-value: 0.0 | MAD: 0.00140 | KS D-Max: 0.00617 | Dmix: 0.006317 | Digital Mix Speed: 4782.119 | Time: 5.49s

[348/1331] Analyzing (a=4, b=18, c=9)...
  ✓ Samples: 3,816,945 | Chi-Sq Stat: 2337.6972 | Chi-Sq p-value: 0.0 | MAD: 0.00227 | KS D-Max: 0.00637 | Dmix: 0.010217 | Digital Mix Speed: 2899.434 | Time: 3.98s

[349/1331] Analyzing (a=4, b=18, c=10)...
  ✓ Samples: 3,943,453 | Chi-Sq Stat: 981.8117 | Chi-Sq p-value: 0.0 | MAD: 0.00128 | KS D-Max: 0.00578 | Dmix: 0.005779 | Digital Mix Speed: 5153.029 | Time: 3.91s

[350/1331] Analyzing (a=4, b=18, c=11)...
  ✓ Samples: 3,816,945 | Chi-Sq Stat: 2334.1292 | Chi-Sq p-value: 0.0 | MAD: 0.00227 | KS D-Max: 0.00637 | Dmix: 0.010210 | Digital Mix Speed: 2899.434 | Time: 4.10s

[351/1331] Analyzing (a=4, b=18, c=12)...
  ✓ Samples: 9,195,875 | Chi-Sq Stat: 485.6560 | Chi-Sq p-value: 0.0 | MAD: 0.00063 | KS D-Max: 0.00285 | Dmix: 0.002845 | Digital Mix Speed: 11053.322 | Time: 12.87s

[352/1331] Analyzing (a=4, b=18, c=13)...
  ✓ Samples: 3,816,944 | Chi-Sq Stat: 2333.8360 | Chi-Sq p-value: 0.0 | MAD: 0.00227 | KS D-Max: 0.00637 | Dmix: 0.010206 | Digital Mix Speed: 2899.434 | Time: 3.79s

[353/1331] Analyzing (a=4, b=19, c=3)...
  ✓ Samples: 3,784,712 | Chi-Sq Stat: 788.5017 | Chi-Sq p-value: 0.0 | MAD: 0.00135 | KS D-Max: 0.00609 | Dmix: 0.006093 | Digital Mix Speed: 4872.617 | Time: 3.94s

[354/1331] Analyzing (a=4, b=19, c=4)...
  ✓ Samples: 3,755,038 | Chi-Sq Stat: 809.3900 | Chi-Sq p-value: 0.0 | MAD: 0.00140 | KS D-Max: 0.00629 | Dmix: 0.006291 | Digital Mix Speed: 4696.153 | Time: 3.79s

[355/1331] Analyzing (a=4, b=19, c=5)...
  ✓ Samples: 3,784,573 | Chi-Sq Stat: 796.2911 | Chi-Sq p-value: 0.0 | MAD: 0.00135 | KS D-Max: 0.00610 | Dmix: 0.006097 | Digital Mix Speed: 4872.605 | Time: 3.89s

[356/1331] Analyzing (a=4, b=19, c=6)...
  ✓ Samples: 3,784,488 | Chi-Sq Stat: 789.4356 | Chi-Sq p-value: 0.0 | MAD: 0.00135 | KS D-Max: 0.00608 | Dmix: 0.006084 | Digital Mix Speed: 4872.598 | Time: 3.75s

[357/1331] Analyzing (a=4, b=19, c=7)...
  ✓ Samples: 3,784,386 | Chi-Sq Stat: 802.2564 | Chi-Sq p-value: 0.0 | MAD: 0.00136 | KS D-Max: 0.00611 | Dmix: 0.006112 | Digital Mix Speed: 4836.761 | Time: 3.75s

[358/1331] Analyzing (a=4, b=19, c=8)...
  ✓ Samples: 3,755,034 | Chi-Sq Stat: 809.6705 | Chi-Sq p-value: 0.0 | MAD: 0.00140 | KS D-Max: 0.00629 | Dmix: 0.006294 | Digital Mix Speed: 4696.153 | Time: 3.88s

[359/1331] Analyzing (a=4, b=19, c=9)...
  ✓ Samples: 3,784,430 | Chi-Sq Stat: 795.2510 | Chi-Sq p-value: 0.0 | MAD: 0.00136 | KS D-Max: 0.00611 | Dmix: 0.006106 | Digital Mix Speed: 4836.765 | Time: 3.76s

[360/1331] Analyzing (a=4, b=19, c=10)...
  ✓ Samples: 3,784,682 | Chi-Sq Stat: 795.3831 | Chi-Sq p-value: 0.0 | MAD: 0.00135 | KS D-Max: 0.00610 | Dmix: 0.006096 | Digital Mix Speed: 4872.614 | Time: 3.83s

[361/1331] Analyzing (a=4, b=19, c=11)...
  ✓ Samples: 3,784,527 | Chi-Sq Stat: 789.5386 | Chi-Sq p-value: 0.0 | MAD: 0.00135 | KS D-Max: 0.00608 | Dmix: 0.006079 | Digital Mix Speed: 4872.601 | Time: 3.94s

[362/1331] Analyzing (a=4, b=19, c=12)...
  ✓ Samples: 3,755,028 | Chi-Sq Stat: 808.3198 | Chi-Sq p-value: 0.0 | MAD: 0.00140 | KS D-Max: 0.00628 | Dmix: 0.006284 | Digital Mix Speed: 4696.152 | Time: 3.79s

[363/1331] Analyzing (a=4, b=19, c=13)...
  ✓ Samples: 3,784,762 | Chi-Sq Stat: 799.2344 | Chi-Sq p-value: 0.0 | MAD: 0.00136 | KS D-Max: 0.00611 | Dmix: 0.006109 | Digital Mix Speed: 4836.793 | Time: 3.94s

[364/1331] Analyzing (a=5, b=9, c=3)...
  ✓ Samples: 4,988,613 | Chi-Sq Stat: 5422.7096 | Chi-Sq p-value: 0.0 | MAD: 0.00322 | KS D-Max: 0.01441 | Dmix: 0.014484 | Digital Mix Speed: 2080.118 | Time: 5.27s

[365/1331] Analyzing (a=5, b=9, c=4)...
  ✓ Samples: 4,988,303 | Chi-Sq Stat: 5438.6637 | Chi-Sq p-value: 0.0 | MAD: 0.00323 | KS D-Max: 0.01445 | Dmix: 0.014532 | Digital Mix Speed: 2073.670 | Time: 5.37s

[366/1331] Analyzing (a=5, b=9, c=5)...
  ✓ Samples: 4,959,591 | Chi-Sq Stat: 8780.4689 | Chi-Sq p-value: 0.0 | MAD: 0.00411 | KS D-Max: 0.01785 | Dmix: 0.018510 | Digital Mix Speed: 1629.062 | Time: 5.18s

[367/1331] Analyzing (a=5, b=9, c=6)...
  ✓ Samples: 4,988,553 | Chi-Sq Stat: 5355.9852 | Chi-Sq p-value: 0.0 | MAD: 0.00320 | KS D-Max: 0.01432 | Dmix: 0.014397 | Digital Mix Speed: 2093.117 | Time: 5.41s

[368/1331] Analyzing (a=5, b=9, c=7)...
  ✓ Samples: 4,987,839 | Chi-Sq Stat: 5424.2897 | Chi-Sq p-value: 0.0 | MAD: 0.00322 | KS D-Max: 0.01442 | Dmix: 0.014507 | Digital Mix Speed: 2080.097 | Time: 5.23s

[369/1331] Analyzing (a=5, b=9, c=8)...
  ✓ Samples: 4,988,137 | Chi-Sq Stat: 5397.0288 | Chi-Sq p-value: 0.0 | MAD: 0.00322 | KS D-Max: 0.01440 | Dmix: 0.014480 | Digital Mix Speed: 2080.105 | Time: 5.35s

[370/1331] Analyzing (a=5, b=9, c=9)...
  ✓ Samples: 4,988,593 | Chi-Sq Stat: 5336.3181 | Chi-Sq p-value: 0.0 | MAD: 0.00319 | KS D-Max: 0.01431 | Dmix: 0.014362 | Digital Mix Speed: 2099.680 | Time: 5.21s

[371/1331] Analyzing (a=5, b=9, c=10)...
  ✓ Samples: 4,959,585 | Chi-Sq Stat: 8784.1587 | Chi-Sq p-value: 0.0 | MAD: 0.00412 | KS D-Max: 0.01787 | Dmix: 0.018524 | Digital Mix Speed: 1625.108 | Time: 5.30s

[372/1331] Analyzing (a=5, b=9, c=11)...
  ✓ Samples: 4,988,131 | Chi-Sq Stat: 5371.3232 | Chi-Sq p-value: 0.0 | MAD: 0.00321 | KS D-Max: 0.01437 | Dmix: 0.014446 | Digital Mix Speed: 2086.585 | Time: 5.26s

[373/1331] Analyzing (a=5, b=9, c=12)...
  ✓ Samples: 4,988,522 | Chi-Sq Stat: 5361.0832 | Chi-Sq p-value: 0.0 | MAD: 0.00320 | KS D-Max: 0.01433 | Dmix: 0.014421 | Digital Mix Speed: 2093.116 | Time: 5.54s

[374/1331] Analyzing (a=5, b=9, c=13)...
  ✓ Samples: 4,987,835 | Chi-Sq Stat: 5397.6797 | Chi-Sq p-value: 0.0 | MAD: 0.00322 | KS D-Max: 0.01440 | Dmix: 0.014475 | Digital Mix Speed: 2080.097 | Time: 5.47s

[375/1331] Analyzing (a=5, b=10, c=3)...
  ✓ Samples: 4,748,277 | Chi-Sq Stat: 1085516.2440 | Chi-Sq p-value: 0.0 | MAD: 0.04409 | KS D-Max: 0.19840 | Dmix: 0.198399 | Digital Mix Speed: 151.430 | Time: 4.99s

[376/1331] Analyzing (a=5, b=10, c=4)...
  ✓ Samples: 4,748,277 | Chi-Sq Stat: 1085516.2440 | Chi-Sq p-value: 0.0 | MAD: 0.04409 | KS D-Max: 0.19840 | Dmix: 0.198399 | Digital Mix Speed: 151.430 | Time: 5.10s

[377/1331] Analyzing (a=5, b=10, c=5)...
  ✓ Samples: 15,752,681 | Chi-Sq Stat: 965.8361 | Chi-Sq p-value: 0.0 | MAD: 0.00082 | KS D-Max: 0.00206 | Dmix: 0.003670 | Digital Mix Speed: 8777.262 | Time: 25.92s

[378/1331] Analyzing (a=5, b=10, c=6)...
  ✓ Samples: 4,748,277 | Chi-Sq Stat: 1085516.2440 | Chi-Sq p-value: 0.0 | MAD: 0.04409 | KS D-Max: 0.19840 | Dmix: 0.198399 | Digital Mix Speed: 151.430 | Time: 5.07s

[379/1331] Analyzing (a=5, b=10, c=7)...
  ✓ Samples: 4,748,277 | Chi-Sq Stat: 1085516.2440 | Chi-Sq p-value: 0.0 | MAD: 0.04409 | KS D-Max: 0.19840 | Dmix: 0.198399 | Digital Mix Speed: 151.430 | Time: 4.98s

[380/1331] Analyzing (a=5, b=10, c=8)...
  ✓ Samples: 4,748,277 | Chi-Sq Stat: 1085516.2440 | Chi-Sq p-value: 0.0 | MAD: 0.04409 | KS D-Max: 0.19840 | Dmix: 0.198399 | Digital Mix Speed: 151.430 | Time: 5.04s

[381/1331] Analyzing (a=5, b=10, c=9)...
  ✓ Samples: 4,748,277 | Chi-Sq Stat: 1085516.2440 | Chi-Sq p-value: 0.0 | MAD: 0.04409 | KS D-Max: 0.19840 | Dmix: 0.198399 | Digital Mix Speed: 151.430 | Time: 5.05s

[382/1331] Analyzing (a=5, b=10, c=10)...
  ✓ Samples: 15,628,050 | Chi-Sq Stat: 1025.0294 | Chi-Sq p-value: 0.0 | MAD: 0.00085 | KS D-Max: 0.00188 | Dmix: 0.003813 | Digital Mix Speed: 8463.417 | Time: 25.92s

[383/1331] Analyzing (a=5, b=10, c=11)...
  ✓ Samples: 4,748,260 | Chi-Sq Stat: 1085675.5103 | Chi-Sq p-value: 0.0 | MAD: 0.04410 | KS D-Max: 0.19843 | Dmix: 0.198431 | Digital Mix Speed: 151.395 | Time: 4.94s

[384/1331] Analyzing (a=5, b=10, c=12)...
  ✓ Samples: 4,748,260 | Chi-Sq Stat: 1085675.5103 | Chi-Sq p-value: 0.0 | MAD: 0.04410 | KS D-Max: 0.19843 | Dmix: 0.198431 | Digital Mix Speed: 151.395 | Time: 5.05s

[385/1331] Analyzing (a=5, b=10, c=13)...
  ✓ Samples: 4,748,260 | Chi-Sq Stat: 1085675.5103 | Chi-Sq p-value: 0.0 | MAD: 0.04410 | KS D-Max: 0.19843 | Dmix: 0.198431 | Digital Mix Speed: 151.395 | Time: 4.92s

[386/1331] Analyzing (a=5, b=11, c=3)...
  ✓ Samples: 6,745,693 | Chi-Sq Stat: 1240.6373 | Chi-Sq p-value: 0.0 | MAD: 0.00125 | KS D-Max: 0.00563 | Dmix: 0.005629 | Digital Mix Speed: 5463.221 | Time: 8.15s

[387/1331] Analyzing (a=5, b=11, c=4)...
  ✓ Samples: 6,740,786 | Chi-Sq Stat: 1495.8131 | Chi-Sq p-value: 0.0 | MAD: 0.00138 | KS D-Max: 0.00621 | Dmix: 0.006213 | Digital Mix Speed: 4948.341 | Time: 8.16s

[388/1331] Analyzing (a=5, b=11, c=5)...
  ✓ Samples: 4,557,428 | Chi-Sq Stat: 3252.5116 | Chi-Sq p-value: 0.0 | MAD: 0.00246 | KS D-Max: 0.00864 | Dmix: 0.011065 | Digital Mix Speed: 2706.797 | Time: 4.68s

[389/1331] Analyzing (a=5, b=11, c=6)...
  ✓ Samples: 6,742,676 | Chi-Sq Stat: 1391.8854 | Chi-Sq p-value: 0.0 | MAD: 0.00134 | KS D-Max: 0.00601 | Dmix: 0.006015 | Digital Mix Speed: 5096.144 | Time: 8.12s

[390/1331] Analyzing (a=5, b=11, c=7)...
  ✓ Samples: 6,746,971 | Chi-Sq Stat: 1250.7043 | Chi-Sq p-value: 0.0 | MAD: 0.00127 | KS D-Max: 0.00572 | Dmix: 0.005719 | Digital Mix Speed: 5377.251 | Time: 8.10s

[391/1331] Analyzing (a=5, b=11, c=8)...
  ✓ Samples: 6,743,828 | Chi-Sq Stat: 1324.4195 | Chi-Sq p-value: 0.0 | MAD: 0.00129 | KS D-Max: 0.00580 | Dmix: 0.005804 | Digital Mix Speed: 5293.726 | Time: 8.11s

[392/1331] Analyzing (a=5, b=11, c=9)...
  ✓ Samples: 6,744,514 | Chi-Sq Stat: 1327.2899 | Chi-Sq p-value: 0.0 | MAD: 0.00128 | KS D-Max: 0.00578 | Dmix: 0.005775 | Digital Mix Speed: 5335.118 | Time: 8.31s

[393/1331] Analyzing (a=5, b=11, c=10)...
  ✓ Samples: 4,557,420 | Chi-Sq Stat: 3251.4443 | Chi-Sq p-value: 0.0 | MAD: 0.00246 | KS D-Max: 0.00862 | Dmix: 0.011048 | Digital Mix Speed: 2706.796 | Time: 4.65s

[394/1331] Analyzing (a=5, b=11, c=11)...
  ✓ Samples: 6,737,297 | Chi-Sq Stat: 1105.9587 | Chi-Sq p-value: 0.0 | MAD: 0.00122 | KS D-Max: 0.00551 | Dmix: 0.005510 | Digital Mix Speed: 5597.119 | Time: 8.22s

[395/1331] Analyzing (a=5, b=11, c=12)...
  ✓ Samples: 6,741,278 | Chi-Sq Stat: 1305.1114 | Chi-Sq p-value: 0.0 | MAD: 0.00129 | KS D-Max: 0.00583 | Dmix: 0.005826 | Digital Mix Speed: 5293.599 | Time: 8.21s

[396/1331] Analyzing (a=5, b=11, c=13)...
  ✓ Samples: 6,747,023 | Chi-Sq Stat: 1288.3138 | Chi-Sq p-value: 0.0 | MAD: 0.00132 | KS D-Max: 0.00593 | Dmix: 0.005929 | Digital Mix Speed: 5173.570 | Time: 8.17s

[397/1331] Analyzing (a=5, b=12, c=3)...
  ✓ Samples: 4,642,583 | Chi-Sq Stat: 1779.3258 | Chi-Sq p-value: 0.0 | MAD: 0.00167 | KS D-Max: 0.00750 | Dmix: 0.007497 | Digital Mix Speed: 3992.072 | Time: 4.88s

[398/1331] Analyzing (a=5, b=12, c=4)...
  ✓ Samples: 4,643,178 | Chi-Sq Stat: 1723.3307 | Chi-Sq p-value: 0.0 | MAD: 0.00160 | KS D-Max: 0.00720 | Dmix: 0.007203 | Digital Mix Speed: 4166.760 | Time: 5.00s

[399/1331] Analyzing (a=5, b=12, c=5)...
  ✓ Samples: 4,394,009 | Chi-Sq Stat: 5278.1863 | Chi-Sq p-value: 0.0 | MAD: 0.00329 | KS D-Max: 0.00966 | Dmix: 0.014818 | Digital Mix Speed: 2019.107 | Time: 4.56s

[400/1331] Analyzing (a=5, b=12, c=6)...
  ✓ Samples: 4,642,642 | Chi-Sq Stat: 1631.6142 | Chi-Sq p-value: 0.0 | MAD: 0.00155 | KS D-Max: 0.00697 | Dmix: 0.006966 | Digital Mix Speed: 4301.139 | Time: 4.96s

[401/1331] Analyzing (a=5, b=12, c=7)...
  ✓ Samples: 4,643,669 | Chi-Sq Stat: 1758.8040 | Chi-Sq p-value: 0.0 | MAD: 0.00162 | KS D-Max: 0.00728 | Dmix: 0.007284 | Digital Mix Speed: 4115.346 | Time: 4.86s

[402/1331] Analyzing (a=5, b=12, c=8)...
  ✓ Samples: 4,642,730 | Chi-Sq Stat: 1692.1315 | Chi-Sq p-value: 0.0 | MAD: 0.00162 | KS D-Max: 0.00728 | Dmix: 0.007276 | Digital Mix Speed: 4115.292 | Time: 4.95s

[403/1331] Analyzing (a=5, b=12, c=9)...
  ✓ Samples: 4,642,314 | Chi-Sq Stat: 1736.5833 | Chi-Sq p-value: 0.0 | MAD: 0.00160 | KS D-Max: 0.00720 | Dmix: 0.007197 | Digital Mix Speed: 4166.709 | Time: 4.86s

[404/1331] Analyzing (a=5, b=12, c=10)...
  ✓ Samples: 4,394,008 | Chi-Sq Stat: 5275.9704 | Chi-Sq p-value: 0.0 | MAD: 0.00329 | KS D-Max: 0.00966 | Dmix: 0.014816 | Digital Mix Speed: 2019.107 | Time: 4.61s

[405/1331] Analyzing (a=5, b=12, c=11)...
  ✓ Samples: 4,642,647 | Chi-Sq Stat: 1696.5492 | Chi-Sq p-value: 0.0 | MAD: 0.00161 | KS D-Max: 0.00724 | Dmix: 0.007237 | Digital Mix Speed: 4140.848 | Time: 4.90s

[406/1331] Analyzing (a=5, b=12, c=12)...
  ✓ Samples: 4,643,657 | Chi-Sq Stat: 1697.8338 | Chi-Sq p-value: 0.0 | MAD: 0.00160 | KS D-Max: 0.00719 | Dmix: 0.007193 | Digital Mix Speed: 4166.788 | Time: 5.12s

[407/1331] Analyzing (a=5, b=12, c=13)...
  ✓ Samples: 4,641,807 | Chi-Sq Stat: 1725.9170 | Chi-Sq p-value: 0.0 | MAD: 0.00160 | KS D-Max: 0.00722 | Dmix: 0.007215 | Digital Mix Speed: 4166.679 | Time: 4.88s

[408/1331] Analyzing (a=5, b=13, c=3)...
  ✓ Samples: 4,505,112 | Chi-Sq Stat: 1014.1709 | Chi-Sq p-value: 0.0 | MAD: 0.00122 | KS D-Max: 0.00550 | Dmix: 0.005503 | Digital Mix Speed: 5453.857 | Time: 4.92s

[409/1331] Analyzing (a=5, b=13, c=4)...
  ✓ Samples: 4,506,123 | Chi-Sq Stat: 975.4164 | Chi-Sq p-value: 0.0 | MAD: 0.00120 | KS D-Max: 0.00538 | Dmix: 0.005384 | Digital Mix Speed: 5544.836 | Time: 4.73s

[410/1331] Analyzing (a=5, b=13, c=5)...
  ✓ Samples: 4,266,984 | Chi-Sq Stat: 1389.7332 | Chi-Sq p-value: 0.0 | MAD: 0.00158 | KS D-Max: 0.00358 | Dmix: 0.007090 | Digital Mix Speed: 4196.279 | Time: 4.53s

[411/1331] Analyzing (a=5, b=13, c=6)...
  ✓ Samples: 4,504,630 | Chi-Sq Stat: 958.0771 | Chi-Sq p-value: 0.0 | MAD: 0.00120 | KS D-Max: 0.00541 | Dmix: 0.005410 | Digital Mix Speed: 5544.716 | Time: 4.76s

[412/1331] Analyzing (a=5, b=13, c=7)...
  ✓ Samples: 4,506,074 | Chi-Sq Stat: 1058.5866 | Chi-Sq p-value: 0.0 | MAD: 0.00125 | KS D-Max: 0.00564 | Dmix: 0.005635 | Digital Mix Speed: 5323.039 | Time: 4.82s

[413/1331] Analyzing (a=5, b=13, c=8)...
  ✓ Samples: 4,506,448 | Chi-Sq Stat: 1021.5431 | Chi-Sq p-value: 0.0 | MAD: 0.00124 | KS D-Max: 0.00559 | Dmix: 0.005595 | Digital Mix Speed: 5365.995 | Time: 4.74s

[414/1331] Analyzing (a=5, b=13, c=9)...
  ✓ Samples: 4,504,921 | Chi-Sq Stat: 1025.3505 | Chi-Sq p-value: 0.0 | MAD: 0.00123 | KS D-Max: 0.00553 | Dmix: 0.005525 | Digital Mix Speed: 5409.502 | Time: 4.79s

[415/1331] Analyzing (a=5, b=13, c=10)...
  ✓ Samples: 4,266,978 | Chi-Sq Stat: 1390.0748 | Chi-Sq p-value: 0.0 | MAD: 0.00158 | KS D-Max: 0.00358 | Dmix: 0.007095 | Digital Mix Speed: 4196.279 | Time: 4.36s

[416/1331] Analyzing (a=5, b=13, c=11)...
  ✓ Samples: 4,504,998 | Chi-Sq Stat: 1031.7764 | Chi-Sq p-value: 0.0 | MAD: 0.00124 | KS D-Max: 0.00558 | Dmix: 0.005580 | Digital Mix Speed: 5365.883 | Time: 4.74s

[417/1331] Analyzing (a=5, b=13, c=12)...
  ✓ Samples: 4,504,705 | Chi-Sq Stat: 1030.9564 | Chi-Sq p-value: 0.0 | MAD: 0.00124 | KS D-Max: 0.00557 | Dmix: 0.005565 | Digital Mix Speed: 5365.860 | Time: 4.82s

[418/1331] Analyzing (a=5, b=13, c=13)...
  ✓ Samples: 4,505,536 | Chi-Sq Stat: 1055.6517 | Chi-Sq p-value: 0.0 | MAD: 0.00126 | KS D-Max: 0.00566 | Dmix: 0.005660 | Digital Mix Speed: 5280.751 | Time: 4.83s

[419/1331] Analyzing (a=5, b=14, c=3)...
  ✓ Samples: 4,179,747 | Chi-Sq Stat: 222.4392 | Chi-Sq p-value: 0.0 | MAD: 0.00067 | KS D-Max: 0.00300 | Dmix: 0.002998 | Digital Mix Speed: 9882.313 | Time: 4.43s

[420/1331] Analyzing (a=5, b=14, c=4)...
  ✓ Samples: 4,180,152 | Chi-Sq Stat: 219.9406 | Chi-Sq p-value: 0.0 | MAD: 0.00066 | KS D-Max: 0.00298 | Dmix: 0.002981 | Digital Mix Speed: 10032.109 | Time: 4.29s

[421/1331] Analyzing (a=5, b=14, c=5)...
  ✓ Samples: 4,155,094 | Chi-Sq Stat: 67.8014 | Chi-Sq p-value: 0.0 | MAD: 0.00033 | KS D-Max: 0.00149 | Dmix: 0.001495 | Digital Mix Speed: 20056.306 | Time: 4.29s

[422/1331] Analyzing (a=5, b=14, c=6)...
  ✓ Samples: 4,180,112 | Chi-Sq Stat: 217.4122 | Chi-Sq p-value: 0.0 | MAD: 0.00066 | KS D-Max: 0.00296 | Dmix: 0.002963 | Digital Mix Speed: 10032.103 | Time: 4.36s

[423/1331] Analyzing (a=5, b=14, c=7)...
  ✓ Samples: 4,180,151 | Chi-Sq Stat: 213.0506 | Chi-Sq p-value: 0.0 | MAD: 0.00065 | KS D-Max: 0.00294 | Dmix: 0.002938 | Digital Mix Speed: 10186.449 | Time: 4.42s

[424/1331] Analyzing (a=5, b=14, c=8)...
  ✓ Samples: 4,180,146 | Chi-Sq Stat: 217.2304 | Chi-Sq p-value: 0.0 | MAD: 0.00066 | KS D-Max: 0.00296 | Dmix: 0.002963 | Digital Mix Speed: 10032.108 | Time: 4.28s

[425/1331] Analyzing (a=5, b=14, c=9)...
  ✓ Samples: 4,179,889 | Chi-Sq Stat: 220.6936 | Chi-Sq p-value: 0.0 | MAD: 0.00066 | KS D-Max: 0.00298 | Dmix: 0.002985 | Digital Mix Speed: 10032.068 | Time: 4.41s

[426/1331] Analyzing (a=5, b=14, c=10)...
  ✓ Samples: 4,155,094 | Chi-Sq Stat: 67.8256 | Chi-Sq p-value: 0.0 | MAD: 0.00033 | KS D-Max: 0.00150 | Dmix: 0.001500 | Digital Mix Speed: 20056.306 | Time: 4.15s

[427/1331] Analyzing (a=5, b=14, c=11)...
  ✓ Samples: 4,180,041 | Chi-Sq Stat: 219.3075 | Chi-Sq p-value: 0.0 | MAD: 0.00066 | KS D-Max: 0.00298 | Dmix: 0.002978 | Digital Mix Speed: 10032.092 | Time: 4.39s

[428/1331] Analyzing (a=5, b=14, c=12)...
  ✓ Samples: 4,180,154 | Chi-Sq Stat: 221.0914 | Chi-Sq p-value: 0.0 | MAD: 0.00066 | KS D-Max: 0.00299 | Dmix: 0.002986 | Digital Mix Speed: 10032.110 | Time: 4.44s

[429/1331] Analyzing (a=5, b=14, c=13)...
  ✓ Samples: 4,179,861 | Chi-Sq Stat: 217.1464 | Chi-Sq p-value: 0.0 | MAD: 0.00066 | KS D-Max: 0.00296 | Dmix: 0.002963 | Digital Mix Speed: 10032.063 | Time: 4.28s

[430/1331] Analyzing (a=5, b=15, c=3)...
  ✓ Samples: 4,053,617 | Chi-Sq Stat: 470.1097 | Chi-Sq p-value: 0.0 | MAD: 0.00103 | KS D-Max: 0.00372 | Dmix: 0.004638 | Digital Mix Speed: 6415.381 | Time: 4.29s

[431/1331] Analyzing (a=5, b=15, c=4)...
  ✓ Samples: 4,053,617 | Chi-Sq Stat: 467.7116 | Chi-Sq p-value: 0.0 | MAD: 0.00103 | KS D-Max: 0.00372 | Dmix: 0.004627 | Digital Mix Speed: 6415.381 | Time: 4.08s

[432/1331] Analyzing (a=5, b=15, c=5)...
  ✓ Samples: 10,254,310 | Chi-Sq Stat: 728.1188 | Chi-Sq p-value: 0.0 | MAD: 0.00068 | KS D-Max: 0.00157 | Dmix: 0.003068 | Digital Mix Speed: 10310.157 | Time: 14.53s

[433/1331] Analyzing (a=5, b=15, c=6)...
  ✓ Samples: 4,053,614 | Chi-Sq Stat: 468.1076 | Chi-Sq p-value: 0.0 | MAD: 0.00103 | KS D-Max: 0.00372 | Dmix: 0.004628 | Digital Mix Speed: 6415.381 | Time: 4.04s

[434/1331] Analyzing (a=5, b=15, c=7)...
