Added 0 trivial states as holes

=== SWISS CHEESE CUBE SCAN ===
Cube center: (22, 33, 11)
  ✓ Samples: 3,084,416 | Chi-Sq Stat: 3036.1907 | Chi-Sq p-value: 0.0 | MAD: 0.00290 | KS D-Max: 0.00682 | Dmix: 0.013037 | Digital Mix Speed: 2237.646 | Time: 2.99s

[99/343] Analyzing (a=21, b=30, c=8)...
  ✓ Samples: 3,226,352 | Chi-Sq Stat: 5204.3048 | Chi-Sq p-value: 0.0 | MAD: 0.00357 | KS D-Max: 0.01054 | Dmix: 0.016085 | Digital Mix Speed: 1823.169 | Time: 3.19s

[100/343] Analyzing (a=21, b=30, c=9)...
  ✓ Samples: 3,292,980 | Chi-Sq Stat: 2591.3678 | Chi-Sq p-value: 0.0 | MAD: 0.00284 | KS D-Max: 0.00978 | Dmix: 0.012791 | Digital Mix Speed: 2294.926 | Time: 3.17s

[101/343] Analyzing (a=21, b=30, c=10)...
  ✓ Samples: 3,226,352 | Chi-Sq Stat: 5206.1935 | Chi-Sq p-value: 0.0 | MAD: 0.00357 | KS D-Max: 0.01054 | Dmix: 0.016084 | Digital Mix Speed: 1823.169 | Time: 3.20s

[102/343] Analyzing (a=21, b=30, c=11)...
  ✓ Samples: 3,226,352 | Chi-Sq Stat: 5205.3320 | Chi-Sq p-value: 0.0 | MAD: 0.00357 | KS D-Max: 0.01054 | Dmix: 0.016086 | Digital Mix Speed: 1823.169 | Time: 3.10s

[103/343] Analyzing (a=21, b=30, c=12)...
  ✓ Samples: 3,292,985 | Chi-Sq Stat: 2547.7736 | Chi-Sq p-value: 0.0 | MAD: 0.00284 | KS D-Max: 0.00973 | Dmix: 0.012779 | Digital Mix Speed: 2294.926 | Time: 3.11s

[104/343] Analyzing (a=21, b=30, c=13)...
  ✓ Samples: 3,226,352 | Chi-Sq Stat: 5207.8200 | Chi-Sq p-value: 0.0 | MAD: 0.00358 | KS D-Max: 0.01054 | Dmix: 0.016095 | Digital Mix Speed: 1818.076 | Time: 3.32s

[105/343] Analyzing (a=21, b=30, c=14)...
  ✓ Samples: 3,226,352 | Chi-Sq Stat: 5210.5264 | Chi-Sq p-value: 0.0 | MAD: 0.00358 | KS D-Max: 0.01055 | Dmix: 0.016101 | Digital Mix Speed: 1818.076 | Time: 3.10s

[106/343] Analyzing (a=21, b=31, c=8)...
  ✓ Samples: 3,248,085 | Chi-Sq Stat: 14537.5289 | Chi-Sq p-value: 0.0 | MAD: 0.00479 | KS D-Max: 0.01629 | Dmix: 0.021573 | Digital Mix Speed: 1359.421 | Time: 3.15s

[107/343] Analyzing (a=21, b=31, c=9)...
  ✓ Samples: 3,248,093 | Chi-Sq Stat: 14602.4886 | Chi-Sq p-value: 0.0 | MAD: 0.00478 | KS D-Max: 0.01628 | Dmix: 0.021508 | Digital Mix Speed: 1362.265 | Time: 3.33s

[108/343] Analyzing (a=21, b=31, c=10)...
  ✓ Samples: 3,248,112 | Chi-Sq Stat: 14667.5289 | Chi-Sq p-value: 0.0 | MAD: 0.00484 | KS D-Max: 0.01643 | Dmix: 0.021789 | Digital Mix Speed: 1345.378 | Time: 3.12s

[109/343] Analyzing (a=21, b=31, c=11)...
  ✓ Samples: 3,248,070 | Chi-Sq Stat: 14628.0825 | Chi-Sq p-value: 0.0 | MAD: 0.00482 | KS D-Max: 0.01639 | Dmix: 0.021691 | Digital Mix Speed: 1350.960 | Time: 3.20s

[110/343] Analyzing (a=21, b=31, c=12)...
  ✓ Samples: 3,248,059 | Chi-Sq Stat: 14575.8201 | Chi-Sq p-value: 0.0 | MAD: 0.00480 | KS D-Max: 0.01633 | Dmix: 0.021602 | Digital Mix Speed: 1356.588 | Time: 3.28s

[111/343] Analyzing (a=21, b=31, c=13)...
  ✓ Samples: 3,248,095 | Chi-Sq Stat: 14561.7928 | Chi-Sq p-value: 0.0 | MAD: 0.00481 | KS D-Max: 0.01633 | Dmix: 0.021642 | Digital Mix Speed: 1353.769 | Time: 3.19s

[112/343] Analyzing (a=21, b=31, c=14)...
  ✓ Samples: 3,226,836 | Chi-Sq Stat: 22659.0574 | Chi-Sq p-value: 0.0 | MAD: 0.00618 | KS D-Max: 0.01775 | Dmix: 0.027796 | Digital Mix Speed: 1053.200 | Time: 3.19s

[113/343] Analyzing (a=21, b=32, c=8)...
  ✓ Samples: 3,208,433 | Chi-Sq Stat: 32720.5122 | Chi-Sq p-value: 0.0 | MAD: 0.00944 | KS D-Max: 0.01851 | Dmix: 0.042462 | Digital Mix Speed: 689.226 | Time: 3.24s

[114/343] Analyzing (a=21, b=32, c=9)...
  ✓ Samples: 3,189,929 | Chi-Sq Stat: 53807.7832 | Chi-Sq p-value: 0.0 | MAD: 0.01239 | KS D-Max: 0.02336 | Dmix: 0.055770 | Digital Mix Speed: 524.922 | Time: 3.22s

[115/343] Analyzing (a=21, b=32, c=10)...
  ✓ Samples: 3,208,396 | Chi-Sq Stat: 32865.2117 | Chi-Sq p-value: 0.0 | MAD: 0.00946 | KS D-Max: 0.01860 | Dmix: 0.042587 | Digital Mix Speed: 687.768 | Time: 3.07s

[116/343] Analyzing (a=21, b=32, c=11)...
  ✓ Samples: 3,208,437 | Chi-Sq Stat: 32581.4018 | Chi-Sq p-value: 0.0 | MAD: 0.00941 | KS D-Max: 0.01853 | Dmix: 0.042365 | Digital Mix Speed: 691.423 | Time: 3.42s

[117/343] Analyzing (a=21, b=32, c=12)...
  ✓ Samples: 3,189,922 | Chi-Sq Stat: 53958.8158 | Chi-Sq p-value: 0.0 | MAD: 0.01240 | KS D-Max: 0.02336 | Dmix: 0.055815 | Digital Mix Speed: 524.498 | Time: 3.12s

[118/343] Analyzing (a=21, b=32, c=13)...
  ✓ Samples: 3,208,314 | Chi-Sq Stat: 32518.5342 | Chi-Sq p-value: 0.0 | MAD: 0.00941 | KS D-Max: 0.01850 | Dmix: 0.042364 | Digital Mix Speed: 691.422 | Time: 3.17s

[119/343] Analyzing (a=21, b=32, c=14)...
  ✓ Samples: 3,185,172 | Chi-Sq Stat: 64147.9526 | Chi-Sq p-value: 0.0 | MAD: 0.01366 | KS D-Max: 0.02578 | Dmix: 0.061457 | Digital Mix Speed: 476.071 | Time: 3.29s

[120/343] Analyzing (a=21, b=33, c=8)...
  ✓ Samples: 3,138,045 | Chi-Sq Stat: 2764.1923 | Chi-Sq p-value: 0.0 | MAD: 0.00294 | KS D-Max: 0.00802 | Dmix: 0.013226 | Digital Mix Speed: 2209.748 | Time: 2.98s

[121/343] Analyzing (a=21, b=33, c=9)...
  ✓ Samples: 3,618,387 | Chi-Sq Stat: 1264.4556 | Chi-Sq p-value: 0.0 | MAD: 0.00164 | KS D-Max: 0.00551 | Dmix: 0.007382 | Digital Mix Speed: 3999.095 | Time: 3.75s

[122/343] Analyzing (a=21, b=33, c=10)...
  ✓ Samples: 3,138,045 | Chi-Sq Stat: 2762.5015 | Chi-Sq p-value: 0.0 | MAD: 0.00294 | KS D-Max: 0.00802 | Dmix: 0.013225 | Digital Mix Speed: 2209.748 | Time: 3.25s

[123/343] Analyzing (a=21, b=33, c=11)...
  ✓ Samples: 3,138,045 | Chi-Sq Stat: 2763.7678 | Chi-Sq p-value: 0.0 | MAD: 0.00294 | KS D-Max: 0.00802 | Dmix: 0.013225 | Digital Mix Speed: 2209.748 | Time: 2.98s

[124/343] Analyzing (a=21, b=33, c=12)...
  ✓ Samples: 3,576,749 | Chi-Sq Stat: 1231.8528 | Chi-Sq p-value: 0.0 | MAD: 0.00151 | KS D-Max: 0.00525 | Dmix: 0.006807 | Digital Mix Speed: 4340.059 | Time: 3.60s

[125/343] Analyzing (a=21, b=33, c=13)...
  ✓ Samples: 3,138,044 | Chi-Sq Stat: 2763.1377 | Chi-Sq p-value: 0.0 | MAD: 0.00294 | KS D-Max: 0.00802 | Dmix: 0.013219 | Digital Mix Speed: 2209.748 | Time: 3.14s

[126/343] Analyzing (a=21, b=33, c=14)...
  ✓ Samples: 3,138,044 | Chi-Sq Stat: 2762.3744 | Chi-Sq p-value: 0.0 | MAD: 0.00294 | KS D-Max: 0.00802 | Dmix: 0.013222 | Digital Mix Speed: 2209.748 | Time: 2.99s

[127/343] Analyzing (a=21, b=34, c=8)...
  ✓ Samples: 3,154,507 | Chi-Sq Stat: 702.1525 | Chi-Sq p-value: 0.0 | MAD: 0.00154 | KS D-Max: 0.00691 | Dmix: 0.006908 | Digital Mix Speed: 4220.085 | Time: 3.08s

[128/343] Analyzing (a=21, b=34, c=9)...
  ✓ Samples: 3,126,629 | Chi-Sq Stat: 870.0502 | Chi-Sq p-value: 0.0 | MAD: 0.00174 | KS D-Max: 0.00782 | Dmix: 0.007815 | Digital Mix Speed: 3732.803 | Time: 3.11s

[129/343] Analyzing (a=21, b=34, c=10)...
  ✓ Samples: 3,154,526 | Chi-Sq Stat: 703.5194 | Chi-Sq p-value: 0.0 | MAD: 0.00154 | KS D-Max: 0.00691 | Dmix: 0.006914 | Digital Mix Speed: 4220.087 | Time: 3.07s

[130/343] Analyzing (a=21, b=34, c=11)...
  ✓ Samples: 3,154,480 | Chi-Sq Stat: 704.1541 | Chi-Sq p-value: 0.0 | MAD: 0.00154 | KS D-Max: 0.00693 | Dmix: 0.006927 | Digital Mix Speed: 4220.083 | Time: 3.05s

[131/343] Analyzing (a=21, b=34, c=12)...
  ✓ Samples: 3,126,628 | Chi-Sq Stat: 867.7226 | Chi-Sq p-value: 0.0 | MAD: 0.00173 | KS D-Max: 0.00781 | Dmix: 0.007805 | Digital Mix Speed: 3754.379 | Time: 3.11s

[132/343] Analyzing (a=21, b=34, c=13)...
  ✓ Samples: 3,154,430 | Chi-Sq Stat: 706.9426 | Chi-Sq p-value: 0.0 | MAD: 0.00154 | KS D-Max: 0.00692 | Dmix: 0.006924 | Digital Mix Speed: 4220.079 | Time: 3.22s

[133/343] Analyzing (a=21, b=34, c=14)...
  ✓ Samples: 3,132,488 | Chi-Sq Stat: 783.7990 | Chi-Sq p-value: 0.0 | MAD: 0.00167 | KS D-Max: 0.00753 | Dmix: 0.007526 | Digital Mix Speed: 3889.754 | Time: 3.07s

[134/343] Analyzing (a=21, b=35, c=8)...
  ✓ Samples: 3,114,568 | Chi-Sq Stat: 1713.1591 | Chi-Sq p-value: 0.0 | MAD: 0.00192 | KS D-Max: 0.00325 | Dmix: 0.008639 | Digital Mix Speed: 3381.978 | Time: 3.07s

[135/343] Analyzing (a=21, b=35, c=9)...
  ✓ Samples: 3,114,568 | Chi-Sq Stat: 1712.3966 | Chi-Sq p-value: 0.0 | MAD: 0.00192 | KS D-Max: 0.00325 | Dmix: 0.008640 | Digital Mix Speed: 3381.978 | Time: 3.07s

[136/343] Analyzing (a=21, b=35, c=10)...
  ✓ Samples: 3,114,568 | Chi-Sq Stat: 1713.9063 | Chi-Sq p-value: 0.0 | MAD: 0.00192 | KS D-Max: 0.00325 | Dmix: 0.008644 | Digital Mix Speed: 3381.978 | Time: 3.18s

[137/343] Analyzing (a=21, b=35, c=11)...
  ✓ Samples: 3,114,568 | Chi-Sq Stat: 1714.9817 | Chi-Sq p-value: 0.0 | MAD: 0.00192 | KS D-Max: 0.00325 | Dmix: 0.008644 | Digital Mix Speed: 3381.978 | Time: 3.01s

[138/343] Analyzing (a=21, b=35, c=12)...
  ✓ Samples: 3,114,568 | Chi-Sq Stat: 1713.6220 | Chi-Sq p-value: 0.0 | MAD: 0.00192 | KS D-Max: 0.00325 | Dmix: 0.008640 | Digital Mix Speed: 3381.978 | Time: 3.07s

[139/343] Analyzing (a=21, b=35, c=13)...
  ✓ Samples: 3,114,568 | Chi-Sq Stat: 1712.0597 | Chi-Sq p-value: 0.0 | MAD: 0.00192 | KS D-Max: 0.00325 | Dmix: 0.008635 | Digital Mix Speed: 3381.978 | Time: 3.05s

[140/343] Analyzing (a=21, b=35, c=14)...
  ✓ Samples: 3,276,103 | Chi-Sq Stat: 507.8547 | Chi-Sq p-value: 0.0 | MAD: 0.00101 | KS D-Max: 0.00351 | Dmix: 0.004547 | Digital Mix Speed: 6450.849 | Time: 3.15s

[141/343] Analyzing (a=21, b=36, c=8)...
  ✓ Samples: 3,084,072 | Chi-Sq Stat: 3186.7398 | Chi-Sq p-value: 0.0 | MAD: 0.00295 | KS D-Max: 0.00696 | Dmix: 0.013288 | Digital Mix Speed: 2199.703 | Time: 3.17s

[142/343] Analyzing (a=21, b=36, c=9)...
  ✓ Samples: 4,130,957 | Chi-Sq Stat: 670.6618 | Chi-Sq p-value: 0.0 | MAD: 0.00115 | KS D-Max: 0.00346 | Dmix: 0.005190 | Digital Mix Speed: 5753.088 | Time: 4.39s

[143/343] Analyzing (a=21, b=36, c=10)...
  ✓ Samples: 3,084,071 | Chi-Sq Stat: 3188.0448 | Chi-Sq p-value: 0.0 | MAD: 0.00295 | KS D-Max: 0.00696 | Dmix: 0.013289 | Digital Mix Speed: 2199.703 | Time: 2.90s

[144/343] Analyzing (a=21, b=36, c=11)...
  ✓ Samples: 3,084,071 | Chi-Sq Stat: 3190.6427 | Chi-Sq p-value: 0.0 | MAD: 0.00295 | KS D-Max: 0.00696 | Dmix: 0.013294 | Digital Mix Speed: 2199.703 | Time: 3.13s

[145/343] Analyzing (a=21, b=36, c=12)...
  ✓ Samples: 3,844,406 | Chi-Sq Stat: 772.5422 | Chi-Sq p-value: 0.0 | MAD: 0.00135 | KS D-Max: 0.00371 | Dmix: 0.006074 | Digital Mix Speed: 4877.651 | Time: 3.98s

[146/343] Analyzing (a=21, b=36, c=13)...
  ✓ Samples: 3,084,071 | Chi-Sq Stat: 3189.5923 | Chi-Sq p-value: 0.0 | MAD: 0.00295 | KS D-Max: 0.00696 | Dmix: 0.013291 | Digital Mix Speed: 2199.703 | Time: 2.95s

[147/343] Analyzing (a=21, b=36, c=14)...
  ✓ Samples: 3,084,071 | Chi-Sq Stat: 3188.8855 | Chi-Sq p-value: 0.0 | MAD: 0.00295 | KS D-Max: 0.00696 | Dmix: 0.013289 | Digital Mix Speed: 2199.703 | Time: 3.12s

[148/343] Analyzing (a=22, b=30, c=8)...
  ✓ Samples: 3,712,165 | Chi-Sq Stat: 7125.9435 | Chi-Sq p-value: 0.0 | MAD: 0.00453 | KS D-Max: 0.01171 | Dmix: 0.020393 | Digital Mix Speed: 1450.249 | Time: 3.78s

[149/343] Analyzing (a=22, b=30, c=9)...
  ✓ Samples: 3,225,915 | Chi-Sq Stat: 5355.3790 | Chi-Sq p-value: 0.0 | MAD: 0.00362 | KS D-Max: 0.01060 | Dmix: 0.016299 | Digital Mix Speed: 1797.970 | Time: 3.09s

[150/343] Analyzing (a=22, b=30, c=10)...
  ✓ Samples: 3,654,899 | Chi-Sq Stat: 11073.7948 | Chi-Sq p-value: 0.0 | MAD: 0.00565 | KS D-Max: 0.01450 | Dmix: 0.025423 | Digital Mix Speed: 1161.571 | Time: 3.82s

[151/343] Analyzing (a=22, b=30, c=11)...
  ✓ Samples: 3,225,915 | Chi-Sq Stat: 5352.5868 | Chi-Sq p-value: 0.0 | MAD: 0.00362 | KS D-Max: 0.01059 | Dmix: 0.016298 | Digital Mix Speed: 1797.970 | Time: 3.10s

[152/343] Analyzing (a=22, b=30, c=12)...
  ✓ Samples: 3,707,111 | Chi-Sq Stat: 7267.6062 | Chi-Sq p-value: 0.0 | MAD: 0.00458 | KS D-Max: 0.01189 | Dmix: 0.020603 | Digital Mix Speed: 1434.287 | Time: 3.90s

[153/343] Analyzing (a=22, b=30, c=13)...
  ✓ Samples: 3,225,915 | Chi-Sq Stat: 5354.4900 | Chi-Sq p-value: 0.0 | MAD: 0.00362 | KS D-Max: 0.01060 | Dmix: 0.016305 | Digital Mix Speed: 1797.970 | Time: 3.13s

[154/343] Analyzing (a=22, b=30, c=14)...
  ✓ Samples: 3,655,258 | Chi-Sq Stat: 11524.5620 | Chi-Sq p-value: 0.0 | MAD: 0.00581 | KS D-Max: 0.01483 | Dmix: 0.026139 | Digital Mix Speed: 1129.590 | Time: 3.68s

[155/343] Analyzing (a=22, b=31, c=8)...
  ✓ Samples: 3,238,780 | Chi-Sq Stat: 18695.2123 | Chi-Sq p-value: 0.0 | MAD: 0.00532 | KS D-Max: 0.01743 | Dmix: 0.023920 | Digital Mix Speed: 1223.756 | Time: 3.43s

[156/343] Analyzing (a=22, b=31, c=9)...
  ✓ Samples: 3,286,982 | Chi-Sq Stat: 11094.8385 | Chi-Sq p-value: 0.0 | MAD: 0.00544 | KS D-Max: 0.01659 | Dmix: 0.024483 | Digital Mix Speed: 1197.941 | Time: 3.33s

[157/343] Analyzing (a=22, b=31, c=10)...
  ✓ Samples: 3,238,800 | Chi-Sq Stat: 18649.0834 | Chi-Sq p-value: 0.0 | MAD: 0.00531 | KS D-Max: 0.01735 | Dmix: 0.023877 | Digital Mix Speed: 1226.061 | Time: 3.09s

[158/343] Analyzing (a=22, b=31, c=11)...
  ✓ Samples: 3,220,402 | Chi-Sq Stat: 27887.1154 | Chi-Sq p-value: 0.0 | MAD: 0.00715 | KS D-Max: 0.01931 | Dmix: 0.032181 | Digital Mix Speed: 910.197 | Time: 3.29s

[159/343] Analyzing (a=22, b=31, c=12)...
  ✓ Samples: 3,238,794 | Chi-Sq Stat: 18814.0360 | Chi-Sq p-value: 0.0 | MAD: 0.00534 | KS D-Max: 0.01752 | Dmix: 0.024015 | Digital Mix Speed: 1219.173 | Time: 3.18s

[160/343] Analyzing (a=22, b=31, c=13)...
  ✓ Samples: 3,287,108 | Chi-Sq Stat: 11394.6498 | Chi-Sq p-value: 0.0 | MAD: 0.00555 | KS D-Max: 0.01686 | Dmix: 0.024966 | Digital Mix Speed: 1174.201 | Time: 3.16s

[161/343] Analyzing (a=22, b=31, c=14)...
  ✓ Samples: 3,238,754 | Chi-Sq Stat: 18594.8494 | Chi-Sq p-value: 0.0 | MAD: 0.00530 | KS D-Max: 0.01734 | Dmix: 0.023839 | Digital Mix Speed: 1228.373 | Time: 3.33s

[162/343] Analyzing (a=22, b=32, c=8)...
  ✓ Samples: 3,194,449 | Chi-Sq Stat: 48477.6118 | Chi-Sq p-value: 0.0 | MAD: 0.01164 | KS D-Max: 0.02198 | Dmix: 0.052377 | Digital Mix Speed: 558.797 | Time: 3.10s

[163/343] Analyzing (a=22, b=32, c=9)...
  ✓ Samples: 3,180,639 | Chi-Sq Stat: 77587.9123 | Chi-Sq p-value: 0.0 | MAD: 0.01521 | KS D-Max: 0.02849 | Dmix: 0.068429 | Digital Mix Speed: 427.516 | Time: 3.06s

[164/343] Analyzing (a=22, b=32, c=10)...
  ✓ Samples: 3,194,460 | Chi-Sq Stat: 48499.1855 | Chi-Sq p-value: 0.0 | MAD: 0.01165 | KS D-Max: 0.02202 | Dmix: 0.052421 | Digital Mix Speed: 558.317 | Time: 3.12s

[165/343] Analyzing (a=22, b=32, c=11)...
  ✓ Samples: 3,180,639 | Chi-Sq Stat: 77592.2857 | Chi-Sq p-value: 0.0 | MAD: 0.01521 | KS D-Max: 0.02848 | Dmix: 0.068429 | Digital Mix Speed: 427.516 | Time: 3.19s

[166/343] Analyzing (a=22, b=32, c=12)...
  ✓ Samples: 3,194,455 | Chi-Sq Stat: 48239.8481 | Chi-Sq p-value: 0.0 | MAD: 0.01160 | KS D-Max: 0.02191 | Dmix: 0.052220 | Digital Mix Speed: 560.724 | Time: 3.12s

[167/343] Analyzing (a=22, b=32, c=13)...
  ✓ Samples: 3,180,639 | Chi-Sq Stat: 77584.2004 | Chi-Sq p-value: 0.0 | MAD: 0.01521 | KS D-Max: 0.02848 | Dmix: 0.068425 | Digital Mix Speed: 427.516 | Time: 3.08s

[168/343] Analyzing (a=22, b=32, c=14)...
  ✓ Samples: 3,194,469 | Chi-Sq Stat: 48438.5454 | Chi-Sq p-value: 0.0 | MAD: 0.01163 | KS D-Max: 0.02198 | Dmix: 0.052354 | Digital Mix Speed: 559.278 | Time: 3.31s

[169/343] Analyzing (a=22, b=33, c=8)...
  ✓ Samples: 3,137,635 | Chi-Sq Stat: 2820.3356 | Chi-Sq p-value: 0.0 | MAD: 0.00297 | KS D-Max: 0.00806 | Dmix: 0.013364 | Digital Mix Speed: 2187.408 | Time: 3.01s

[170/343] Analyzing (a=22, b=33, c=9)...
  ✓ Samples: 3,137,635 | Chi-Sq Stat: 2820.4413 | Chi-Sq p-value: 0.0 | MAD: 0.00297 | KS D-Max: 0.00806 | Dmix: 0.013362 | Digital Mix Speed: 2187.408 | Time: 3.09s

[171/343] Analyzing (a=22, b=33, c=10)...
  ✓ Samples: 3,137,635 | Chi-Sq Stat: 2818.5972 | Chi-Sq p-value: 0.0 | MAD: 0.00297 | KS D-Max: 0.00805 | Dmix: 0.013363 | Digital Mix Speed: 2187.408 | Time: 3.18s

[172/343] Analyzing (a=22, b=33, c=11)...
  ✓ Samples: 7,468,318 | Chi-Sq Stat: 290.1473 | Chi-Sq p-value: 0.0 | MAD: 0.00053 | KS D-Max: 0.00226 | Dmix: 0.002392 | Digital Mix Speed: 12968.345 | Time: 9.39s

[173/343] Analyzing (a=22, b=33, c=12)...
  ✓ Samples: 3,137,635 | Chi-Sq Stat: 2818.7879 | Chi-Sq p-value: 0.0 | MAD: 0.00297 | KS D-Max: 0.00806 | Dmix: 0.013358 | Digital Mix Speed: 2187.408 | Time: 3.09s

[174/343] Analyzing (a=22, b=33, c=13)...
  ✓ Samples: 3,137,634 | Chi-Sq Stat: 2817.7683 | Chi-Sq p-value: 0.0 | MAD: 0.00297 | KS D-Max: 0.00806 | Dmix: 0.013355 | Digital Mix Speed: 2187.408 | Time: 3.15s

[175/343] Analyzing (a=22, b=33, c=14)...
  ✓ Samples: 3,137,634 | Chi-Sq Stat: 2817.1608 | Chi-Sq p-value: 0.0 | MAD: 0.00297 | KS D-Max: 0.00805 | Dmix: 0.013358 | Digital Mix Speed: 2187.408 | Time: 3.08s

[176/343] Analyzing (a=22, b=34, c=8)...
  ✓ Samples: 3,712,836 | Chi-Sq Stat: 1257.9382 | Chi-Sq p-value: 0.0 | MAD: 0.00178 | KS D-Max: 0.00462 | Dmix: 0.007997 | Digital Mix Speed: 3690.846 | Time: 3.83s

[177/343] Analyzing (a=22, b=34, c=9)...
  ✓ Samples: 3,120,899 | Chi-Sq Stat: 892.5432 | Chi-Sq p-value: 0.0 | MAD: 0.00174 | KS D-Max: 0.00785 | Dmix: 0.007848 | Digital Mix Speed: 3732.345 | Time: 3.02s

[178/343] Analyzing (a=22, b=34, c=10)...
  ✓ Samples: 3,614,345 | Chi-Sq Stat: 1348.9284 | Chi-Sq p-value: 0.0 | MAD: 0.00187 | KS D-Max: 0.00473 | Dmix: 0.008396 | Digital Mix Speed: 3506.968 | Time: 3.76s

[179/343] Analyzing (a=22, b=34, c=11)...
  ✓ Samples: 3,120,897 | Chi-Sq Stat: 891.4146 | Chi-Sq p-value: 0.0 | MAD: 0.00174 | KS D-Max: 0.00785 | Dmix: 0.007848 | Digital Mix Speed: 3732.345 | Time: 3.06s

[180/343] Analyzing (a=22, b=34, c=12)...
  ✓ Samples: 3,702,771 | Chi-Sq Stat: 1211.4624 | Chi-Sq p-value: 0.0 | MAD: 0.00175 | KS D-Max: 0.00441 | Dmix: 0.007876 | Digital Mix Speed: 3753.444 | Time: 3.77s

[181/343] Analyzing (a=22, b=34, c=13)...
  ✓ Samples: 3,120,897 | Chi-Sq Stat: 891.5702 | Chi-Sq p-value: 0.0 | MAD: 0.00174 | KS D-Max: 0.00785 | Dmix: 0.007848 | Digital Mix Speed: 3732.345 | Time: 3.17s

[182/343] Analyzing (a=22, b=34, c=14)...
  ✓ Samples: 3,613,913 | Chi-Sq Stat: 1482.0108 | Chi-Sq p-value: 0.0 | MAD: 0.00196 | KS D-Max: 0.00483 | Dmix: 0.008813 | Digital Mix Speed: 3345.907 | Time: 3.67s

[183/343] Analyzing (a=22, b=35, c=8)...
  ✓ Samples: 3,180,855 | Chi-Sq Stat: 1036.6418 | Chi-Sq p-value: 0.0 | MAD: 0.00148 | KS D-Max: 0.00393 | Dmix: 0.006651 | Digital Mix Speed: 4393.611 | Time: 3.09s

[184/343] Analyzing (a=22, b=35, c=9)...
  ✓ Samples: 3,180,911 | Chi-Sq Stat: 1009.1218 | Chi-Sq p-value: 0.0 | MAD: 0.00146 | KS D-Max: 0.00386 | Dmix: 0.006574 | Digital Mix Speed: 4453.802 | Time: 3.26s

[185/343] Analyzing (a=22, b=35, c=10)...
  ✓ Samples: 3,180,786 | Chi-Sq Stat: 1039.2906 | Chi-Sq p-value: 0.0 | MAD: 0.00149 | KS D-Max: 0.00395 | Dmix: 0.006719 | Digital Mix Speed: 4364.117 | Time: 3.08s

[186/343] Analyzing (a=22, b=35, c=11)...
  ✓ Samples: 3,119,043 | Chi-Sq Stat: 1535.0473 | Chi-Sq p-value: 0.0 | MAD: 0.00181 | KS D-Max: 0.00334 | Dmix: 0.008125 | Digital Mix Speed: 3587.857 | Time: 3.05s

[187/343] Analyzing (a=22, b=35, c=12)...
  ✓ Samples: 3,180,871 | Chi-Sq Stat: 1026.7878 | Chi-Sq p-value: 0.0 | MAD: 0.00148 | KS D-Max: 0.00390 | Dmix: 0.006642 | Digital Mix Speed: 4393.612 | Time: 3.30s

[188/343] Analyzing (a=22, b=35, c=13)...
  ✓ Samples: 3,181,018 | Chi-Sq Stat: 1009.5283 | Chi-Sq p-value: 0.0 | MAD: 0.00146 | KS D-Max: 0.00384 | Dmix: 0.006574 | Digital Mix Speed: 4453.812 | Time: 3.07s

[189/343] Analyzing (a=22, b=35, c=14)...
  ✓ Samples: 3,180,717 | Chi-Sq Stat: 1016.7772 | Chi-Sq p-value: 0.0 | MAD: 0.00147 | KS D-Max: 0.00386 | Dmix: 0.006622 | Digital Mix Speed: 4423.486 | Time: 3.18s

[190/343] Analyzing (a=22, b=36, c=8)...
  ✓ Samples: 3,144,968 | Chi-Sq Stat: 2511.3189 | Chi-Sq p-value: 0.0 | MAD: 0.00242 | KS D-Max: 0.00627 | Dmix: 0.010868 | Digital Mix Speed: 2684.965 | Time: 3.17s

[191/343] Analyzing (a=22, b=36, c=9)...
  ✓ Samples: 3,083,767 | Chi-Sq Stat: 3264.8282 | Chi-Sq p-value: 0.0 | MAD: 0.00296 | KS D-Max: 0.00707 | Dmix: 0.013339 | Digital Mix Speed: 2192.257 | Time: 3.00s

[192/343] Analyzing (a=22, b=36, c=10)...
  ✓ Samples: 3,145,015 | Chi-Sq Stat: 2502.4839 | Chi-Sq p-value: 0.0 | MAD: 0.00241 | KS D-Max: 0.00628 | Dmix: 0.010829 | Digital Mix Speed: 2696.109 | Time: 3.15s

[193/343] Analyzing (a=22, b=36, c=11)...
  ✓ Samples: 3,083,766 | Chi-Sq Stat: 3266.2602 | Chi-Sq p-value: 0.0 | MAD: 0.00296 | KS D-Max: 0.00707 | Dmix: 0.013340 | Digital Mix Speed: 2192.257 | Time: 3.09s

[194/343] Analyzing (a=22, b=36, c=12)...
  ✓ Samples: 3,145,078 | Chi-Sq Stat: 2449.8556 | Chi-Sq p-value: 0.0 | MAD: 0.00239 | KS D-Max: 0.00623 | Dmix: 0.010770 | Digital Mix Speed: 2718.674 | Time: 3.27s

[195/343] Analyzing (a=22, b=36, c=13)...
  ✓ Samples: 3,083,766 | Chi-Sq Stat: 3265.7394 | Chi-Sq p-value: 0.0 | MAD: 0.00296 | KS D-Max: 0.00707 | Dmix: 0.013339 | Digital Mix Speed: 2192.257 | Time: 2.96s

[196/343] Analyzing (a=22, b=36, c=14)...
