Added 0 trivial states as holes

=== SWISS CHEESE CUBE SCAN ===
Cube center: (100, 31, 17)
  ✓ Samples: 3,186,130 | Chi-Sq Stat: 3551.7109 | Chi-Sq p-value: 0.0 | MAD: 0.00319 | KS D-Max: 0.00850 | Dmix: 0.014372 | Digital Mix Speed: 2038.641 | Time: 3.16s

[99/125] Analyzing (a=101, b=33, c=18)...
  ✓ Samples: 3,186,190 | Chi-Sq Stat: 3526.9158 | Chi-Sq p-value: 0.0 | MAD: 0.00318 | KS D-Max: 0.00846 | Dmix: 0.014326 | Digital Mix Speed: 2045.054 | Time: 3.23s

[100/125] Analyzing (a=101, b=33, c=19)...
  ✓ Samples: 3,186,156 | Chi-Sq Stat: 3538.0972 | Chi-Sq p-value: 0.0 | MAD: 0.00319 | KS D-Max: 0.00847 | Dmix: 0.014350 | Digital Mix Speed: 2038.642 | Time: 3.17s

[101/125] Analyzing (a=102, b=29, c=15)...
  ✓ Samples: 3,276,920 | Chi-Sq Stat: 2594.2552 | Chi-Sq p-value: 0.0 | MAD: 0.00220 | KS D-Max: 0.00644 | Dmix: 0.009902 | Digital Mix Speed: 2961.575 | Time: 3.21s

[102/125] Analyzing (a=102, b=29, c=16)...
  ✓ Samples: 3,277,067 | Chi-Sq Stat: 2593.9801 | Chi-Sq p-value: 0.0 | MAD: 0.00220 | KS D-Max: 0.00646 | Dmix: 0.009906 | Digital Mix Speed: 2961.584 | Time: 3.24s

[103/125] Analyzing (a=102, b=29, c=17)...
  ✓ Samples: 3,251,977 | Chi-Sq Stat: 2904.7672 | Chi-Sq p-value: 0.0 | MAD: 0.00240 | KS D-Max: 0.00646 | Dmix: 0.010793 | Digital Mix Speed: 2713.395 | Time: 3.26s

[104/125] Analyzing (a=102, b=29, c=18)...
  ✓ Samples: 3,277,054 | Chi-Sq Stat: 2588.4382 | Chi-Sq p-value: 0.0 | MAD: 0.00220 | KS D-Max: 0.00644 | Dmix: 0.009889 | Digital Mix Speed: 2961.583 | Time: 3.36s

[105/125] Analyzing (a=102, b=29, c=19)...
  ✓ Samples: 3,277,037 | Chi-Sq Stat: 2589.6576 | Chi-Sq p-value: 0.0 | MAD: 0.00220 | KS D-Max: 0.00644 | Dmix: 0.009896 | Digital Mix Speed: 2961.582 | Time: 3.24s

[106/125] Analyzing (a=102, b=30, c=15)...
  ✓ Samples: 3,219,015 | Chi-Sq Stat: 5850.5447 | Chi-Sq p-value: 0.0 | MAD: 0.00373 | KS D-Max: 0.01079 | Dmix: 0.016768 | Digital Mix Speed: 1744.698 | Time: 3.16s

[107/125] Analyzing (a=102, b=30, c=16)...
  ✓ Samples: 3,219,015 | Chi-Sq Stat: 5850.4117 | Chi-Sq p-value: 0.0 | MAD: 0.00373 | KS D-Max: 0.01079 | Dmix: 0.016764 | Digital Mix Speed: 1744.698 | Time: 3.23s

[108/125] Analyzing (a=102, b=30, c=17)...
  ✓ Samples: 3,219,015 | Chi-Sq Stat: 5849.0055 | Chi-Sq p-value: 0.0 | MAD: 0.00372 | KS D-Max: 0.01078 | Dmix: 0.016757 | Digital Mix Speed: 1749.388 | Time: 3.09s

[109/125] Analyzing (a=102, b=30, c=18)...
  ✓ Samples: 3,260,961 | Chi-Sq Stat: 5367.6582 | Chi-Sq p-value: 0.0 | MAD: 0.00333 | KS D-Max: 0.00992 | Dmix: 0.015002 | Digital Mix Speed: 1955.960 | Time: 3.32s

[110/125] Analyzing (a=102, b=30, c=19)...
  ✓ Samples: 3,219,015 | Chi-Sq Stat: 5849.9332 | Chi-Sq p-value: 0.0 | MAD: 0.00372 | KS D-Max: 0.01078 | Dmix: 0.016760 | Digital Mix Speed: 1749.388 | Time: 3.17s

[111/125] Analyzing (a=102, b=31, c=15)...
  ✓ Samples: 3,228,978 | Chi-Sq Stat: 34869.1671 | Chi-Sq p-value: 0.0 | MAD: 0.00865 | KS D-Max: 0.01999 | Dmix: 0.038929 | Digital Mix Speed: 752.493 | Time: 3.11s

[112/125] Analyzing (a=102, b=31, c=16)...
  ✓ Samples: 3,251,672 | Chi-Sq Stat: 33532.5527 | Chi-Sq p-value: 0.0 | MAD: 0.00846 | KS D-Max: 0.01940 | Dmix: 0.038065 | Digital Mix Speed: 769.753 | Time: 3.33s

[113/125] Analyzing (a=102, b=31, c=17)...
  ✓ Samples: 3,214,161 | Chi-Sq Stat: 35875.8272 | Chi-Sq p-value: 0.0 | MAD: 0.00875 | KS D-Max: 0.02044 | Dmix: 0.039359 | Digital Mix Speed: 743.665 | Time: 3.12s

[114/125] Analyzing (a=102, b=31, c=18)...
  ✓ Samples: 3,228,895 | Chi-Sq Stat: 34888.1743 | Chi-Sq p-value: 0.0 | MAD: 0.00865 | KS D-Max: 0.02000 | Dmix: 0.038928 | Digital Mix Speed: 752.492 | Time: 3.20s

[115/125] Analyzing (a=102, b=31, c=19)...
  ✓ Samples: 3,251,571 | Chi-Sq Stat: 33465.8300 | Chi-Sq p-value: 0.0 | MAD: 0.00845 | KS D-Max: 0.01942 | Dmix: 0.038034 | Digital Mix Speed: 770.662 | Time: 3.31s

[116/125] Analyzing (a=102, b=32, c=15)...
  ✓ Samples: 3,174,536 | Chi-Sq Stat: 89976.8351 | Chi-Sq p-value: 0.0 | MAD: 0.01652 | KS D-Max: 0.03105 | Dmix: 0.074322 | Digital Mix Speed: 393.564 | Time: 3.06s

[117/125] Analyzing (a=102, b=32, c=16)...
  ✓ Samples: 3,197,871 | Chi-Sq Stat: 90713.0949 | Chi-Sq p-value: 0.0 | MAD: 0.01654 | KS D-Max: 0.03143 | Dmix: 0.074427 | Digital Mix Speed: 393.281 | Time: 3.17s

[118/125] Analyzing (a=102, b=32, c=17)...
  ✓ Samples: 3,174,535 | Chi-Sq Stat: 89973.0304 | Chi-Sq p-value: 0.0 | MAD: 0.01652 | KS D-Max: 0.03105 | Dmix: 0.074321 | Digital Mix Speed: 393.564 | Time: 3.14s

[119/125] Analyzing (a=102, b=32, c=18)...
  ✓ Samples: 3,197,854 | Chi-Sq Stat: 90731.4401 | Chi-Sq p-value: 0.0 | MAD: 0.01654 | KS D-Max: 0.03142 | Dmix: 0.074435 | Digital Mix Speed: 393.280 | Time: 3.19s

[120/125] Analyzing (a=102, b=32, c=19)...
  ✓ Samples: 3,174,535 | Chi-Sq Stat: 89972.5849 | Chi-Sq p-value: 0.0 | MAD: 0.01652 | KS D-Max: 0.03105 | Dmix: 0.074321 | Digital Mix Speed: 393.564 | Time: 3.12s

[121/125] Analyzing (a=102, b=33, c=15)...
  ✓ Samples: 3,139,431 | Chi-Sq Stat: 3228.3269 | Chi-Sq p-value: 0.0 | MAD: 0.00312 | KS D-Max: 0.00835 | Dmix: 0.014025 | Digital Mix Speed: 2082.324 | Time: 3.09s

[122/125] Analyzing (a=102, b=33, c=16)...
  ✓ Samples: 3,131,164 | Chi-Sq Stat: 3154.0529 | Chi-Sq p-value: 0.0 | MAD: 0.00310 | KS D-Max: 0.00830 | Dmix: 0.013949 | Digital Mix Speed: 2095.389 | Time: 3.21s

[123/125] Analyzing (a=102, b=33, c=17)...
  ✓ Samples: 3,131,164 | Chi-Sq Stat: 3154.3519 | Chi-Sq p-value: 0.0 | MAD: 0.00310 | KS D-Max: 0.00830 | Dmix: 0.013948 | Digital Mix Speed: 2095.389 | Time: 2.99s

[124/125] Analyzing (a=102, b=33, c=18)...
  ✓ Samples: 3,139,432 | Chi-Sq Stat: 3228.5174 | Chi-Sq p-value: 0.0 | MAD: 0.00312 | KS D-Max: 0.00835 | Dmix: 0.014035 | Digital Mix Speed: 2082.324 | Time: 3.27s

[125/125] Analyzing (a=102, b=33, c=19)...
  ✓ Samples: 3,131,162 | Chi-Sq Stat: 3152.4834 | Chi-Sq p-value: 0.0 | MAD: 0.00310 | KS D-Max: 0.00829 | Dmix: 0.013945 | Digital Mix Speed: 2095.389 | Time: 3.05s

==================================================
Scan complete! Scanned: 125, Skipped: 0
Results saved to swiss_cheese_results.json

================================================================================
               TOP 5: BEST BENFORD'S LAW CONFORMITY (Lowest MAD)                
================================================================================
Rank  (a, b, c)           MAD         Dmix        Mix Speed      Samples   
--------------------------------------------------------------------------------
1     (101, 29, 15)       0.002020    0.009103    3227.47        3,307,347 
2     (101, 29, 16)       0.002020    0.009082    3227.46        3,307,331 
3     (101, 29, 17)       0.002020    0.009110    3227.46        3,307,330 
4     (101, 29, 19)       0.002020    0.009104    3227.46        3,307,307 
5     (101, 29, 18)       0.002030    0.009131    3211.56        3,307,298 

================================================================================
                      TOP 5: FASTEST DIGITAL MIXING SPEED                       
================================================================================
Rank  (a, b, c)           MAD         Dmix        Mix Speed      Samples   
--------------------------------------------------------------------------------
1     (101, 29, 15)       0.002020    0.009103    3227.47        3,307,347 
2     (101, 29, 16)       0.002020    0.009082    3227.46        3,307,331 
3     (101, 29, 17)       0.002020    0.009110    3227.46        3,307,330 
4     (101, 29, 19)       0.002020    0.009104    3227.46        3,307,307 
5     (101, 29, 18)       0.002030    0.009131    3211.56        3,307,298 
