Added 0 trivial states as holes

=== SWISS CHEESE CUBE SCAN ===
Cube center: (18, 14, 15)
  ✓ Samples: 3,919,719 | Chi-Sq Stat: 796.5597 | Chi-Sq p-value: 0.0 | MAD: 0.00138 | KS D-Max: 0.00423 | Dmix: 0.006195 | Digital Mix Speed: 4777.721 | Time: 4.10s

[98/1331] Analyzing (a=13, b=17, c=19)...
  ✓ Samples: 3,919,925 | Chi-Sq Stat: 804.8246 | Chi-Sq p-value: 0.0 | MAD: 0.00138 | KS D-Max: 0.00424 | Dmix: 0.006218 | Digital Mix Speed: 4777.738 | Time: 3.93s

[99/1331] Analyzing (a=13, b=17, c=20)...
  ✓ Samples: 3,919,912 | Chi-Sq Stat: 802.7430 | Chi-Sq p-value: 0.0 | MAD: 0.00138 | KS D-Max: 0.00421 | Dmix: 0.006190 | Digital Mix Speed: 4777.736 | Time: 3.99s

[100/1331] Analyzing (a=13, b=18, c=10)...
  ✓ Samples: 3,813,421 | Chi-Sq Stat: 2685.4821 | Chi-Sq p-value: 0.0 | MAD: 0.00252 | KS D-Max: 0.00692 | Dmix: 0.011330 | Digital Mix Speed: 2611.633 | Time: 3.84s

[101/1331] Analyzing (a=13, b=18, c=11)...
  ✓ Samples: 3,813,440 | Chi-Sq Stat: 2674.6289 | Chi-Sq p-value: 0.0 | MAD: 0.00251 | KS D-Max: 0.00690 | Dmix: 0.011310 | Digital Mix Speed: 2622.039 | Time: 3.86s

[102/1331] Analyzing (a=13, b=18, c=12)...
  ✓ Samples: 3,813,451 | Chi-Sq Stat: 2677.6097 | Chi-Sq p-value: 0.0 | MAD: 0.00252 | KS D-Max: 0.00691 | Dmix: 0.011324 | Digital Mix Speed: 2611.634 | Time: 3.97s

[103/1331] Analyzing (a=13, b=18, c=13)...
  ✓ Samples: 3,783,294 | Chi-Sq Stat: 3957.4676 | Chi-Sq p-value: 0.0 | MAD: 0.00308 | KS D-Max: 0.00749 | Dmix: 0.013865 | Digital Mix Speed: 2135.672 | Time: 3.69s

[104/1331] Analyzing (a=13, b=18, c=14)...
  ✓ Samples: 3,813,391 | Chi-Sq Stat: 2702.8140 | Chi-Sq p-value: 0.0 | MAD: 0.00253 | KS D-Max: 0.00696 | Dmix: 0.011378 | Digital Mix Speed: 2601.309 | Time: 4.02s

[105/1331] Analyzing (a=13, b=18, c=15)...
  ✓ Samples: 3,813,353 | Chi-Sq Stat: 2680.0134 | Chi-Sq p-value: 0.0 | MAD: 0.00251 | KS D-Max: 0.00690 | Dmix: 0.011312 | Digital Mix Speed: 2622.035 | Time: 3.95s

[106/1331] Analyzing (a=13, b=18, c=16)...
  ✓ Samples: 3,813,405 | Chi-Sq Stat: 2666.8546 | Chi-Sq p-value: 0.0 | MAD: 0.00251 | KS D-Max: 0.00689 | Dmix: 0.011291 | Digital Mix Speed: 2622.037 | Time: 3.78s

[107/1331] Analyzing (a=13, b=18, c=17)...
  ✓ Samples: 3,813,403 | Chi-Sq Stat: 2683.1259 | Chi-Sq p-value: 0.0 | MAD: 0.00251 | KS D-Max: 0.00692 | Dmix: 0.011316 | Digital Mix Speed: 2622.037 | Time: 3.94s

[108/1331] Analyzing (a=13, b=18, c=18)...
  ✓ Samples: 3,813,430 | Chi-Sq Stat: 2691.4596 | Chi-Sq p-value: 0.0 | MAD: 0.00252 | KS D-Max: 0.00695 | Dmix: 0.011325 | Digital Mix Speed: 2611.633 | Time: 3.82s

[109/1331] Analyzing (a=13, b=18, c=19)...
  ✓ Samples: 3,813,100 | Chi-Sq Stat: 2693.1850 | Chi-Sq p-value: 0.0 | MAD: 0.00252 | KS D-Max: 0.00693 | Dmix: 0.011336 | Digital Mix Speed: 2611.618 | Time: 3.98s

[110/1331] Analyzing (a=13, b=18, c=20)...
  ✓ Samples: 3,813,445 | Chi-Sq Stat: 2673.2505 | Chi-Sq p-value: 0.0 | MAD: 0.00251 | KS D-Max: 0.00692 | Dmix: 0.011303 | Digital Mix Speed: 2622.039 | Time: 3.78s

[111/1331] Analyzing (a=13, b=19, c=10)...
  ✓ Samples: 4,173,053 | Chi-Sq Stat: 862.8876 | Chi-Sq p-value: 0.0 | MAD: 0.00114 | KS D-Max: 0.00512 | Dmix: 0.005120 | Digital Mix Speed: 5807.416 | Time: 4.34s

[112/1331] Analyzing (a=13, b=19, c=11)...
  ✓ Samples: 4,173,104 | Chi-Sq Stat: 865.5693 | Chi-Sq p-value: 0.0 | MAD: 0.00113 | KS D-Max: 0.00509 | Dmix: 0.005090 | Digital Mix Speed: 5858.813 | Time: 4.45s

[113/1331] Analyzing (a=13, b=19, c=12)...
  ✓ Samples: 4,171,997 | Chi-Sq Stat: 846.3466 | Chi-Sq p-value: 0.0 | MAD: 0.00114 | KS D-Max: 0.00512 | Dmix: 0.005119 | Digital Mix Speed: 5807.319 | Time: 4.36s

[114/1331] Analyzing (a=13, b=19, c=13)...
  ✓ Samples: 3,725,817 | Chi-Sq Stat: 1090.1455 | Chi-Sq p-value: 0.0 | MAD: 0.00174 | KS D-Max: 0.00783 | Dmix: 0.007834 | Digital Mix Speed: 3776.564 | Time: 3.82s

[115/1331] Analyzing (a=13, b=19, c=14)...
  ✓ Samples: 4,173,110 | Chi-Sq Stat: 884.7732 | Chi-Sq p-value: 0.0 | MAD: 0.00115 | KS D-Max: 0.00516 | Dmix: 0.005164 | Digital Mix Speed: 5756.922 | Time: 4.25s

[116/1331] Analyzing (a=13, b=19, c=15)...
  ✓ Samples: 4,172,634 | Chi-Sq Stat: 868.1343 | Chi-Sq p-value: 0.0 | MAD: 0.00113 | KS D-Max: 0.00510 | Dmix: 0.005103 | Digital Mix Speed: 5858.770 | Time: 4.61s

[117/1331] Analyzing (a=13, b=19, c=16)...
  ✓ Samples: 4,172,490 | Chi-Sq Stat: 872.1918 | Chi-Sq p-value: 0.0 | MAD: 0.00112 | KS D-Max: 0.00504 | Dmix: 0.005042 | Digital Mix Speed: 5911.067 | Time: 4.32s

[118/1331] Analyzing (a=13, b=19, c=17)...
  ✓ Samples: 4,172,091 | Chi-Sq Stat: 872.1896 | Chi-Sq p-value: 0.0 | MAD: 0.00115 | KS D-Max: 0.00516 | Dmix: 0.005164 | Digital Mix Speed: 5756.829 | Time: 4.38s

[119/1331] Analyzing (a=13, b=19, c=18)...
  ✓ Samples: 4,172,321 | Chi-Sq Stat: 912.7845 | Chi-Sq p-value: 0.0 | MAD: 0.00115 | KS D-Max: 0.00515 | Dmix: 0.005154 | Digital Mix Speed: 5756.850 | Time: 4.39s

[120/1331] Analyzing (a=13, b=19, c=19)...
  ✓ Samples: 4,173,023 | Chi-Sq Stat: 922.1268 | Chi-Sq p-value: 0.0 | MAD: 0.00115 | KS D-Max: 0.00515 | Dmix: 0.005155 | Digital Mix Speed: 5756.914 | Time: 4.30s

[121/1331] Analyzing (a=13, b=19, c=20)...
  ✓ Samples: 4,172,905 | Chi-Sq Stat: 859.1387 | Chi-Sq p-value: 0.0 | MAD: 0.00116 | KS D-Max: 0.00524 | Dmix: 0.005241 | Digital Mix Speed: 5707.275 | Time: 4.41s

[122/1331] Analyzing (a=14, b=9, c=10)...
  ✓ Samples: 4,955,134 | Chi-Sq Stat: 10286.4607 | Chi-Sq p-value: 0.0 | MAD: 0.00452 | KS D-Max: 0.01888 | Dmix: 0.020360 | Digital Mix Speed: 1481.207 | Time: 5.22s

[123/1331] Analyzing (a=14, b=9, c=11)...
  ✓ Samples: 5,010,443 | Chi-Sq Stat: 8290.9920 | Chi-Sq p-value: 0.0 | MAD: 0.00404 | KS D-Max: 0.01670 | Dmix: 0.018184 | Digital Mix Speed: 1658.385 | Time: 5.49s

[124/1331] Analyzing (a=14, b=9, c=12)...
  ✓ Samples: 4,955,461 | Chi-Sq Stat: 10281.4259 | Chi-Sq p-value: 0.0 | MAD: 0.00452 | KS D-Max: 0.01888 | Dmix: 0.020352 | Digital Mix Speed: 1481.213 | Time: 5.27s

[125/1331] Analyzing (a=14, b=9, c=13)...
  ✓ Samples: 5,010,705 | Chi-Sq Stat: 8308.3963 | Chi-Sq p-value: 0.0 | MAD: 0.00404 | KS D-Max: 0.01671 | Dmix: 0.018191 | Digital Mix Speed: 1658.391 | Time: 5.51s

[126/1331] Analyzing (a=14, b=9, c=14)...
  ✓ Samples: 4,933,556 | Chi-Sq Stat: 12878.5568 | Chi-Sq p-value: 0.0 | MAD: 0.00505 | KS D-Max: 0.02118 | Dmix: 0.022706 | Digital Mix Speed: 1325.378 | Time: 5.31s

[127/1331] Analyzing (a=14, b=9, c=15)...
  ✓ Samples: 5,010,081 | Chi-Sq Stat: 8327.1312 | Chi-Sq p-value: 0.0 | MAD: 0.00405 | KS D-Max: 0.01672 | Dmix: 0.018220 | Digital Mix Speed: 1654.283 | Time: 5.32s

[128/1331] Analyzing (a=14, b=9, c=16)...
  ✓ Samples: 4,955,139 | Chi-Sq Stat: 10296.5193 | Chi-Sq p-value: 0.0 | MAD: 0.00453 | KS D-Max: 0.01890 | Dmix: 0.020379 | Digital Mix Speed: 1477.937 | Time: 5.37s

[129/1331] Analyzing (a=14, b=9, c=17)...
  ✓ Samples: 5,010,447 | Chi-Sq Stat: 8274.6910 | Chi-Sq p-value: 0.0 | MAD: 0.00403 | KS D-Max: 0.01664 | Dmix: 0.018130 | Digital Mix Speed: 1662.500 | Time: 5.35s

[130/1331] Analyzing (a=14, b=9, c=18)...
  ✓ Samples: 4,955,448 | Chi-Sq Stat: 10295.0216 | Chi-Sq p-value: 0.0 | MAD: 0.00453 | KS D-Max: 0.01892 | Dmix: 0.020381 | Digital Mix Speed: 1477.943 | Time: 5.29s

[131/1331] Analyzing (a=14, b=9, c=19)...
  ✓ Samples: 5,010,554 | Chi-Sq Stat: 8303.9793 | Chi-Sq p-value: 0.0 | MAD: 0.00405 | KS D-Max: 0.01672 | Dmix: 0.018213 | Digital Mix Speed: 1654.293 | Time: 5.28s

[132/1331] Analyzing (a=14, b=9, c=20)...
  ✓ Samples: 4,955,169 | Chi-Sq Stat: 10268.9019 | Chi-Sq p-value: 0.0 | MAD: 0.00452 | KS D-Max: 0.01887 | Dmix: 0.020345 | Digital Mix Speed: 1481.208 | Time: 5.38s

[133/1331] Analyzing (a=14, b=10, c=10)...
  ✓ Samples: 5,354,809 | Chi-Sq Stat: 77381.0974 | Chi-Sq p-value: 0.0 | MAD: 0.01119 | KS D-Max: 0.04959 | Dmix: 0.050372 | Digital Mix Speed: 601.318 | Time: 5.85s

[134/1331] Analyzing (a=14, b=10, c=11)...
  ✓ Samples: 4,726,566 | Chi-Sq Stat: 1688062.2065 | Chi-Sq p-value: 0.0 | MAD: 0.05733 | KS D-Max: 0.25800 | Dmix: 0.257996 | Digital Mix Speed: 116.423 | Time: 5.04s

[135/1331] Analyzing (a=14, b=10, c=12)...
  ✓ Samples: 5,380,891 | Chi-Sq Stat: 80209.1333 | Chi-Sq p-value: 0.0 | MAD: 0.01147 | KS D-Max: 0.04977 | Dmix: 0.051595 | Digital Mix Speed: 586.823 | Time: 5.97s

[136/1331] Analyzing (a=14, b=10, c=13)...
  ✓ Samples: 4,726,566 | Chi-Sq Stat: 1688062.2065 | Chi-Sq p-value: 0.0 | MAD: 0.05733 | KS D-Max: 0.25800 | Dmix: 0.257996 | Digital Mix Speed: 116.423 | Time: 4.94s

[137/1331] Analyzing (a=14, b=10, c=14)...
  ✓ Samples: 4,735,767 | Chi-Sq Stat: 1491073.2658 | Chi-Sq p-value: 0.0 | MAD: 0.05448 | KS D-Max: 0.24517 | Dmix: 0.245172 | Digital Mix Speed: 122.529 | Time: 5.11s

[138/1331] Analyzing (a=14, b=10, c=15)...
  ✓ Samples: 4,726,566 | Chi-Sq Stat: 1688062.2065 | Chi-Sq p-value: 0.0 | MAD: 0.05733 | KS D-Max: 0.25800 | Dmix: 0.257996 | Digital Mix Speed: 116.423 | Time: 4.85s

[139/1331] Analyzing (a=14, b=10, c=16)...
  ✓ Samples: 5,382,380 | Chi-Sq Stat: 77838.5750 | Chi-Sq p-value: 0.0 | MAD: 0.01101 | KS D-Max: 0.04951 | Dmix: 0.049532 | Digital Mix Speed: 611.351 | Time: 5.97s

[140/1331] Analyzing (a=14, b=10, c=17)...
  ✓ Samples: 4,726,566 | Chi-Sq Stat: 1688062.2065 | Chi-Sq p-value: 0.0 | MAD: 0.05733 | KS D-Max: 0.25800 | Dmix: 0.257996 | Digital Mix Speed: 116.423 | Time: 4.95s

[141/1331] Analyzing (a=14, b=10, c=18)...
  ✓ Samples: 5,355,796 | Chi-Sq Stat: 84720.4816 | Chi-Sq p-value: 0.0 | MAD: 0.01178 | KS D-Max: 0.05147 | Dmix: 0.053023 | Digital Mix Speed: 571.207 | Time: 5.84s

[142/1331] Analyzing (a=14, b=10, c=19)...
  ✓ Samples: 4,726,558 | Chi-Sq Stat: 1688505.8393 | Chi-Sq p-value: 0.0 | MAD: 0.05734 | KS D-Max: 0.25805 | Dmix: 0.258049 | Digital Mix Speed: 116.403 | Time: 4.88s

[143/1331] Analyzing (a=14, b=10, c=20)...
  ✓ Samples: 5,379,650 | Chi-Sq Stat: 76900.9332 | Chi-Sq p-value: 0.0 | MAD: 0.01128 | KS D-Max: 0.04946 | Dmix: 0.050772 | Digital Mix Speed: 596.698 | Time: 5.93s

[144/1331] Analyzing (a=14, b=11, c=10)...
  ✓ Samples: 4,552,621 | Chi-Sq Stat: 4744.0291 | Chi-Sq p-value: 0.0 | MAD: 0.00314 | KS D-Max: 0.01058 | Dmix: 0.014150 | Digital Mix Speed: 2120.465 | Time: 4.68s

[145/1331] Analyzing (a=14, b=11, c=11)...
  ✓ Samples: 4,603,403 | Chi-Sq Stat: 5587.3691 | Chi-Sq p-value: 0.0 | MAD: 0.00336 | KS D-Max: 0.00766 | Dmix: 0.015099 | Digital Mix Speed: 1983.059 | Time: 4.84s

[146/1331] Analyzing (a=14, b=11, c=12)...
  ✓ Samples: 4,552,382 | Chi-Sq Stat: 4757.7598 | Chi-Sq p-value: 0.0 | MAD: 0.00315 | KS D-Max: 0.01056 | Dmix: 0.014170 | Digital Mix Speed: 2113.727 | Time: 4.64s

[147/1331] Analyzing (a=14, b=11, c=13)...
  ✓ Samples: 4,603,298 | Chi-Sq Stat: 5573.1361 | Chi-Sq p-value: 0.0 | MAD: 0.00335 | KS D-Max: 0.00763 | Dmix: 0.015053 | Digital Mix Speed: 1988.976 | Time: 4.92s

[148/1331] Analyzing (a=14, b=11, c=14)...
  ✓ Samples: 4,532,074 | Chi-Sq Stat: 5834.6749 | Chi-Sq p-value: 0.0 | MAD: 0.00342 | KS D-Max: 0.01277 | Dmix: 0.015406 | Digital Mix Speed: 1946.286 | Time: 4.65s

[149/1331] Analyzing (a=14, b=11, c=15)...
  ✓ Samples: 4,602,808 | Chi-Sq Stat: 5573.5443 | Chi-Sq p-value: 0.0 | MAD: 0.00333 | KS D-Max: 0.00752 | Dmix: 0.015007 | Digital Mix Speed: 2000.908 | Time: 4.87s

[150/1331] Analyzing (a=14, b=11, c=16)...
  ✓ Samples: 4,552,486 | Chi-Sq Stat: 4761.3199 | Chi-Sq p-value: 0.0 | MAD: 0.00315 | KS D-Max: 0.01059 | Dmix: 0.014179 | Digital Mix Speed: 2113.730 | Time: 4.70s

[151/1331] Analyzing (a=14, b=11, c=17)...
  ✓ Samples: 4,603,402 | Chi-Sq Stat: 5583.7155 | Chi-Sq p-value: 0.0 | MAD: 0.00335 | KS D-Max: 0.00762 | Dmix: 0.015074 | Digital Mix Speed: 1988.979 | Time: 4.87s

[152/1331] Analyzing (a=14, b=11, c=18)...
  ✓ Samples: 4,552,394 | Chi-Sq Stat: 4752.4254 | Chi-Sq p-value: 0.0 | MAD: 0.00315 | KS D-Max: 0.01059 | Dmix: 0.014167 | Digital Mix Speed: 2113.727 | Time: 4.76s

[153/1331] Analyzing (a=14, b=11, c=19)...
  ✓ Samples: 4,603,312 | Chi-Sq Stat: 5625.5932 | Chi-Sq p-value: 0.0 | MAD: 0.00336 | KS D-Max: 0.00759 | Dmix: 0.015099 | Digital Mix Speed: 1983.057 | Time: 4.91s

[154/1331] Analyzing (a=14, b=11, c=20)...
  ✓ Samples: 4,552,368 | Chi-Sq Stat: 4759.4205 | Chi-Sq p-value: 0.0 | MAD: 0.00315 | KS D-Max: 0.01057 | Dmix: 0.014171 | Digital Mix Speed: 2113.726 | Time: 4.73s

[155/1331] Analyzing (a=14, b=12, c=10)...
  ✓ Samples: 4,953,968 | Chi-Sq Stat: 6511.4210 | Chi-Sq p-value: 0.0 | MAD: 0.00335 | KS D-Max: 0.01133 | Dmix: 0.015054 | Digital Mix Speed: 1998.493 | Time: 5.33s

[156/1331] Analyzing (a=14, b=12, c=11)...
  ✓ Samples: 4,367,340 | Chi-Sq Stat: 8777.4169 | Chi-Sq p-value: 0.0 | MAD: 0.00415 | KS D-Max: 0.01365 | Dmix: 0.018683 | Digital Mix Speed: 1600.052 | Time: 4.40s

[157/1331] Analyzing (a=14, b=12, c=12)...
  ✓ Samples: 4,991,997 | Chi-Sq Stat: 8639.2933 | Chi-Sq p-value: 0.0 | MAD: 0.00391 | KS D-Max: 0.01268 | Dmix: 0.017614 | Digital Mix Speed: 1713.114 | Time: 5.40s

[158/1331] Analyzing (a=14, b=12, c=13)...
  ✓ Samples: 4,367,337 | Chi-Sq Stat: 8774.8372 | Chi-Sq p-value: 0.0 | MAD: 0.00415 | KS D-Max: 0.01365 | Dmix: 0.018678 | Digital Mix Speed: 1600.052 | Time: 4.45s

[159/1331] Analyzing (a=14, b=12, c=14)...
  ✓ Samples: 4,376,920 | Chi-Sq Stat: 8848.4473 | Chi-Sq p-value: 0.0 | MAD: 0.00409 | KS D-Max: 0.01441 | Dmix: 0.018397 | Digital Mix Speed: 1623.758 | Time: 4.60s

[160/1331] Analyzing (a=14, b=12, c=15)...
  ✓ Samples: 4,367,333 | Chi-Sq Stat: 8778.6442 | Chi-Sq p-value: 0.0 | MAD: 0.00415 | KS D-Max: 0.01365 | Dmix: 0.018679 | Digital Mix Speed: 1600.052 | Time: 4.41s

[161/1331] Analyzing (a=14, b=12, c=16)...
  ✓ Samples: 4,994,861 | Chi-Sq Stat: 8807.4565 | Chi-Sq p-value: 0.0 | MAD: 0.00388 | KS D-Max: 0.01298 | Dmix: 0.017444 | Digital Mix Speed: 1726.424 | Time: 5.64s

[162/1331] Analyzing (a=14, b=12, c=17)...
  ✓ Samples: 4,367,330 | Chi-Sq Stat: 8785.9303 | Chi-Sq p-value: 0.0 | MAD: 0.00415 | KS D-Max: 0.01366 | Dmix: 0.018686 | Digital Mix Speed: 1600.052 | Time: 4.57s

[163/1331] Analyzing (a=14, b=12, c=18)...
  ✓ Samples: 4,955,745 | Chi-Sq Stat: 6674.6719 | Chi-Sq p-value: 0.0 | MAD: 0.00338 | KS D-Max: 0.01143 | Dmix: 0.015222 | Digital Mix Speed: 1980.801 | Time: 5.47s

[164/1331] Analyzing (a=14, b=12, c=19)...
  ✓ Samples: 4,367,330 | Chi-Sq Stat: 8784.9385 | Chi-Sq p-value: 0.0 | MAD: 0.00415 | KS D-Max: 0.01366 | Dmix: 0.018684 | Digital Mix Speed: 1600.052 | Time: 4.57s

[165/1331] Analyzing (a=14, b=12, c=20)...
  ✓ Samples: 4,989,106 | Chi-Sq Stat: 8253.6249 | Chi-Sq p-value: 0.0 | MAD: 0.00380 | KS D-Max: 0.01234 | Dmix: 0.017121 | Digital Mix Speed: 1762.638 | Time: 5.38s

[166/1331] Analyzing (a=14, b=13, c=10)...
  ✓ Samples: 4,247,025 | Chi-Sq Stat: 2045.3865 | Chi-Sq p-value: 0.0 | MAD: 0.00198 | KS D-Max: 0.00486 | Dmix: 0.008892 | Digital Mix Speed: 3347.518 | Time: 4.33s

[167/1331] Analyzing (a=14, b=13, c=11)...
  ✓ Samples: 4,247,027 | Chi-Sq Stat: 2037.7355 | Chi-Sq p-value: 0.0 | MAD: 0.00197 | KS D-Max: 0.00486 | Dmix: 0.008882 | Digital Mix Speed: 3364.510 | Time: 4.45s

[168/1331] Analyzing (a=14, b=13, c=12)...
  ✓ Samples: 4,247,033 | Chi-Sq Stat: 2029.6129 | Chi-Sq p-value: 0.0 | MAD: 0.00197 | KS D-Max: 0.00487 | Dmix: 0.008878 | Digital Mix Speed: 3364.510 | Time: 4.26s

[169/1331] Analyzing (a=14, b=13, c=13)...
  ✓ Samples: 4,246,589 | Chi-Sq Stat: 2034.3885 | Chi-Sq p-value: 0.0 | MAD: 0.00197 | KS D-Max: 0.00487 | Dmix: 0.008875 | Digital Mix Speed: 3364.487 | Time: 4.35s

[170/1331] Analyzing (a=14, b=13, c=14)...
  ✓ Samples: 4,238,347 | Chi-Sq Stat: 2095.6214 | Chi-Sq p-value: 0.0 | MAD: 0.00198 | KS D-Max: 0.00526 | Dmix: 0.008931 | Digital Mix Speed: 3347.069 | Time: 4.42s

[171/1331] Analyzing (a=14, b=13, c=15)...
  ✓ Samples: 4,247,029 | Chi-Sq Stat: 2032.7486 | Chi-Sq p-value: 0.0 | MAD: 0.00197 | KS D-Max: 0.00485 | Dmix: 0.008881 | Digital Mix Speed: 3364.510 | Time: 4.36s

[172/1331] Analyzing (a=14, b=13, c=16)...
  ✓ Samples: 4,247,030 | Chi-Sq Stat: 2033.6464 | Chi-Sq p-value: 0.0 | MAD: 0.00197 | KS D-Max: 0.00487 | Dmix: 0.008887 | Digital Mix Speed: 3364.510 | Time: 4.45s

[173/1331] Analyzing (a=14, b=13, c=17)...
  ✓ Samples: 4,247,029 | Chi-Sq Stat: 2035.7524 | Chi-Sq p-value: 0.0 | MAD: 0.00197 | KS D-Max: 0.00487 | Dmix: 0.008874 | Digital Mix Speed: 3364.510 | Time: 4.24s

[174/1331] Analyzing (a=14, b=13, c=18)...
  ✓ Samples: 4,247,030 | Chi-Sq Stat: 2037.7327 | Chi-Sq p-value: 0.0 | MAD: 0.00197 | KS D-Max: 0.00487 | Dmix: 0.008876 | Digital Mix Speed: 3364.510 | Time: 4.41s

[175/1331] Analyzing (a=14, b=13, c=19)...
  ✓ Samples: 4,247,029 | Chi-Sq Stat: 2041.0084 | Chi-Sq p-value: 0.0 | MAD: 0.00197 | KS D-Max: 0.00486 | Dmix: 0.008883 | Digital Mix Speed: 3364.510 | Time: 4.41s

[176/1331] Analyzing (a=14, b=13, c=20)...
  ✓ Samples: 4,247,031 | Chi-Sq Stat: 2040.0186 | Chi-Sq p-value: 0.0 | MAD: 0.00197 | KS D-Max: 0.00486 | Dmix: 0.008880 | Digital Mix Speed: 3364.510 | Time: 4.55s

[177/1331] Analyzing (a=14, b=14, c=10)...
  ✓ Samples: 4,130,530 | Chi-Sq Stat: 14.7968 | Chi-Sq p-value: 0.06322 | MAD: 0.00016 | KS D-Max: 0.00070 | Dmix: 0.000699 | Digital Mix Speed: 41350.036 | Time: 4.16s

[178/1331] Analyzing (a=14, b=14, c=11)...
  ✓ Samples: 4,130,530 | Chi-Sq Stat: 14.8149 | Chi-Sq p-value: 0.06285 | MAD: 0.00016 | KS D-Max: 0.00070 | Dmix: 0.000698 | Digital Mix Speed: 41350.036 | Time: 4.20s

[179/1331] Analyzing (a=14, b=14, c=12)...
  ✓ Samples: 4,130,527 | Chi-Sq Stat: 14.7060 | Chi-Sq p-value: 0.06512 | MAD: 0.00015 | KS D-Max: 0.00070 | Dmix: 0.000697 | Digital Mix Speed: 44106.703 | Time: 4.29s

[180/1331] Analyzing (a=14, b=14, c=13)...
  ✓ Samples: 4,130,526 | Chi-Sq Stat: 14.7858 | Chi-Sq p-value: 0.06345 | MAD: 0.00015 | KS D-Max: 0.00069 | Dmix: 0.000693 | Digital Mix Speed: 44106.702 | Time: 4.21s

[181/1331] Analyzing (a=14, b=14, c=14)...
  ✓ Samples: 3,354,105 | Chi-Sq Stat: 176418.5621 | Chi-Sq p-value: 0.0 | MAD: 0.02177 | KS D-Max: 0.09481 | Dmix: 0.097985 | Digital Mix Speed: 299.751 | Time: 3.28s

[182/1331] Analyzing (a=14, b=14, c=15)...
  ✓ Samples: 4,130,526 | Chi-Sq Stat: 15.0586 | Chi-Sq p-value: 0.05802 | MAD: 0.00015 | KS D-Max: 0.00069 | Dmix: 0.000695 | Digital Mix Speed: 44106.702 | Time: 4.19s

[183/1331] Analyzing (a=14, b=14, c=16)...
  ✓ Samples: 4,130,522 | Chi-Sq Stat: 14.8249 | Chi-Sq p-value: 0.06264 | MAD: 0.00015 | KS D-Max: 0.00069 | Dmix: 0.000690 | Digital Mix Speed: 44106.700 | Time: 4.17s

[184/1331] Analyzing (a=14, b=14, c=17)...
  ✓ Samples: 4,130,522 | Chi-Sq Stat: 14.9593 | Chi-Sq p-value: 0.05994 | MAD: 0.00015 | KS D-Max: 0.00069 | Dmix: 0.000691 | Digital Mix Speed: 44106.700 | Time: 4.17s

[185/1331] Analyzing (a=14, b=14, c=18)...
  ✓ Samples: 4,130,520 | Chi-Sq Stat: 15.1660 | Chi-Sq p-value: 0.056 | MAD: 0.00015 | KS D-Max: 0.00069 | Dmix: 0.000696 | Digital Mix Speed: 44106.698 | Time: 4.24s

[186/1331] Analyzing (a=14, b=14, c=19)...
  ✓ Samples: 4,130,520 | Chi-Sq Stat: 15.3102 | Chi-Sq p-value: 0.05339 | MAD: 0.00016 | KS D-Max: 0.00070 | Dmix: 0.000700 | Digital Mix Speed: 41350.030 | Time: 4.35s

[187/1331] Analyzing (a=14, b=14, c=20)...
  ✓ Samples: 4,130,520 | Chi-Sq Stat: 15.4431 | Chi-Sq p-value: 0.05108 | MAD: 0.00016 | KS D-Max: 0.00070 | Dmix: 0.000702 | Digital Mix Speed: 41350.030 | Time: 4.26s

[188/1331] Analyzing (a=14, b=15, c=10)...
  ✓ Samples: 4,120,939 | Chi-Sq Stat: 455.8600 | Chi-Sq p-value: 0.0 | MAD: 0.00101 | KS D-Max: 0.00433 | Dmix: 0.004556 | Digital Mix Speed: 6549.501 | Time: 4.28s

[189/1331] Analyzing (a=14, b=15, c=11)...
  ✓ Samples: 4,693,487 | Chi-Sq Stat: 1334.4368 | Chi-Sq p-value: 0.0 | MAD: 0.00166 | KS D-Max: 0.00746 | Dmix: 0.007463 | Digital Mix Speed: 4018.973 | Time: 4.98s

[190/1331] Analyzing (a=14, b=15, c=12)...
  ✓ Samples: 4,121,038 | Chi-Sq Stat: 437.2581 | Chi-Sq p-value: 0.0 | MAD: 0.00099 | KS D-Max: 0.00430 | Dmix: 0.004461 | Digital Mix Speed: 6681.825 | Time: 4.43s

[191/1331] Analyzing (a=14, b=15, c=13)...
  ✓ Samples: 4,692,277 | Chi-Sq Stat: 1299.2017 | Chi-Sq p-value: 0.0 | MAD: 0.00163 | KS D-Max: 0.00734 | Dmix: 0.007341 | Digital Mix Speed: 4092.873 | Time: 5.02s

[192/1331] Analyzing (a=14, b=15, c=14)...
  ✓ Samples: 4,029,611 | Chi-Sq Stat: 423.1145 | Chi-Sq p-value: 0.0 | MAD: 0.00098 | KS D-Max: 0.00353 | Dmix: 0.004426 | Digital Mix Speed: 6740.064 | Time: 4.30s

[193/1331] Analyzing (a=14, b=15, c=15)...
  ✓ Samples: 4,692,531 | Chi-Sq Stat: 1295.0478 | Chi-Sq p-value: 0.0 | MAD: 0.00161 | KS D-Max: 0.00725 | Dmix: 0.007246 | Digital Mix Speed: 4143.731 | Time: 5.02s

[194/1331] Analyzing (a=14, b=15, c=16)...
