Added 0 trivial states as holes

=== SWISS CHEESE CUBE SCAN ===
Cube center: (18, 14, 9)
  ✓ Samples: 3,870,776 | Chi-Sq Stat: 1486.3215 | Chi-Sq p-value: 0.0 | MAD: 0.00196 | KS D-Max: 0.00494 | Dmix: 0.008817 | Digital Mix Speed: 3361.121 | Time: 3.90s

[99/343] Analyzing (a=17, b=11, c=6)...
  ✓ Samples: 5,134,396 | Chi-Sq Stat: 20080.5015 | Chi-Sq p-value: 0.0 | MAD: 0.00638 | KS D-Max: 0.01727 | Dmix: 0.028695 | Digital Mix Speed: 1051.801 | Time: 5.64s

[100/343] Analyzing (a=17, b=11, c=7)...
  ✓ Samples: 5,135,007 | Chi-Sq Stat: 19247.0901 | Chi-Sq p-value: 0.0 | MAD: 0.00624 | KS D-Max: 0.01671 | Dmix: 0.028097 | Digital Mix Speed: 1075.407 | Time: 5.50s

[101/343] Analyzing (a=17, b=11, c=8)...
  ✓ Samples: 5,134,522 | Chi-Sq Stat: 19547.0358 | Chi-Sq p-value: 0.0 | MAD: 0.00629 | KS D-Max: 0.01698 | Dmix: 0.028310 | Digital Mix Speed: 1066.852 | Time: 5.56s

[102/343] Analyzing (a=17, b=11, c=9)...
  ✓ Samples: 5,133,840 | Chi-Sq Stat: 19432.9092 | Chi-Sq p-value: 0.0 | MAD: 0.00626 | KS D-Max: 0.01693 | Dmix: 0.028190 | Digital Mix Speed: 1071.956 | Time: 5.47s

[103/343] Analyzing (a=17, b=11, c=10)...
  ✓ Samples: 5,133,533 | Chi-Sq Stat: 18519.7082 | Chi-Sq p-value: 0.0 | MAD: 0.00610 | KS D-Max: 0.01614 | Dmix: 0.027454 | Digital Mix Speed: 1100.068 | Time: 5.68s

[104/343] Analyzing (a=17, b=11, c=11)...
  ✓ Samples: 5,135,385 | Chi-Sq Stat: 19114.4088 | Chi-Sq p-value: 0.0 | MAD: 0.00623 | KS D-Max: 0.01667 | Dmix: 0.028028 | Digital Mix Speed: 1077.139 | Time: 5.57s

[105/343] Analyzing (a=17, b=11, c=12)...
  ✓ Samples: 5,134,459 | Chi-Sq Stat: 18608.7756 | Chi-Sq p-value: 0.0 | MAD: 0.00615 | KS D-Max: 0.01638 | Dmix: 0.027694 | Digital Mix Speed: 1091.137 | Time: 5.74s

[106/343] Analyzing (a=17, b=12, c=6)...
  ✓ Samples: 4,935,717 | Chi-Sq Stat: 3055.9007 | Chi-Sq p-value: 0.0 | MAD: 0.00221 | KS D-Max: 0.00778 | Dmix: 0.009923 | Digital Mix Speed: 3028.665 | Time: 5.33s

[107/343] Analyzing (a=17, b=12, c=7)...
  ✓ Samples: 4,938,090 | Chi-Sq Stat: 2822.1362 | Chi-Sq p-value: 0.0 | MAD: 0.00215 | KS D-Max: 0.00731 | Dmix: 0.009697 | Digital Mix Speed: 3113.283 | Time: 5.27s

[108/343] Analyzing (a=17, b=12, c=8)...
  ✓ Samples: 4,937,365 | Chi-Sq Stat: 3137.3631 | Chi-Sq p-value: 0.0 | MAD: 0.00226 | KS D-Max: 0.00784 | Dmix: 0.010161 | Digital Mix Speed: 2961.724 | Time: 5.35s

[109/343] Analyzing (a=17, b=12, c=9)...
  ✓ Samples: 4,936,007 | Chi-Sq Stat: 3086.8272 | Chi-Sq p-value: 0.0 | MAD: 0.00230 | KS D-Max: 0.00765 | Dmix: 0.010346 | Digital Mix Speed: 2910.163 | Time: 5.24s

[110/343] Analyzing (a=17, b=12, c=10)...
  ✓ Samples: 4,935,024 | Chi-Sq Stat: 3124.7274 | Chi-Sq p-value: 0.0 | MAD: 0.00225 | KS D-Max: 0.00781 | Dmix: 0.010121 | Digital Mix Speed: 2974.795 | Time: 5.37s

[111/343] Analyzing (a=17, b=12, c=11)...
  ✓ Samples: 4,936,719 | Chi-Sq Stat: 3089.0816 | Chi-Sq p-value: 0.0 | MAD: 0.00222 | KS D-Max: 0.00787 | Dmix: 0.009980 | Digital Mix Speed: 3015.062 | Time: 5.39s

[112/343] Analyzing (a=17, b=12, c=12)...
  ✓ Samples: 4,937,047 | Chi-Sq Stat: 3048.0594 | Chi-Sq p-value: 0.0 | MAD: 0.00221 | KS D-Max: 0.00779 | Dmix: 0.009950 | Digital Mix Speed: 3028.718 | Time: 5.37s

[113/343] Analyzing (a=17, b=13, c=6)...
  ✓ Samples: 4,262,263 | Chi-Sq Stat: 2289.0105 | Chi-Sq p-value: 0.0 | MAD: 0.00218 | KS D-Max: 0.00500 | Dmix: 0.009795 | Digital Mix Speed: 3041.119 | Time: 4.44s

[114/343] Analyzing (a=17, b=13, c=7)...
  ✓ Samples: 4,262,270 | Chi-Sq Stat: 2293.6337 | Chi-Sq p-value: 0.0 | MAD: 0.00218 | KS D-Max: 0.00502 | Dmix: 0.009814 | Digital Mix Speed: 3041.120 | Time: 4.54s

[115/343] Analyzing (a=17, b=13, c=8)...
  ✓ Samples: 4,262,095 | Chi-Sq Stat: 2282.7556 | Chi-Sq p-value: 0.0 | MAD: 0.00218 | KS D-Max: 0.00501 | Dmix: 0.009795 | Digital Mix Speed: 3041.112 | Time: 4.37s

[116/343] Analyzing (a=17, b=13, c=9)...
  ✓ Samples: 4,262,193 | Chi-Sq Stat: 2285.6470 | Chi-Sq p-value: 0.0 | MAD: 0.00218 | KS D-Max: 0.00499 | Dmix: 0.009793 | Digital Mix Speed: 3041.116 | Time: 4.63s

[117/343] Analyzing (a=17, b=13, c=10)...
  ✓ Samples: 4,262,275 | Chi-Sq Stat: 2283.9989 | Chi-Sq p-value: 0.0 | MAD: 0.00217 | KS D-Max: 0.00498 | Dmix: 0.009773 | Digital Mix Speed: 3055.134 | Time: 4.48s

[118/343] Analyzing (a=17, b=13, c=11)...
  ✓ Samples: 4,262,257 | Chi-Sq Stat: 2283.4912 | Chi-Sq p-value: 0.0 | MAD: 0.00218 | KS D-Max: 0.00500 | Dmix: 0.009796 | Digital Mix Speed: 3041.119 | Time: 4.36s

[119/343] Analyzing (a=17, b=13, c=12)...
  ✓ Samples: 4,261,952 | Chi-Sq Stat: 2278.6906 | Chi-Sq p-value: 0.0 | MAD: 0.00218 | KS D-Max: 0.00499 | Dmix: 0.009801 | Digital Mix Speed: 3041.105 | Time: 4.57s

[120/343] Analyzing (a=17, b=14, c=6)...
  ✓ Samples: 4,621,649 | Chi-Sq Stat: 2103.5498 | Chi-Sq p-value: 0.0 | MAD: 0.00196 | KS D-Max: 0.00657 | Dmix: 0.008837 | Digital Mix Speed: 3400.407 | Time: 4.89s

[121/343] Analyzing (a=17, b=14, c=7)...
  ✓ Samples: 4,621,304 | Chi-Sq Stat: 1975.1140 | Chi-Sq p-value: 0.0 | MAD: 0.00192 | KS D-Max: 0.00646 | Dmix: 0.008630 | Digital Mix Speed: 3471.232 | Time: 4.99s

[122/343] Analyzing (a=17, b=14, c=8)...
  ✓ Samples: 4,621,667 | Chi-Sq Stat: 2045.6470 | Chi-Sq p-value: 0.0 | MAD: 0.00190 | KS D-Max: 0.00659 | Dmix: 0.008559 | Digital Mix Speed: 3507.789 | Time: 4.98s

[123/343] Analyzing (a=17, b=14, c=9)...
  ✓ Samples: 4,621,657 | Chi-Sq Stat: 2062.0026 | Chi-Sq p-value: 0.0 | MAD: 0.00196 | KS D-Max: 0.00666 | Dmix: 0.008840 | Digital Mix Speed: 3400.407 | Time: 5.10s

[124/343] Analyzing (a=17, b=14, c=10)...
  ✓ Samples: 4,621,778 | Chi-Sq Stat: 2068.5227 | Chi-Sq p-value: 0.0 | MAD: 0.00194 | KS D-Max: 0.00648 | Dmix: 0.008738 | Digital Mix Speed: 3435.469 | Time: 5.03s

[125/343] Analyzing (a=17, b=14, c=11)...
  ✓ Samples: 4,621,540 | Chi-Sq Stat: 2065.7480 | Chi-Sq p-value: 0.0 | MAD: 0.00197 | KS D-Max: 0.00669 | Dmix: 0.008865 | Digital Mix Speed: 3383.140 | Time: 5.08s

[126/343] Analyzing (a=17, b=14, c=12)...
  ✓ Samples: 4,621,888 | Chi-Sq Stat: 2125.5769 | Chi-Sq p-value: 0.0 | MAD: 0.00197 | KS D-Max: 0.00665 | Dmix: 0.008849 | Digital Mix Speed: 3383.157 | Time: 4.94s

[127/343] Analyzing (a=17, b=15, c=6)...
  ✓ Samples: 4,110,922 | Chi-Sq Stat: 347.2270 | Chi-Sq p-value: 0.0 | MAD: 0.00081 | KS D-Max: 0.00279 | Dmix: 0.003629 | Digital Mix Speed: 8165.357 | Time: 4.27s

[128/343] Analyzing (a=17, b=15, c=7)...
  ✓ Samples: 4,111,237 | Chi-Sq Stat: 333.8174 | Chi-Sq p-value: 0.0 | MAD: 0.00079 | KS D-Max: 0.00279 | Dmix: 0.003550 | Digital Mix Speed: 8372.117 | Time: 4.15s

[129/343] Analyzing (a=17, b=15, c=8)...
  ✓ Samples: 4,110,600 | Chi-Sq Stat: 340.5335 | Chi-Sq p-value: 0.0 | MAD: 0.00080 | KS D-Max: 0.00277 | Dmix: 0.003588 | Digital Mix Speed: 8267.382 | Time: 4.42s

[130/343] Analyzing (a=17, b=15, c=9)...
  ✓ Samples: 4,111,192 | Chi-Sq Stat: 345.0761 | Chi-Sq p-value: 0.0 | MAD: 0.00081 | KS D-Max: 0.00283 | Dmix: 0.003630 | Digital Mix Speed: 8165.392 | Time: 4.18s

[131/343] Analyzing (a=17, b=15, c=10)...
  ✓ Samples: 4,110,981 | Chi-Sq Stat: 352.6841 | Chi-Sq p-value: 0.0 | MAD: 0.00081 | KS D-Max: 0.00281 | Dmix: 0.003644 | Digital Mix Speed: 8165.365 | Time: 4.44s

[132/343] Analyzing (a=17, b=15, c=11)...
  ✓ Samples: 4,111,446 | Chi-Sq Stat: 327.8704 | Chi-Sq p-value: 0.0 | MAD: 0.00078 | KS D-Max: 0.00275 | Dmix: 0.003530 | Digital Mix Speed: 8479.480 | Time: 4.36s

[133/343] Analyzing (a=17, b=15, c=12)...
  ✓ Samples: 4,110,581 | Chi-Sq Stat: 336.0204 | Chi-Sq p-value: 0.0 | MAD: 0.00080 | KS D-Max: 0.00277 | Dmix: 0.003578 | Digital Mix Speed: 8267.379 | Time: 4.44s

[134/343] Analyzing (a=17, b=16, c=6)...
  ✓ Samples: 3,937,776 | Chi-Sq Stat: 864.6504 | Chi-Sq p-value: 0.0 | MAD: 0.00133 | KS D-Max: 0.00177 | Dmix: 0.005966 | Digital Mix Speed: 4958.835 | Time: 3.96s

[135/343] Analyzing (a=17, b=16, c=7)...
  ✓ Samples: 3,937,777 | Chi-Sq Stat: 862.1065 | Chi-Sq p-value: 0.0 | MAD: 0.00132 | KS D-Max: 0.00176 | Dmix: 0.005952 | Digital Mix Speed: 4996.402 | Time: 4.09s

[136/343] Analyzing (a=17, b=16, c=8)...
  ✓ Samples: 3,937,656 | Chi-Sq Stat: 863.5763 | Chi-Sq p-value: 0.0 | MAD: 0.00132 | KS D-Max: 0.00175 | Dmix: 0.005949 | Digital Mix Speed: 4996.392 | Time: 4.17s

[137/343] Analyzing (a=17, b=16, c=9)...
  ✓ Samples: 3,937,776 | Chi-Sq Stat: 871.1312 | Chi-Sq p-value: 0.0 | MAD: 0.00133 | KS D-Max: 0.00175 | Dmix: 0.005968 | Digital Mix Speed: 4958.835 | Time: 4.00s

[138/343] Analyzing (a=17, b=16, c=10)...
  ✓ Samples: 3,937,776 | Chi-Sq Stat: 861.6056 | Chi-Sq p-value: 0.0 | MAD: 0.00132 | KS D-Max: 0.00175 | Dmix: 0.005941 | Digital Mix Speed: 4996.402 | Time: 4.06s

[139/343] Analyzing (a=17, b=16, c=11)...
  ✓ Samples: 3,937,776 | Chi-Sq Stat: 866.8305 | Chi-Sq p-value: 0.0 | MAD: 0.00133 | KS D-Max: 0.00175 | Dmix: 0.005964 | Digital Mix Speed: 4958.835 | Time: 4.04s

[140/343] Analyzing (a=17, b=16, c=12)...
  ✓ Samples: 3,937,775 | Chi-Sq Stat: 855.9673 | Chi-Sq p-value: 0.0 | MAD: 0.00132 | KS D-Max: 0.00175 | Dmix: 0.005933 | Digital Mix Speed: 4996.402 | Time: 4.04s

[141/343] Analyzing (a=17, b=17, c=6)...
  ✓ Samples: 3,843,883 | Chi-Sq Stat: 1651.8555 | Chi-Sq p-value: 0.0 | MAD: 0.00201 | KS D-Max: 0.00496 | Dmix: 0.009024 | Digital Mix Speed: 3276.005 | Time: 4.04s

[142/343] Analyzing (a=17, b=17, c=7)...
  ✓ Samples: 3,843,883 | Chi-Sq Stat: 1650.1424 | Chi-Sq p-value: 0.0 | MAD: 0.00200 | KS D-Max: 0.00496 | Dmix: 0.009022 | Digital Mix Speed: 3292.385 | Time: 3.83s

[143/343] Analyzing (a=17, b=17, c=8)...
  ✓ Samples: 3,843,883 | Chi-Sq Stat: 1651.2669 | Chi-Sq p-value: 0.0 | MAD: 0.00200 | KS D-Max: 0.00496 | Dmix: 0.009021 | Digital Mix Speed: 3292.385 | Time: 4.12s

[144/343] Analyzing (a=17, b=17, c=9)...
  ✓ Samples: 3,843,883 | Chi-Sq Stat: 1651.2752 | Chi-Sq p-value: 0.0 | MAD: 0.00201 | KS D-Max: 0.00496 | Dmix: 0.009025 | Digital Mix Speed: 3276.005 | Time: 3.91s

[145/343] Analyzing (a=17, b=17, c=10)...
  ✓ Samples: 3,843,881 | Chi-Sq Stat: 1654.4845 | Chi-Sq p-value: 0.0 | MAD: 0.00201 | KS D-Max: 0.00496 | Dmix: 0.009029 | Digital Mix Speed: 3276.005 | Time: 3.92s

[146/343] Analyzing (a=17, b=17, c=11)...
  ✓ Samples: 3,843,881 | Chi-Sq Stat: 1657.8453 | Chi-Sq p-value: 0.0 | MAD: 0.00201 | KS D-Max: 0.00496 | Dmix: 0.009028 | Digital Mix Speed: 3276.005 | Time: 3.93s

[147/343] Analyzing (a=17, b=17, c=12)...
  ✓ Samples: 3,843,881 | Chi-Sq Stat: 1658.5836 | Chi-Sq p-value: 0.0 | MAD: 0.00201 | KS D-Max: 0.00496 | Dmix: 0.009026 | Digital Mix Speed: 3276.005 | Time: 3.84s

[148/343] Analyzing (a=18, b=11, c=6)...
  ✓ Samples: 4,536,203 | Chi-Sq Stat: 4911.9138 | Chi-Sq p-value: 0.0 | MAD: 0.00318 | KS D-Max: 0.01151 | Dmix: 0.014291 | Digital Mix Speed: 2093.300 | Time: 4.76s

[149/343] Analyzing (a=18, b=11, c=7)...
  ✓ Samples: 4,579,260 | Chi-Sq Stat: 2971.5327 | Chi-Sq p-value: 0.0 | MAD: 0.00241 | KS D-Max: 0.00574 | Dmix: 0.010850 | Digital Mix Speed: 2763.815 | Time: 4.78s

[150/343] Analyzing (a=18, b=11, c=8)...
  ✓ Samples: 4,579,240 | Chi-Sq Stat: 2971.7958 | Chi-Sq p-value: 0.0 | MAD: 0.00241 | KS D-Max: 0.00569 | Dmix: 0.010834 | Digital Mix Speed: 2763.815 | Time: 4.89s

[151/343] Analyzing (a=18, b=11, c=9)...
  ✓ Samples: 4,536,198 | Chi-Sq Stat: 4918.8330 | Chi-Sq p-value: 0.0 | MAD: 0.00318 | KS D-Max: 0.01152 | Dmix: 0.014302 | Digital Mix Speed: 2093.299 | Time: 4.69s

[152/343] Analyzing (a=18, b=11, c=10)...
  ✓ Samples: 4,579,243 | Chi-Sq Stat: 2976.5050 | Chi-Sq p-value: 0.0 | MAD: 0.00241 | KS D-Max: 0.00571 | Dmix: 0.010856 | Digital Mix Speed: 2763.815 | Time: 4.85s

[153/343] Analyzing (a=18, b=11, c=11)...
  ✓ Samples: 4,579,346 | Chi-Sq Stat: 3006.5306 | Chi-Sq p-value: 0.0 | MAD: 0.00242 | KS D-Max: 0.00573 | Dmix: 0.010904 | Digital Mix Speed: 2752.398 | Time: 4.66s

[154/343] Analyzing (a=18, b=11, c=12)...
  ✓ Samples: 4,536,192 | Chi-Sq Stat: 4917.9015 | Chi-Sq p-value: 0.0 | MAD: 0.00318 | KS D-Max: 0.01151 | Dmix: 0.014299 | Digital Mix Speed: 2093.299 | Time: 4.79s

[155/343] Analyzing (a=18, b=12, c=6)...
  ✓ Samples: 4,430,755 | Chi-Sq Stat: 5982.3914 | Chi-Sq p-value: 0.0 | MAD: 0.00332 | KS D-Max: 0.01493 | Dmix: 0.014933 | Digital Mix Speed: 2001.951 | Time: 4.65s

[156/343] Analyzing (a=18, b=12, c=7)...
  ✓ Samples: 4,364,632 | Chi-Sq Stat: 8326.7032 | Chi-Sq p-value: 0.0 | MAD: 0.00402 | KS D-Max: 0.01331 | Dmix: 0.018101 | Digital Mix Speed: 1651.728 | Time: 4.69s

[157/343] Analyzing (a=18, b=12, c=8)...
  ✓ Samples: 4,364,632 | Chi-Sq Stat: 8328.8267 | Chi-Sq p-value: 0.0 | MAD: 0.00402 | KS D-Max: 0.01331 | Dmix: 0.018106 | Digital Mix Speed: 1651.728 | Time: 4.53s

[158/343] Analyzing (a=18, b=12, c=9)...
  ✓ Samples: 4,364,632 | Chi-Sq Stat: 8323.8075 | Chi-Sq p-value: 0.0 | MAD: 0.00402 | KS D-Max: 0.01331 | Dmix: 0.018104 | Digital Mix Speed: 1651.728 | Time: 4.70s

[159/343] Analyzing (a=18, b=12, c=10)...
  ✓ Samples: 4,364,632 | Chi-Sq Stat: 8324.0017 | Chi-Sq p-value: 0.0 | MAD: 0.00402 | KS D-Max: 0.01331 | Dmix: 0.018106 | Digital Mix Speed: 1651.728 | Time: 4.58s

[160/343] Analyzing (a=18, b=12, c=11)...
  ✓ Samples: 4,364,632 | Chi-Sq Stat: 8324.1961 | Chi-Sq p-value: 0.0 | MAD: 0.00402 | KS D-Max: 0.01331 | Dmix: 0.018106 | Digital Mix Speed: 1651.728 | Time: 4.55s

[161/343] Analyzing (a=18, b=12, c=12)...
  ✓ Samples: 4,438,948 | Chi-Sq Stat: 5275.6603 | Chi-Sq p-value: 0.0 | MAD: 0.00306 | KS D-Max: 0.01376 | Dmix: 0.013762 | Digital Mix Speed: 2172.314 | Time: 4.65s

[162/343] Analyzing (a=18, b=13, c=6)...
  ✓ Samples: 4,250,688 | Chi-Sq Stat: 1987.7345 | Chi-Sq p-value: 0.0 | MAD: 0.00200 | KS D-Max: 0.00458 | Dmix: 0.008996 | Digital Mix Speed: 3314.230 | Time: 4.42s

[163/343] Analyzing (a=18, b=13, c=7)...
  ✓ Samples: 4,831,044 | Chi-Sq Stat: 1408.0806 | Chi-Sq p-value: 0.0 | MAD: 0.00145 | KS D-Max: 0.00655 | Dmix: 0.006546 | Digital Mix Speed: 4609.683 | Time: 5.38s

[164/343] Analyzing (a=18, b=13, c=8)...
  ✓ Samples: 4,340,678 | Chi-Sq Stat: 2446.9139 | Chi-Sq p-value: 0.0 | MAD: 0.00230 | KS D-Max: 0.00540 | Dmix: 0.010366 | Digital Mix Speed: 2885.895 | Time: 4.52s

[165/343] Analyzing (a=18, b=13, c=9)...
  ✓ Samples: 4,242,425 | Chi-Sq Stat: 1961.4414 | Chi-Sq p-value: 0.0 | MAD: 0.00195 | KS D-Max: 0.00490 | Dmix: 0.008794 | Digital Mix Speed: 3398.776 | Time: 4.59s

[166/343] Analyzing (a=18, b=13, c=10)...
  ✓ Samples: 4,340,467 | Chi-Sq Stat: 2439.0635 | Chi-Sq p-value: 0.0 | MAD: 0.00230 | KS D-Max: 0.00543 | Dmix: 0.010371 | Digital Mix Speed: 2885.885 | Time: 4.58s

[167/343] Analyzing (a=18, b=13, c=11)...
  ✓ Samples: 4,830,881 | Chi-Sq Stat: 1371.0241 | Chi-Sq p-value: 0.0 | MAD: 0.00144 | KS D-Max: 0.00650 | Dmix: 0.006501 | Digital Mix Speed: 4641.685 | Time: 5.26s

[168/343] Analyzing (a=18, b=13, c=12)...
  ✓ Samples: 4,250,539 | Chi-Sq Stat: 1983.1648 | Chi-Sq p-value: 0.0 | MAD: 0.00200 | KS D-Max: 0.00458 | Dmix: 0.008997 | Digital Mix Speed: 3314.222 | Time: 4.49s

[169/343] Analyzing (a=18, b=14, c=6)...
  ✓ Samples: 4,150,978 | Chi-Sq Stat: 73.3544 | Chi-Sq p-value: 0.0 | MAD: 0.00035 | KS D-Max: 0.00157 | Dmix: 0.001572 | Digital Mix Speed: 18909.001 | Time: 4.38s

[170/343] Analyzing (a=18, b=14, c=7)...
  ✓ Samples: 4,127,217 | Chi-Sq Stat: 12.6248 | Chi-Sq p-value: 0.12543 | MAD: 0.00013 | KS D-Max: 0.00036 | Dmix: 0.000594 | Digital Mix Speed: 50889.672 | Time: 4.12s

[171/343] Analyzing (a=18, b=14, c=8)...
  ✓ Samples: 4,335,723 | Chi-Sq Stat: 857.1953 | Chi-Sq p-value: 0.0 | MAD: 0.00135 | KS D-Max: 0.00345 | Dmix: 0.006068 | Digital Mix Speed: 4916.342 | Time: 4.60s

[172/343] Analyzing (a=18, b=14, c=9)...
  ✓ Samples: 4,127,217 | Chi-Sq Stat: 12.3071 | Chi-Sq p-value: 0.13802 | MAD: 0.00013 | KS D-Max: 0.00035 | Dmix: 0.000577 | Digital Mix Speed: 50889.672 | Time: 4.23s

[173/343] Analyzing (a=18, b=14, c=10)...
  ✓ Samples: 4,335,116 | Chi-Sq Stat: 807.5618 | Chi-Sq p-value: 0.0 | MAD: 0.00132 | KS D-Max: 0.00345 | Dmix: 0.005931 | Digital Mix Speed: 5028.031 | Time: 4.59s

[174/343] Analyzing (a=18, b=14, c=11)...
  ✓ Samples: 4,127,217 | Chi-Sq Stat: 12.2054 | Chi-Sq p-value: 0.14227 | MAD: 0.00013 | KS D-Max: 0.00035 | Dmix: 0.000581 | Digital Mix Speed: 50889.672 | Time: 4.22s

[175/343] Analyzing (a=18, b=14, c=12)...
  ✓ Samples: 4,150,592 | Chi-Sq Stat: 66.8514 | Chi-Sq p-value: 0.0 | MAD: 0.00034 | KS D-Max: 0.00153 | Dmix: 0.001526 | Digital Mix Speed: 19465.030 | Time: 4.18s

[176/343] Analyzing (a=18, b=15, c=6)...
  ✓ Samples: 4,049,454 | Chi-Sq Stat: 399.7661 | Chi-Sq p-value: 0.0 | MAD: 0.00096 | KS D-Max: 0.00383 | Dmix: 0.004321 | Digital Mix Speed: 6882.705 | Time: 4.35s

[177/343] Analyzing (a=18, b=15, c=7)...
  ✓ Samples: 4,026,282 | Chi-Sq Stat: 378.4185 | Chi-Sq p-value: 0.0 | MAD: 0.00091 | KS D-Max: 0.00310 | Dmix: 0.004085 | Digital Mix Speed: 7258.136 | Time: 4.07s

[178/343] Analyzing (a=18, b=15, c=8)...
  ✓ Samples: 4,026,282 | Chi-Sq Stat: 378.4508 | Chi-Sq p-value: 0.0 | MAD: 0.00091 | KS D-Max: 0.00310 | Dmix: 0.004084 | Digital Mix Speed: 7258.136 | Time: 4.20s

[179/343] Analyzing (a=18, b=15, c=9)...
  ✓ Samples: 7,975,134 | Chi-Sq Stat: 1242.5842 | Chi-Sq p-value: 0.0 | MAD: 0.00107 | KS D-Max: 0.00449 | Dmix: 0.004837 | Digital Mix Speed: 6450.222 | Time: 10.03s

[180/343] Analyzing (a=18, b=15, c=10)...
  ✓ Samples: 4,026,281 | Chi-Sq Stat: 379.9671 | Chi-Sq p-value: 0.0 | MAD: 0.00091 | KS D-Max: 0.00310 | Dmix: 0.004090 | Digital Mix Speed: 7258.136 | Time: 4.15s

[181/343] Analyzing (a=18, b=15, c=11)...
  ✓ Samples: 4,026,281 | Chi-Sq Stat: 378.8514 | Chi-Sq p-value: 0.0 | MAD: 0.00091 | KS D-Max: 0.00310 | Dmix: 0.004086 | Digital Mix Speed: 7258.136 | Time: 4.13s

[182/343] Analyzing (a=18, b=15, c=12)...
  ✓ Samples: 4,049,360 | Chi-Sq Stat: 394.5037 | Chi-Sq p-value: 0.0 | MAD: 0.00095 | KS D-Max: 0.00381 | Dmix: 0.004290 | Digital Mix Speed: 6955.144 | Time: 4.24s

[183/343] Analyzing (a=18, b=16, c=6)...
  ✓ Samples: 3,975,398 | Chi-Sq Stat: 576.9612 | Chi-Sq p-value: 0.0 | MAD: 0.00102 | KS D-Max: 0.00216 | Dmix: 0.004583 | Digital Mix Speed: 6469.981 | Time: 4.07s

[184/343] Analyzing (a=18, b=16, c=7)...
  ✓ Samples: 3,930,402 | Chi-Sq Stat: 864.6734 | Chi-Sq p-value: 0.0 | MAD: 0.00133 | KS D-Max: 0.00214 | Dmix: 0.005997 | Digital Mix Speed: 4958.223 | Time: 4.07s

[185/343] Analyzing (a=18, b=16, c=8)...
  ✓ Samples: 5,217,867 | Chi-Sq Stat: 1760.7273 | Chi-Sq p-value: 0.0 | MAD: 0.00163 | KS D-Max: 0.00734 | Dmix: 0.007339 | Digital Mix Speed: 4121.161 | Time: 5.72s

[186/343] Analyzing (a=18, b=16, c=9)...
  ✓ Samples: 3,930,402 | Chi-Sq Stat: 866.8328 | Chi-Sq p-value: 0.0 | MAD: 0.00133 | KS D-Max: 0.00214 | Dmix: 0.006002 | Digital Mix Speed: 4958.223 | Time: 4.05s

[187/343] Analyzing (a=18, b=16, c=10)...
  ✓ Samples: 4,897,541 | Chi-Sq Stat: 2320.5255 | Chi-Sq p-value: 0.0 | MAD: 0.00184 | KS D-Max: 0.00788 | Dmix: 0.008258 | Digital Mix Speed: 3635.858 | Time: 5.26s

[188/343] Analyzing (a=18, b=16, c=11)...
  ✓ Samples: 3,930,402 | Chi-Sq Stat: 866.5029 | Chi-Sq p-value: 0.0 | MAD: 0.00133 | KS D-Max: 0.00214 | Dmix: 0.006004 | Digital Mix Speed: 4958.223 | Time: 4.17s

[189/343] Analyzing (a=18, b=16, c=12)...
  ✓ Samples: 3,975,149 | Chi-Sq Stat: 590.6219 | Chi-Sq p-value: 0.0 | MAD: 0.00105 | KS D-Max: 0.00230 | Dmix: 0.004706 | Digital Mix Speed: 6285.098 | Time: 4.05s

[190/343] Analyzing (a=18, b=17, c=6)...
  ✓ Samples: 3,849,628 | Chi-Sq Stat: 1577.6466 | Chi-Sq p-value: 0.0 | MAD: 0.00199 | KS D-Max: 0.00520 | Dmix: 0.008933 | Digital Mix Speed: 3309.256 | Time: 4.02s

[191/343] Analyzing (a=18, b=17, c=7)...
  ✓ Samples: 3,849,628 | Chi-Sq Stat: 1567.6573 | Chi-Sq p-value: 0.0 | MAD: 0.00198 | KS D-Max: 0.00518 | Dmix: 0.008915 | Digital Mix Speed: 3325.969 | Time: 3.83s

[192/343] Analyzing (a=18, b=17, c=8)...
  ✓ Samples: 3,849,628 | Chi-Sq Stat: 1568.0660 | Chi-Sq p-value: 0.0 | MAD: 0.00198 | KS D-Max: 0.00518 | Dmix: 0.008923 | Digital Mix Speed: 3325.969 | Time: 3.92s

[193/343] Analyzing (a=18, b=17, c=9)...
  ✓ Samples: 3,849,628 | Chi-Sq Stat: 1565.0027 | Chi-Sq p-value: 0.0 | MAD: 0.00198 | KS D-Max: 0.00517 | Dmix: 0.008923 | Digital Mix Speed: 3325.969 | Time: 4.08s

[194/343] Analyzing (a=18, b=17, c=10)...
  ✓ Samples: 3,849,625 | Chi-Sq Stat: 1574.5991 | Chi-Sq p-value: 0.0 | MAD: 0.00199 | KS D-Max: 0.00518 | Dmix: 0.008943 | Digital Mix Speed: 3309.255 | Time: 4.03s

[195/343] Analyzing (a=18, b=17, c=11)...
  ✓ Samples: 3,849,624 | Chi-Sq Stat: 1586.5729 | Chi-Sq p-value: 0.0 | MAD: 0.00199 | KS D-Max: 0.00520 | Dmix: 0.008960 | Digital Mix Speed: 3309.255 | Time: 3.94s

[196/343] Analyzing (a=18, b=17, c=12)...
