Added 0 trivial states as holes

=== SWISS CHEESE CUBE SCAN ===
Cube center: (13, 14, 12)

[251/1331] Analyzing (a=10, b=9, c=15)...
  ✓ Samples: 4,953,346 | Chi-Sq Stat: 14816.7971 | Chi-Sq p-value: 0.0 | MAD: 0.00540 | KS D-Max: 0.02282 | Dmix: 0.024295 | Digital Mix Speed: 1239.796 | Time: 5.25s

[252/1331] Analyzing (a=10, b=9, c=16)...
  ✓ Samples: 4,953,406 | Chi-Sq Stat: 14777.3393 | Chi-Sq p-value: 0.0 | MAD: 0.00539 | KS D-Max: 0.02279 | Dmix: 0.024256 | Digital Mix Speed: 1242.097 | Time: 5.38s

[253/1331] Analyzing (a=10, b=9, c=17)...
  ✓ Samples: 4,953,399 | Chi-Sq Stat: 14783.8173 | Chi-Sq p-value: 0.0 | MAD: 0.00539 | KS D-Max: 0.02279 | Dmix: 0.024264 | Digital Mix Speed: 1242.097 | Time: 5.23s

[254/1331] Analyzing (a=10, b=10, c=7)...
  ✓ Samples: 4,733,021 | Chi-Sq Stat: 1901762.8062 | Chi-Sq p-value: 0.0 | MAD: 0.05972 | KS D-Max: 0.26876 | Dmix: 0.268762 | Digital Mix Speed: 111.774 | Time: 5.13s

[255/1331] Analyzing (a=10, b=10, c=8)...
  ✓ Samples: 4,733,021 | Chi-Sq Stat: 1901762.8062 | Chi-Sq p-value: 0.0 | MAD: 0.05972 | KS D-Max: 0.26876 | Dmix: 0.268762 | Digital Mix Speed: 111.774 | Time: 4.98s

[256/1331] Analyzing (a=10, b=10, c=9)...
  ✓ Samples: 4,733,021 | Chi-Sq Stat: 1901762.8062 | Chi-Sq p-value: 0.0 | MAD: 0.05972 | KS D-Max: 0.26876 | Dmix: 0.268762 | Digital Mix Speed: 111.774 | Time: 5.09s

[257/1331] Analyzing (a=10, b=10, c=10)...
  ✓ Samples: 2,161,112 | Chi-Sq Stat: 1254106.5007 | Chi-Sq p-value: 0.0 | MAD: 0.07000 | KS D-Max: 0.31500 | Dmix: 0.314997 | Digital Mix Speed: 90.495 | Time: 1.91s

[258/1331] Analyzing (a=10, b=10, c=11)...
  ✓ Samples: 4,733,006 | Chi-Sq Stat: 1901656.8422 | Chi-Sq p-value: 0.0 | MAD: 0.05973 | KS D-Max: 0.26876 | Dmix: 0.268764 | Digital Mix Speed: 111.755 | Time: 4.95s

[259/1331] Analyzing (a=10, b=10, c=12)...
  ✓ Samples: 4,733,006 | Chi-Sq Stat: 1901656.8422 | Chi-Sq p-value: 0.0 | MAD: 0.05973 | KS D-Max: 0.26876 | Dmix: 0.268764 | Digital Mix Speed: 111.755 | Time: 4.97s

[260/1331] Analyzing (a=10, b=10, c=13)...
  ✓ Samples: 4,733,006 | Chi-Sq Stat: 1901656.8422 | Chi-Sq p-value: 0.0 | MAD: 0.05973 | KS D-Max: 0.26876 | Dmix: 0.268764 | Digital Mix Speed: 111.755 | Time: 5.17s

[261/1331] Analyzing (a=10, b=10, c=14)...
  ✓ Samples: 4,733,006 | Chi-Sq Stat: 1901656.8422 | Chi-Sq p-value: 0.0 | MAD: 0.05973 | KS D-Max: 0.26876 | Dmix: 0.268764 | Digital Mix Speed: 111.755 | Time: 5.10s

[262/1331] Analyzing (a=10, b=10, c=15)...
  ✓ Samples: 4,733,006 | Chi-Sq Stat: 1901656.8422 | Chi-Sq p-value: 0.0 | MAD: 0.05973 | KS D-Max: 0.26876 | Dmix: 0.268764 | Digital Mix Speed: 111.755 | Time: 5.09s

[263/1331] Analyzing (a=10, b=10, c=16)...
  ✓ Samples: 4,733,006 | Chi-Sq Stat: 1901656.8422 | Chi-Sq p-value: 0.0 | MAD: 0.05973 | KS D-Max: 0.26876 | Dmix: 0.268764 | Digital Mix Speed: 111.755 | Time: 4.93s

[264/1331] Analyzing (a=10, b=10, c=17)...
  ✓ Samples: 4,733,006 | Chi-Sq Stat: 1901656.8422 | Chi-Sq p-value: 0.0 | MAD: 0.05973 | KS D-Max: 0.26876 | Dmix: 0.268764 | Digital Mix Speed: 111.755 | Time: 5.13s

[265/1331] Analyzing (a=10, b=11, c=7)...
  ✓ Samples: 5,679,517 | Chi-Sq Stat: 13777.8445 | Chi-Sq p-value: 0.0 | MAD: 0.00425 | KS D-Max: 0.01631 | Dmix: 0.019110 | Digital Mix Speed: 1589.250 | Time: 6.42s

[266/1331] Analyzing (a=10, b=11, c=8)...
  ✓ Samples: 4,625,724 | Chi-Sq Stat: 3110.8350 | Chi-Sq p-value: 0.0 | MAD: 0.00241 | KS D-Max: 0.00890 | Dmix: 0.010861 | Digital Mix Speed: 2765.635 | Time: 5.15s

[267/1331] Analyzing (a=10, b=11, c=9)...
  ✓ Samples: 5,679,908 | Chi-Sq Stat: 13857.2795 | Chi-Sq p-value: 0.0 | MAD: 0.00425 | KS D-Max: 0.01640 | Dmix: 0.019103 | Digital Mix Speed: 1589.257 | Time: 6.43s

[268/1331] Analyzing (a=10, b=11, c=10)...
  ✓ Samples: 4,538,343 | Chi-Sq Stat: 5957.5661 | Chi-Sq p-value: 0.0 | MAD: 0.00340 | KS D-Max: 0.01277 | Dmix: 0.015289 | Digital Mix Speed: 1957.911 | Time: 4.82s

[269/1331] Analyzing (a=10, b=11, c=11)...
  ✓ Samples: 5,678,826 | Chi-Sq Stat: 13821.1862 | Chi-Sq p-value: 0.0 | MAD: 0.00424 | KS D-Max: 0.01630 | Dmix: 0.019086 | Digital Mix Speed: 1592.986 | Time: 6.46s

[270/1331] Analyzing (a=10, b=11, c=12)...
  ✓ Samples: 4,625,221 | Chi-Sq Stat: 3113.6665 | Chi-Sq p-value: 0.0 | MAD: 0.00242 | KS D-Max: 0.00891 | Dmix: 0.010873 | Digital Mix Speed: 2754.187 | Time: 4.99s

[271/1331] Analyzing (a=10, b=11, c=13)...
  ✓ Samples: 5,679,699 | Chi-Sq Stat: 13785.1846 | Chi-Sq p-value: 0.0 | MAD: 0.00424 | KS D-Max: 0.01632 | Dmix: 0.019097 | Digital Mix Speed: 1593.001 | Time: 6.62s

[272/1331] Analyzing (a=10, b=11, c=14)...
  ✓ Samples: 4,625,792 | Chi-Sq Stat: 3099.5181 | Chi-Sq p-value: 0.0 | MAD: 0.00241 | KS D-Max: 0.00890 | Dmix: 0.010849 | Digital Mix Speed: 2765.637 | Time: 4.81s

[273/1331] Analyzing (a=10, b=11, c=15)...
  ✓ Samples: 4,552,025 | Chi-Sq Stat: 5423.9328 | Chi-Sq p-value: 0.0 | MAD: 0.00322 | KS D-Max: 0.01219 | Dmix: 0.014511 | Digital Mix Speed: 2067.765 | Time: 4.83s

[274/1331] Analyzing (a=10, b=11, c=16)...
  ✓ Samples: 4,625,717 | Chi-Sq Stat: 3115.2560 | Chi-Sq p-value: 0.0 | MAD: 0.00242 | KS D-Max: 0.00891 | Dmix: 0.010868 | Digital Mix Speed: 2754.206 | Time: 4.84s

[275/1331] Analyzing (a=10, b=11, c=17)...
  ✓ Samples: 5,679,137 | Chi-Sq Stat: 13694.7316 | Chi-Sq p-value: 0.0 | MAD: 0.00423 | KS D-Max: 0.01624 | Dmix: 0.019015 | Digital Mix Speed: 1596.757 | Time: 6.42s

[276/1331] Analyzing (a=10, b=12, c=7)...
  ✓ Samples: 4,372,529 | Chi-Sq Stat: 9129.0587 | Chi-Sq p-value: 0.0 | MAD: 0.00427 | KS D-Max: 0.01320 | Dmix: 0.019212 | Digital Mix Speed: 1555.207 | Time: 4.41s

[277/1331] Analyzing (a=10, b=12, c=8)...
  ✓ Samples: 4,738,497 | Chi-Sq Stat: 4395.3165 | Chi-Sq p-value: 0.0 | MAD: 0.00300 | KS D-Max: 0.00760 | Dmix: 0.013485 | Digital Mix Speed: 2225.214 | Time: 5.14s

[278/1331] Analyzing (a=10, b=12, c=9)...
  ✓ Samples: 4,372,529 | Chi-Sq Stat: 9124.5985 | Chi-Sq p-value: 0.0 | MAD: 0.00427 | KS D-Max: 0.01320 | Dmix: 0.019216 | Digital Mix Speed: 1555.207 | Time: 4.52s

[279/1331] Analyzing (a=10, b=12, c=10)...
  ✓ Samples: 4,385,289 | Chi-Sq Stat: 8999.3140 | Chi-Sq p-value: 0.0 | MAD: 0.00426 | KS D-Max: 0.01283 | Dmix: 0.019182 | Digital Mix Speed: 1559.155 | Time: 4.64s

[280/1331] Analyzing (a=10, b=12, c=11)...
  ✓ Samples: 4,372,529 | Chi-Sq Stat: 9125.4855 | Chi-Sq p-value: 0.0 | MAD: 0.00427 | KS D-Max: 0.01320 | Dmix: 0.019218 | Digital Mix Speed: 1555.207 | Time: 4.50s

[281/1331] Analyzing (a=10, b=12, c=12)...
  ✓ Samples: 4,735,778 | Chi-Sq Stat: 4444.7032 | Chi-Sq p-value: 0.0 | MAD: 0.00301 | KS D-Max: 0.00778 | Dmix: 0.013545 | Digital Mix Speed: 2217.738 | Time: 5.13s

[282/1331] Analyzing (a=10, b=12, c=13)...
  ✓ Samples: 4,372,526 | Chi-Sq Stat: 9123.0711 | Chi-Sq p-value: 0.0 | MAD: 0.00427 | KS D-Max: 0.01320 | Dmix: 0.019211 | Digital Mix Speed: 1555.207 | Time: 4.54s

[283/1331] Analyzing (a=10, b=12, c=14)...
  ✓ Samples: 4,737,187 | Chi-Sq Stat: 4468.4890 | Chi-Sq p-value: 0.0 | MAD: 0.00302 | KS D-Max: 0.00780 | Dmix: 0.013576 | Digital Mix Speed: 2210.437 | Time: 5.21s

[284/1331] Analyzing (a=10, b=12, c=15)...
  ✓ Samples: 4,372,522 | Chi-Sq Stat: 9128.7880 | Chi-Sq p-value: 0.0 | MAD: 0.00427 | KS D-Max: 0.01320 | Dmix: 0.019215 | Digital Mix Speed: 1555.207 | Time: 4.50s

[285/1331] Analyzing (a=10, b=12, c=16)...
  ✓ Samples: 4,728,535 | Chi-Sq Stat: 4390.6529 | Chi-Sq p-value: 0.0 | MAD: 0.00298 | KS D-Max: 0.00778 | Dmix: 0.013395 | Digital Mix Speed: 2239.841 | Time: 5.17s

[286/1331] Analyzing (a=10, b=12, c=17)...
  ✓ Samples: 4,372,519 | Chi-Sq Stat: 9134.2435 | Chi-Sq p-value: 0.0 | MAD: 0.00427 | KS D-Max: 0.01320 | Dmix: 0.019220 | Digital Mix Speed: 1555.206 | Time: 4.47s

[287/1331] Analyzing (a=10, b=13, c=7)...
  ✓ Samples: 4,297,035 | Chi-Sq Stat: 1184.0616 | Chi-Sq p-value: 0.0 | MAD: 0.00146 | KS D-Max: 0.00333 | Dmix: 0.006590 | Digital Mix Speed: 4543.266 | Time: 4.61s

[288/1331] Analyzing (a=10, b=13, c=8)...
  ✓ Samples: 4,297,013 | Chi-Sq Stat: 1186.6518 | Chi-Sq p-value: 0.0 | MAD: 0.00147 | KS D-Max: 0.00335 | Dmix: 0.006597 | Digital Mix Speed: 4512.358 | Time: 4.43s

[289/1331] Analyzing (a=10, b=13, c=9)...
  ✓ Samples: 4,296,925 | Chi-Sq Stat: 1190.3071 | Chi-Sq p-value: 0.0 | MAD: 0.00147 | KS D-Max: 0.00335 | Dmix: 0.006603 | Digital Mix Speed: 4512.352 | Time: 4.52s

[290/1331] Analyzing (a=10, b=13, c=10)...
  ✓ Samples: 4,244,430 | Chi-Sq Stat: 2041.6394 | Chi-Sq p-value: 0.0 | MAD: 0.00195 | KS D-Max: 0.00501 | Dmix: 0.008761 | Digital Mix Speed: 3398.882 | Time: 4.60s

[291/1331] Analyzing (a=10, b=13, c=11)...
  ✓ Samples: 4,297,022 | Chi-Sq Stat: 1187.1942 | Chi-Sq p-value: 0.0 | MAD: 0.00147 | KS D-Max: 0.00335 | Dmix: 0.006603 | Digital Mix Speed: 4512.359 | Time: 4.50s

[292/1331] Analyzing (a=10, b=13, c=12)...
  ✓ Samples: 4,296,887 | Chi-Sq Stat: 1183.3307 | Chi-Sq p-value: 0.0 | MAD: 0.00147 | KS D-Max: 0.00335 | Dmix: 0.006596 | Digital Mix Speed: 4512.350 | Time: 4.53s

[293/1331] Analyzing (a=10, b=13, c=13)...
  ✓ Samples: 4,297,083 | Chi-Sq Stat: 1179.8086 | Chi-Sq p-value: 0.0 | MAD: 0.00147 | KS D-Max: 0.00334 | Dmix: 0.006596 | Digital Mix Speed: 4512.363 | Time: 4.46s

[294/1331] Analyzing (a=10, b=13, c=14)...
  ✓ Samples: 4,296,648 | Chi-Sq Stat: 1186.0981 | Chi-Sq p-value: 0.0 | MAD: 0.00147 | KS D-Max: 0.00336 | Dmix: 0.006599 | Digital Mix Speed: 4512.333 | Time: 4.58s

[295/1331] Analyzing (a=10, b=13, c=15)...
  ✓ Samples: 4,257,620 | Chi-Sq Stat: 1754.9484 | Chi-Sq p-value: 0.0 | MAD: 0.00181 | KS D-Max: 0.00457 | Dmix: 0.008134 | Digital Mix Speed: 3662.523 | Time: 4.46s

[296/1331] Analyzing (a=10, b=13, c=16)...
  ✓ Samples: 4,296,921 | Chi-Sq Stat: 1182.8947 | Chi-Sq p-value: 0.0 | MAD: 0.00147 | KS D-Max: 0.00336 | Dmix: 0.006596 | Digital Mix Speed: 4512.352 | Time: 4.62s

[297/1331] Analyzing (a=10, b=13, c=17)...
  ✓ Samples: 4,297,033 | Chi-Sq Stat: 1179.3060 | Chi-Sq p-value: 0.0 | MAD: 0.00146 | KS D-Max: 0.00336 | Dmix: 0.006577 | Digital Mix Speed: 4543.266 | Time: 4.49s

[298/1331] Analyzing (a=10, b=14, c=7)...
  ✓ Samples: 4,136,824 | Chi-Sq Stat: 53.7546 | Chi-Sq p-value: 0.0 | MAD: 0.00031 | KS D-Max: 0.00139 | Dmix: 0.001388 | Digital Mix Speed: 21344.087 | Time: 4.28s

[299/1331] Analyzing (a=10, b=14, c=8)...
  ✓ Samples: 4,187,871 | Chi-Sq Stat: 302.3589 | Chi-Sq p-value: 0.0 | MAD: 0.00078 | KS D-Max: 0.00350 | Dmix: 0.003501 | Digital Mix Speed: 8489.735 | Time: 4.26s

[300/1331] Analyzing (a=10, b=14, c=9)...
  ✓ Samples: 4,136,824 | Chi-Sq Stat: 53.7591 | Chi-Sq p-value: 0.0 | MAD: 0.00031 | KS D-Max: 0.00139 | Dmix: 0.001393 | Digital Mix Speed: 21344.087 | Time: 4.20s

[301/1331] Analyzing (a=10, b=14, c=10)...
  ✓ Samples: 4,149,931 | Chi-Sq Stat: 106.5450 | Chi-Sq p-value: 0.0 | MAD: 0.00046 | KS D-Max: 0.00205 | Dmix: 0.002054 | Digital Mix Speed: 14387.045 | Time: 4.37s

[302/1331] Analyzing (a=10, b=14, c=11)...
  ✓ Samples: 4,136,824 | Chi-Sq Stat: 53.4283 | Chi-Sq p-value: 0.0 | MAD: 0.00031 | KS D-Max: 0.00139 | Dmix: 0.001389 | Digital Mix Speed: 21344.087 | Time: 4.24s

[303/1331] Analyzing (a=10, b=14, c=12)...
  ✓ Samples: 4,187,829 | Chi-Sq Stat: 300.6131 | Chi-Sq p-value: 0.0 | MAD: 0.00077 | KS D-Max: 0.00349 | Dmix: 0.003487 | Digital Mix Speed: 8599.986 | Time: 4.44s

[304/1331] Analyzing (a=10, b=14, c=13)...
  ✓ Samples: 4,136,819 | Chi-Sq Stat: 53.4546 | Chi-Sq p-value: 0.0 | MAD: 0.00031 | KS D-Max: 0.00139 | Dmix: 0.001391 | Digital Mix Speed: 21344.086 | Time: 4.14s

[305/1331] Analyzing (a=10, b=14, c=14)...
  ✓ Samples: 4,187,944 | Chi-Sq Stat: 303.0040 | Chi-Sq p-value: 0.0 | MAD: 0.00078 | KS D-Max: 0.00351 | Dmix: 0.003509 | Digital Mix Speed: 8489.745 | Time: 4.43s

[306/1331] Analyzing (a=10, b=14, c=15)...
  ✓ Samples: 4,136,819 | Chi-Sq Stat: 53.6996 | Chi-Sq p-value: 0.0 | MAD: 0.00031 | KS D-Max: 0.00139 | Dmix: 0.001390 | Digital Mix Speed: 21344.086 | Time: 4.25s

[307/1331] Analyzing (a=10, b=14, c=16)...
  ✓ Samples: 4,187,621 | Chi-Sq Stat: 300.4584 | Chi-Sq p-value: 0.0 | MAD: 0.00078 | KS D-Max: 0.00349 | Dmix: 0.003488 | Digital Mix Speed: 8489.702 | Time: 4.38s

[308/1331] Analyzing (a=10, b=14, c=17)...
  ✓ Samples: 4,136,814 | Chi-Sq Stat: 53.5941 | Chi-Sq p-value: 0.0 | MAD: 0.00031 | KS D-Max: 0.00139 | Dmix: 0.001389 | Digital Mix Speed: 21344.084 | Time: 4.21s

[309/1331] Analyzing (a=10, b=15, c=7)...
  ✓ Samples: 4,035,837 | Chi-Sq Stat: 573.6158 | Chi-Sq p-value: 0.0 | MAD: 0.00116 | KS D-Max: 0.00415 | Dmix: 0.005227 | Digital Mix Speed: 5694.770 | Time: 4.21s

[310/1331] Analyzing (a=10, b=15, c=8)...
  ✓ Samples: 4,035,837 | Chi-Sq Stat: 571.6273 | Chi-Sq p-value: 0.0 | MAD: 0.00116 | KS D-Max: 0.00415 | Dmix: 0.005219 | Digital Mix Speed: 5694.770 | Time: 4.27s

[311/1331] Analyzing (a=10, b=15, c=9)...
  ✓ Samples: 4,035,837 | Chi-Sq Stat: 572.2053 | Chi-Sq p-value: 0.0 | MAD: 0.00116 | KS D-Max: 0.00415 | Dmix: 0.005221 | Digital Mix Speed: 5694.770 | Time: 4.13s

[312/1331] Analyzing (a=10, b=15, c=10)...
  ✓ Samples: 4,112,880 | Chi-Sq Stat: 1008.3107 | Chi-Sq p-value: 0.0 | MAD: 0.00152 | KS D-Max: 0.00590 | Dmix: 0.006844 | Digital Mix Speed: 4351.412 | Time: 4.31s

[313/1331] Analyzing (a=10, b=15, c=11)...
  ✓ Samples: 4,035,836 | Chi-Sq Stat: 571.5094 | Chi-Sq p-value: 0.0 | MAD: 0.00116 | KS D-Max: 0.00415 | Dmix: 0.005220 | Digital Mix Speed: 5694.770 | Time: 4.14s

[314/1331] Analyzing (a=10, b=15, c=12)...
  ✓ Samples: 4,035,836 | Chi-Sq Stat: 568.1827 | Chi-Sq p-value: 0.0 | MAD: 0.00116 | KS D-Max: 0.00414 | Dmix: 0.005208 | Digital Mix Speed: 5694.770 | Time: 4.11s

[315/1331] Analyzing (a=10, b=15, c=13)...
  ✓ Samples: 4,035,836 | Chi-Sq Stat: 566.3743 | Chi-Sq p-value: 0.0 | MAD: 0.00116 | KS D-Max: 0.00414 | Dmix: 0.005200 | Digital Mix Speed: 5694.770 | Time: 4.19s

[316/1331] Analyzing (a=10, b=15, c=14)...
  ✓ Samples: 4,035,836 | Chi-Sq Stat: 567.4380 | Chi-Sq p-value: 0.0 | MAD: 0.00116 | KS D-Max: 0.00414 | Dmix: 0.005204 | Digital Mix Speed: 5694.770 | Time: 4.16s

[317/1331] Analyzing (a=10, b=15, c=15)...
  ✓ Samples: 12,547,087 | Chi-Sq Stat: 519.5351 | Chi-Sq p-value: 0.0 | MAD: 0.00056 | KS D-Max: 0.00214 | Dmix: 0.002526 | Digital Mix Speed: 12675.969 | Time: 18.82s

[318/1331] Analyzing (a=10, b=15, c=16)...
  ✓ Samples: 4,035,831 | Chi-Sq Stat: 574.0699 | Chi-Sq p-value: 0.0 | MAD: 0.00116 | KS D-Max: 0.00415 | Dmix: 0.005225 | Digital Mix Speed: 5694.770 | Time: 4.13s

[319/1331] Analyzing (a=10, b=15, c=17)...
  ✓ Samples: 4,035,831 | Chi-Sq Stat: 572.3727 | Chi-Sq p-value: 0.0 | MAD: 0.00116 | KS D-Max: 0.00415 | Dmix: 0.005219 | Digital Mix Speed: 5694.770 | Time: 4.20s

[320/1331] Analyzing (a=10, b=16, c=7)...
  ✓ Samples: 3,939,857 | Chi-Sq Stat: 947.3310 | Chi-Sq p-value: 0.0 | MAD: 0.00143 | KS D-Max: 0.00194 | Dmix: 0.006414 | Digital Mix Speed: 4612.224 | Time: 4.14s

[321/1331] Analyzing (a=10, b=16, c=8)...
  ✓ Samples: 6,505,867 | Chi-Sq Stat: 1291.2310 | Chi-Sq p-value: 0.0 | MAD: 0.00103 | KS D-Max: 0.00434 | Dmix: 0.004629 | Digital Mix Speed: 6614.859 | Time: 7.77s

[322/1331] Analyzing (a=10, b=16, c=9)...
  ✓ Samples: 3,939,857 | Chi-Sq Stat: 950.0114 | Chi-Sq p-value: 0.0 | MAD: 0.00143 | KS D-Max: 0.00194 | Dmix: 0.006421 | Digital Mix Speed: 4612.224 | Time: 4.12s

[323/1331] Analyzing (a=10, b=16, c=10)...
  ✓ Samples: 3,952,623 | Chi-Sq Stat: 926.4237 | Chi-Sq p-value: 0.0 | MAD: 0.00141 | KS D-Max: 0.00243 | Dmix: 0.006324 | Digital Mix Speed: 4678.642 | Time: 4.04s

[324/1331] Analyzing (a=10, b=16, c=11)...
  ✓ Samples: 3,939,857 | Chi-Sq Stat: 948.7756 | Chi-Sq p-value: 0.0 | MAD: 0.00143 | KS D-Max: 0.00194 | Dmix: 0.006419 | Digital Mix Speed: 4612.224 | Time: 4.19s

[325/1331] Analyzing (a=10, b=16, c=12)...
  ✓ Samples: 6,254,836 | Chi-Sq Stat: 1279.0706 | Chi-Sq p-value: 0.0 | MAD: 0.00107 | KS D-Max: 0.00463 | Dmix: 0.004837 | Digital Mix Speed: 6351.604 | Time: 7.37s

[326/1331] Analyzing (a=10, b=16, c=13)...
  ✓ Samples: 3,939,855 | Chi-Sq Stat: 945.7475 | Chi-Sq p-value: 0.0 | MAD: 0.00143 | KS D-Max: 0.00194 | Dmix: 0.006413 | Digital Mix Speed: 4612.224 | Time: 4.12s

[327/1331] Analyzing (a=10, b=16, c=14)...
  ✓ Samples: 5,378,692 | Chi-Sq Stat: 1074.1466 | Chi-Sq p-value: 0.0 | MAD: 0.00112 | KS D-Max: 0.00503 | Dmix: 0.005027 | Digital Mix Speed: 6009.533 | Time: 5.99s

[328/1331] Analyzing (a=10, b=16, c=15)...
  ✓ Samples: 3,939,855 | Chi-Sq Stat: 945.0370 | Chi-Sq p-value: 0.0 | MAD: 0.00142 | KS D-Max: 0.00194 | Dmix: 0.006408 | Digital Mix Speed: 4644.704 | Time: 4.09s

[329/1331] Analyzing (a=10, b=16, c=16)...
  ✓ Samples: 6,563,879 | Chi-Sq Stat: 1262.5678 | Chi-Sq p-value: 0.0 | MAD: 0.00101 | KS D-Max: 0.00427 | Dmix: 0.004538 | Digital Mix Speed: 6749.664 | Time: 7.77s

[330/1331] Analyzing (a=10, b=16, c=17)...
  ✓ Samples: 3,939,855 | Chi-Sq Stat: 946.9369 | Chi-Sq p-value: 0.0 | MAD: 0.00142 | KS D-Max: 0.00194 | Dmix: 0.006410 | Digital Mix Speed: 4644.704 | Time: 4.00s

[331/1331] Analyzing (a=10, b=17, c=7)...
  ✓ Samples: 3,900,902 | Chi-Sq Stat: 1142.7466 | Chi-Sq p-value: 0.0 | MAD: 0.00153 | KS D-Max: 0.00480 | Dmix: 0.006897 | Digital Mix Speed: 4307.951 | Time: 3.97s

[332/1331] Analyzing (a=10, b=17, c=8)...
  ✓ Samples: 3,900,997 | Chi-Sq Stat: 1137.6584 | Chi-Sq p-value: 0.0 | MAD: 0.00153 | KS D-Max: 0.00478 | Dmix: 0.006880 | Digital Mix Speed: 4307.958 | Time: 4.00s

[333/1331] Analyzing (a=10, b=17, c=9)...
  ✓ Samples: 3,900,878 | Chi-Sq Stat: 1144.8866 | Chi-Sq p-value: 0.0 | MAD: 0.00153 | KS D-Max: 0.00481 | Dmix: 0.006890 | Digital Mix Speed: 4307.949 | Time: 3.95s

[334/1331] Analyzing (a=10, b=17, c=10)...
  ✓ Samples: 3,852,177 | Chi-Sq Stat: 1598.3476 | Chi-Sq p-value: 0.0 | MAD: 0.00195 | KS D-Max: 0.00516 | Dmix: 0.008761 | Digital Mix Speed: 3377.285 | Time: 4.01s

[335/1331] Analyzing (a=10, b=17, c=11)...
  ✓ Samples: 3,900,933 | Chi-Sq Stat: 1148.0055 | Chi-Sq p-value: 0.0 | MAD: 0.00153 | KS D-Max: 0.00481 | Dmix: 0.006888 | Digital Mix Speed: 4307.953 | Time: 4.00s

[336/1331] Analyzing (a=10, b=17, c=12)...
  ✓ Samples: 3,900,926 | Chi-Sq Stat: 1148.3136 | Chi-Sq p-value: 0.0 | MAD: 0.00153 | KS D-Max: 0.00480 | Dmix: 0.006887 | Digital Mix Speed: 4307.953 | Time: 3.91s

[337/1331] Analyzing (a=10, b=17, c=13)...
  ✓ Samples: 3,901,018 | Chi-Sq Stat: 1147.3969 | Chi-Sq p-value: 0.0 | MAD: 0.00153 | KS D-Max: 0.00480 | Dmix: 0.006894 | Digital Mix Speed: 4307.959 | Time: 4.14s

[338/1331] Analyzing (a=10, b=17, c=14)...
  ✓ Samples: 3,900,773 | Chi-Sq Stat: 1152.2883 | Chi-Sq p-value: 0.0 | MAD: 0.00153 | KS D-Max: 0.00482 | Dmix: 0.006894 | Digital Mix Speed: 4307.942 | Time: 3.95s

[339/1331] Analyzing (a=10, b=17, c=15)...
  ✓ Samples: 3,864,215 | Chi-Sq Stat: 1408.0303 | Chi-Sq p-value: 0.0 | MAD: 0.00179 | KS D-Max: 0.00494 | Dmix: 0.008055 | Digital Mix Speed: 3679.923 | Time: 4.02s

[340/1331] Analyzing (a=10, b=17, c=16)...
  ✓ Samples: 3,900,986 | Chi-Sq Stat: 1142.4293 | Chi-Sq p-value: 0.0 | MAD: 0.00153 | KS D-Max: 0.00479 | Dmix: 0.006873 | Digital Mix Speed: 4307.957 | Time: 3.89s

[341/1331] Analyzing (a=10, b=17, c=17)...
  ✓ Samples: 3,901,003 | Chi-Sq Stat: 1130.1716 | Chi-Sq p-value: 0.0 | MAD: 0.00153 | KS D-Max: 0.00478 | Dmix: 0.006886 | Digital Mix Speed: 4307.958 | Time: 4.02s

[342/1331] Analyzing (a=10, b=18, c=7)...
  ✓ Samples: 3,787,142 | Chi-Sq Stat: 4396.0777 | Chi-Sq p-value: 0.0 | MAD: 0.00328 | KS D-Max: 0.00755 | Dmix: 0.014756 | Digital Mix Speed: 2005.583 | Time: 4.00s

[343/1331] Analyzing (a=10, b=18, c=8)...
  ✓ Samples: 4,095,998 | Chi-Sq Stat: 1668.7158 | Chi-Sq p-value: 0.0 | MAD: 0.00188 | KS D-Max: 0.00469 | Dmix: 0.008468 | Digital Mix Speed: 3517.213 | Time: 4.29s

[344/1331] Analyzing (a=10, b=18, c=9)...
  ✓ Samples: 3,787,142 | Chi-Sq Stat: 4387.2425 | Chi-Sq p-value: 0.0 | MAD: 0.00327 | KS D-Max: 0.00754 | Dmix: 0.014736 | Digital Mix Speed: 2011.716 | Time: 3.86s

[345/1331] Analyzing (a=10, b=18, c=10)...
  ✓ Samples: 3,796,524 | Chi-Sq Stat: 4089.7861 | Chi-Sq p-value: 0.0 | MAD: 0.00317 | KS D-Max: 0.00714 | Dmix: 0.014243 | Digital Mix Speed: 2075.516 | Time: 3.87s

[346/1331] Analyzing (a=10, b=18, c=11)...
  ✓ Samples: 3,787,140 | Chi-Sq Stat: 4386.3367 | Chi-Sq p-value: 0.0 | MAD: 0.00327 | KS D-Max: 0.00753 | Dmix: 0.014734 | Digital Mix Speed: 2011.716 | Time: 3.86s

[347/1331] Analyzing (a=10, b=18, c=12)...
  ✓ Samples: 4,099,101 | Chi-Sq Stat: 1686.9180 | Chi-Sq p-value: 0.0 | MAD: 0.00189 | KS D-Max: 0.00473 | Dmix: 0.008493 | Digital Mix Speed: 3498.777 | Time: 4.64s

[348/1331] Analyzing (a=10, b=18, c=13)...
