Added 0 trivial states as holes

=== SWISS CHEESE CUBE SCAN ===
Cube center: (25, 17, 15)
  ✓ Samples: 4,214,054 | Chi-Sq Stat: 657.3772 | Chi-Sq p-value: 0.0 | MAD: 0.00121 | KS D-Max: 0.00337 | Dmix: 0.005465 | Digital Mix Speed: 5474.959 | Time: 4.33s

[99/729] Analyzing (a=22, b=14, c=19)...
  ✓ Samples: 4,125,134 | Chi-Sq Stat: 11.0573 | Chi-Sq p-value: 0.19847 | MAD: 0.00012 | KS D-Max: 0.00035 | Dmix: 0.000561 | Digital Mix Speed: 55128.651 | Time: 4.21s

[100/729] Analyzing (a=22, b=15, c=11)...
  ✓ Samples: 4,029,811 | Chi-Sq Stat: 428.2158 | Chi-Sq p-value: 0.0 | MAD: 0.00096 | KS D-Max: 0.00320 | Dmix: 0.004318 | Digital Mix Speed: 6880.505 | Time: 4.15s

[101/729] Analyzing (a=22, b=15, c=12)...
  ✓ Samples: 4,050,806 | Chi-Sq Stat: 415.8311 | Chi-Sq p-value: 0.0 | MAD: 0.00090 | KS D-Max: 0.00299 | Dmix: 0.004040 | Digital Mix Speed: 7341.713 | Time: 4.13s

[102/729] Analyzing (a=22, b=15, c=13)...
  ✓ Samples: 4,110,165 | Chi-Sq Stat: 537.0647 | Chi-Sq p-value: 0.0 | MAD: 0.00091 | KS D-Max: 0.00360 | Dmix: 0.004102 | Digital Mix Speed: 7267.977 | Time: 4.38s

[103/729] Analyzing (a=22, b=15, c=14)...
  ✓ Samples: 4,050,612 | Chi-Sq Stat: 424.8879 | Chi-Sq p-value: 0.0 | MAD: 0.00091 | KS D-Max: 0.00302 | Dmix: 0.004076 | Digital Mix Speed: 7261.012 | Time: 4.18s

[104/729] Analyzing (a=22, b=15, c=15)...
  ✓ Samples: 4,110,447 | Chi-Sq Stat: 534.2172 | Chi-Sq p-value: 0.0 | MAD: 0.00090 | KS D-Max: 0.00355 | Dmix: 0.004052 | Digital Mix Speed: 7348.766 | Time: 4.41s

[105/729] Analyzing (a=22, b=15, c=16)...
  ✓ Samples: 4,050,674 | Chi-Sq Stat: 425.3827 | Chi-Sq p-value: 0.0 | MAD: 0.00091 | KS D-Max: 0.00301 | Dmix: 0.004073 | Digital Mix Speed: 7261.019 | Time: 4.06s

[106/729] Analyzing (a=22, b=15, c=17)...
  ✓ Samples: 4,110,635 | Chi-Sq Stat: 534.8215 | Chi-Sq p-value: 0.0 | MAD: 0.00091 | KS D-Max: 0.00354 | Dmix: 0.004109 | Digital Mix Speed: 7268.032 | Time: 4.28s

[107/729] Analyzing (a=22, b=15, c=18)...
  ✓ Samples: 4,050,821 | Chi-Sq Stat: 428.1295 | Chi-Sq p-value: 0.0 | MAD: 0.00091 | KS D-Max: 0.00302 | Dmix: 0.004077 | Digital Mix Speed: 7261.036 | Time: 4.28s

[108/729] Analyzing (a=22, b=15, c=19)...
  ✓ Samples: 4,110,155 | Chi-Sq Stat: 515.1771 | Chi-Sq p-value: 0.0 | MAD: 0.00089 | KS D-Max: 0.00354 | Dmix: 0.004016 | Digital Mix Speed: 7431.301 | Time: 4.26s

[109/729] Analyzing (a=22, b=16, c=11)...
  ✓ Samples: 3,928,361 | Chi-Sq Stat: 900.1114 | Chi-Sq p-value: 0.0 | MAD: 0.00138 | KS D-Max: 0.00238 | Dmix: 0.006228 | Digital Mix Speed: 4778.414 | Time: 4.05s

[110/729] Analyzing (a=22, b=16, c=12)...
  ✓ Samples: 4,014,273 | Chi-Sq Stat: 580.5376 | Chi-Sq p-value: 0.0 | MAD: 0.00110 | KS D-Max: 0.00255 | Dmix: 0.004929 | Digital Mix Speed: 6003.279 | Time: 4.07s

[111/729] Analyzing (a=22, b=16, c=13)...
  ✓ Samples: 3,928,359 | Chi-Sq Stat: 898.5026 | Chi-Sq p-value: 0.0 | MAD: 0.00138 | KS D-Max: 0.00238 | Dmix: 0.006223 | Digital Mix Speed: 4778.414 | Time: 3.90s

[112/729] Analyzing (a=22, b=16, c=14)...
  ✓ Samples: 4,014,631 | Chi-Sq Stat: 575.9281 | Chi-Sq p-value: 0.0 | MAD: 0.00108 | KS D-Max: 0.00263 | Dmix: 0.004874 | Digital Mix Speed: 6114.487 | Time: 4.28s

[113/729] Analyzing (a=22, b=16, c=15)...
  ✓ Samples: 3,928,359 | Chi-Sq Stat: 897.6136 | Chi-Sq p-value: 0.0 | MAD: 0.00138 | KS D-Max: 0.00238 | Dmix: 0.006218 | Digital Mix Speed: 4778.414 | Time: 3.97s

[114/729] Analyzing (a=22, b=16, c=16)...
  ✓ Samples: 4,014,428 | Chi-Sq Stat: 594.9903 | Chi-Sq p-value: 0.0 | MAD: 0.00111 | KS D-Max: 0.00259 | Dmix: 0.004975 | Digital Mix Speed: 5949.211 | Time: 4.18s

[115/729] Analyzing (a=22, b=16, c=17)...
  ✓ Samples: 3,928,359 | Chi-Sq Stat: 898.9937 | Chi-Sq p-value: 0.0 | MAD: 0.00138 | KS D-Max: 0.00238 | Dmix: 0.006219 | Digital Mix Speed: 4778.414 | Time: 4.01s

[116/729] Analyzing (a=22, b=16, c=18)...
  ✓ Samples: 4,014,408 | Chi-Sq Stat: 577.2342 | Chi-Sq p-value: 0.0 | MAD: 0.00110 | KS D-Max: 0.00254 | Dmix: 0.004958 | Digital Mix Speed: 6003.292 | Time: 4.26s

[117/729] Analyzing (a=22, b=16, c=19)...
  ✓ Samples: 3,928,358 | Chi-Sq Stat: 898.6056 | Chi-Sq p-value: 0.0 | MAD: 0.00138 | KS D-Max: 0.00238 | Dmix: 0.006224 | Digital Mix Speed: 4778.414 | Time: 3.98s

[118/729] Analyzing (a=22, b=17, c=11)...
  ✓ Samples: 3,847,140 | Chi-Sq Stat: 1556.4755 | Chi-Sq p-value: 0.0 | MAD: 0.00200 | KS D-Max: 0.00511 | Dmix: 0.009007 | Digital Mix Speed: 3292.569 | Time: 3.88s

[119/729] Analyzing (a=22, b=17, c=12)...
  ✓ Samples: 3,928,927 | Chi-Sq Stat: 1420.9251 | Chi-Sq p-value: 0.0 | MAD: 0.00197 | KS D-Max: 0.00553 | Dmix: 0.008855 | Digital Mix Speed: 3347.347 | Time: 4.10s

[120/729] Analyzing (a=22, b=17, c=13)...
  ✓ Samples: 3,928,920 | Chi-Sq Stat: 1421.0545 | Chi-Sq p-value: 0.0 | MAD: 0.00196 | KS D-Max: 0.00559 | Dmix: 0.008826 | Digital Mix Speed: 3364.425 | Time: 4.05s

[121/729] Analyzing (a=22, b=17, c=14)...
  ✓ Samples: 3,929,003 | Chi-Sq Stat: 1441.4775 | Chi-Sq p-value: 0.0 | MAD: 0.00198 | KS D-Max: 0.00562 | Dmix: 0.008916 | Digital Mix Speed: 3330.446 | Time: 4.13s

[122/729] Analyzing (a=22, b=17, c=15)...
  ✓ Samples: 3,928,705 | Chi-Sq Stat: 1415.5374 | Chi-Sq p-value: 0.0 | MAD: 0.00196 | KS D-Max: 0.00556 | Dmix: 0.008830 | Digital Mix Speed: 3364.413 | Time: 3.93s

[123/729] Analyzing (a=22, b=17, c=16)...
  ✓ Samples: 3,928,800 | Chi-Sq Stat: 1438.6303 | Chi-Sq p-value: 0.0 | MAD: 0.00199 | KS D-Max: 0.00557 | Dmix: 0.008938 | Digital Mix Speed: 3313.698 | Time: 4.00s

[124/729] Analyzing (a=22, b=17, c=17)...
  ✓ Samples: 3,929,257 | Chi-Sq Stat: 1433.0485 | Chi-Sq p-value: 0.0 | MAD: 0.00198 | KS D-Max: 0.00562 | Dmix: 0.008889 | Digital Mix Speed: 3330.460 | Time: 4.17s

[125/729] Analyzing (a=22, b=17, c=18)...
  ✓ Samples: 3,929,005 | Chi-Sq Stat: 1405.0424 | Chi-Sq p-value: 0.0 | MAD: 0.00196 | KS D-Max: 0.00554 | Dmix: 0.008822 | Digital Mix Speed: 3364.430 | Time: 4.05s

[126/729] Analyzing (a=22, b=17, c=19)...
  ✓ Samples: 3,928,906 | Chi-Sq Stat: 1410.2171 | Chi-Sq p-value: 0.0 | MAD: 0.00196 | KS D-Max: 0.00555 | Dmix: 0.008817 | Digital Mix Speed: 3364.424 | Time: 4.11s

[127/729] Analyzing (a=22, b=18, c=11)...
  ✓ Samples: 3,778,467 | Chi-Sq Stat: 4163.3897 | Chi-Sq p-value: 0.0 | MAD: 0.00320 | KS D-Max: 0.00723 | Dmix: 0.014383 | Digital Mix Speed: 2055.411 | Time: 3.84s

[128/729] Analyzing (a=22, b=18, c=12)...
  ✓ Samples: 4,416,537 | Chi-Sq Stat: 809.4990 | Chi-Sq p-value: 0.0 | MAD: 0.00109 | KS D-Max: 0.00489 | Dmix: 0.004888 | Digital Mix Speed: 6096.405 | Time: 4.81s

[129/729] Analyzing (a=22, b=18, c=13)...
  ✓ Samples: 3,778,466 | Chi-Sq Stat: 4168.2487 | Chi-Sq p-value: 0.0 | MAD: 0.00320 | KS D-Max: 0.00723 | Dmix: 0.014388 | Digital Mix Speed: 2055.411 | Time: 3.82s

[130/729] Analyzing (a=22, b=18, c=14)...
  ✓ Samples: 4,344,735 | Chi-Sq Stat: 774.1954 | Chi-Sq p-value: 0.0 | MAD: 0.00113 | KS D-Max: 0.00511 | Dmix: 0.005105 | Digital Mix Speed: 5874.304 | Time: 4.56s

[131/729] Analyzing (a=22, b=18, c=15)...
  ✓ Samples: 3,778,466 | Chi-Sq Stat: 4167.6135 | Chi-Sq p-value: 0.0 | MAD: 0.00320 | KS D-Max: 0.00723 | Dmix: 0.014385 | Digital Mix Speed: 2055.411 | Time: 3.89s

[132/729] Analyzing (a=22, b=18, c=16)...
  ✓ Samples: 4,425,386 | Chi-Sq Stat: 772.5801 | Chi-Sq p-value: 0.0 | MAD: 0.00108 | KS D-Max: 0.00485 | Dmix: 0.004853 | Digital Mix Speed: 6153.658 | Time: 4.84s

[133/729] Analyzing (a=22, b=18, c=17)...
  ✓ Samples: 3,778,466 | Chi-Sq Stat: 4162.2695 | Chi-Sq p-value: 0.0 | MAD: 0.00320 | KS D-Max: 0.00723 | Dmix: 0.014379 | Digital Mix Speed: 2055.411 | Time: 3.99s

[134/729] Analyzing (a=22, b=18, c=18)...
  ✓ Samples: 4,344,704 | Chi-Sq Stat: 758.9200 | Chi-Sq p-value: 0.0 | MAD: 0.00115 | KS D-Max: 0.00516 | Dmix: 0.005156 | Digital Mix Speed: 5772.139 | Time: 4.64s

[135/729] Analyzing (a=22, b=18, c=19)...
  ✓ Samples: 3,778,463 | Chi-Sq Stat: 4170.9103 | Chi-Sq p-value: 0.0 | MAD: 0.00320 | KS D-Max: 0.00724 | Dmix: 0.014399 | Digital Mix Speed: 2055.411 | Time: 3.99s

[136/729] Analyzing (a=22, b=19, c=11)...
  ✓ Samples: 3,724,472 | Chi-Sq Stat: 1063.9415 | Chi-Sq p-value: 0.0 | MAD: 0.00171 | KS D-Max: 0.00771 | Dmix: 0.007708 | Digital Mix Speed: 3842.728 | Time: 3.69s

[137/729] Analyzing (a=22, b=19, c=12)...
  ✓ Samples: 3,798,822 | Chi-Sq Stat: 891.0576 | Chi-Sq p-value: 0.0 | MAD: 0.00150 | KS D-Max: 0.00676 | Dmix: 0.006763 | Digital Mix Speed: 4386.433 | Time: 3.85s

[138/729] Analyzing (a=22, b=19, c=13)...
  ✓ Samples: 3,798,821 | Chi-Sq Stat: 896.0200 | Chi-Sq p-value: 0.0 | MAD: 0.00151 | KS D-Max: 0.00680 | Dmix: 0.006800 | Digital Mix Speed: 4357.383 | Time: 4.01s

[139/729] Analyzing (a=22, b=19, c=14)...
  ✓ Samples: 3,799,064 | Chi-Sq Stat: 889.8383 | Chi-Sq p-value: 0.0 | MAD: 0.00150 | KS D-Max: 0.00674 | Dmix: 0.006744 | Digital Mix Speed: 4386.451 | Time: 3.85s

[140/729] Analyzing (a=22, b=19, c=15)...
  ✓ Samples: 3,798,779 | Chi-Sq Stat: 896.3346 | Chi-Sq p-value: 0.0 | MAD: 0.00152 | KS D-Max: 0.00685 | Dmix: 0.006849 | Digital Mix Speed: 4328.713 | Time: 3.79s

[141/729] Analyzing (a=22, b=19, c=16)...
  ✓ Samples: 3,798,823 | Chi-Sq Stat: 882.8174 | Chi-Sq p-value: 0.0 | MAD: 0.00150 | KS D-Max: 0.00676 | Dmix: 0.006756 | Digital Mix Speed: 4386.433 | Time: 3.93s

[142/729] Analyzing (a=22, b=19, c=17)...
  ✓ Samples: 3,799,317 | Chi-Sq Stat: 892.2216 | Chi-Sq p-value: 0.0 | MAD: 0.00149 | KS D-Max: 0.00671 | Dmix: 0.006711 | Digital Mix Speed: 4415.910 | Time: 3.84s

[143/729] Analyzing (a=22, b=19, c=18)...
  ✓ Samples: 3,798,870 | Chi-Sq Stat: 883.3826 | Chi-Sq p-value: 0.0 | MAD: 0.00150 | KS D-Max: 0.00676 | Dmix: 0.006758 | Digital Mix Speed: 4386.436 | Time: 4.00s

[144/729] Analyzing (a=22, b=19, c=19)...
  ✓ Samples: 3,798,806 | Chi-Sq Stat: 872.7626 | Chi-Sq p-value: 0.0 | MAD: 0.00149 | KS D-Max: 0.00672 | Dmix: 0.006725 | Digital Mix Speed: 4415.871 | Time: 3.82s

[145/729] Analyzing (a=22, b=20, c=11)...
  ✓ Samples: 3,640,136 | Chi-Sq Stat: 1887.8194 | Chi-Sq p-value: 0.0 | MAD: 0.00214 | KS D-Max: 0.00498 | Dmix: 0.009608 | Digital Mix Speed: 3065.943 | Time: 3.86s

[146/729] Analyzing (a=22, b=20, c=12)...
  ✓ Samples: 3,721,011 | Chi-Sq Stat: 1438.2129 | Chi-Sq p-value: 0.0 | MAD: 0.00186 | KS D-Max: 0.00495 | Dmix: 0.008371 | Digital Mix Speed: 3532.613 | Time: 4.08s

[147/729] Analyzing (a=22, b=20, c=13)...
  ✓ Samples: 3,640,132 | Chi-Sq Stat: 1886.4801 | Chi-Sq p-value: 0.0 | MAD: 0.00213 | KS D-Max: 0.00498 | Dmix: 0.009603 | Digital Mix Speed: 3080.337 | Time: 3.60s

[148/729] Analyzing (a=22, b=20, c=14)...
  ✓ Samples: 3,721,044 | Chi-Sq Stat: 1502.1037 | Chi-Sq p-value: 0.0 | MAD: 0.00189 | KS D-Max: 0.00501 | Dmix: 0.008496 | Digital Mix Speed: 3476.542 | Time: 3.89s

[149/729] Analyzing (a=22, b=20, c=15)...
  ✓ Samples: 3,640,129 | Chi-Sq Stat: 1892.7741 | Chi-Sq p-value: 0.0 | MAD: 0.00214 | KS D-Max: 0.00498 | Dmix: 0.009617 | Digital Mix Speed: 3065.942 | Time: 3.72s

[150/729] Analyzing (a=22, b=20, c=16)...
  ✓ Samples: 3,720,853 | Chi-Sq Stat: 1444.8359 | Chi-Sq p-value: 0.0 | MAD: 0.00186 | KS D-Max: 0.00497 | Dmix: 0.008374 | Digital Mix Speed: 3532.604 | Time: 3.78s

[151/729] Analyzing (a=22, b=20, c=17)...
  ✓ Samples: 3,640,128 | Chi-Sq Stat: 1893.6357 | Chi-Sq p-value: 0.0 | MAD: 0.00214 | KS D-Max: 0.00498 | Dmix: 0.009621 | Digital Mix Speed: 3065.942 | Time: 3.74s

[152/729] Analyzing (a=22, b=20, c=18)...
  ✓ Samples: 3,721,185 | Chi-Sq Stat: 1540.1093 | Chi-Sq p-value: 0.0 | MAD: 0.00191 | KS D-Max: 0.00508 | Dmix: 0.008612 | Digital Mix Speed: 3440.147 | Time: 3.81s

[153/729] Analyzing (a=22, b=20, c=19)...
  ✓ Samples: 3,640,128 | Chi-Sq Stat: 1894.3851 | Chi-Sq p-value: 0.0 | MAD: 0.00214 | KS D-Max: 0.00499 | Dmix: 0.009624 | Digital Mix Speed: 3065.942 | Time: 3.81s

[154/729] Analyzing (a=22, b=21, c=11)...
  ✓ Samples: 3,619,922 | Chi-Sq Stat: 2716.2548 | Chi-Sq p-value: 0.0 | MAD: 0.00215 | KS D-Max: 0.00837 | Dmix: 0.009675 | Digital Mix Speed: 3050.558 | Time: 3.55s

[155/729] Analyzing (a=22, b=21, c=12)...
  ✓ Samples: 3,619,928 | Chi-Sq Stat: 2723.6601 | Chi-Sq p-value: 0.0 | MAD: 0.00215 | KS D-Max: 0.00837 | Dmix: 0.009687 | Digital Mix Speed: 3050.558 | Time: 3.77s

[156/729] Analyzing (a=22, b=21, c=13)...
  ✓ Samples: 3,619,930 | Chi-Sq Stat: 2725.8461 | Chi-Sq p-value: 0.0 | MAD: 0.00215 | KS D-Max: 0.00837 | Dmix: 0.009689 | Digital Mix Speed: 3050.558 | Time: 3.79s

[157/729] Analyzing (a=22, b=21, c=14)...
  ✓ Samples: 3,619,930 | Chi-Sq Stat: 2725.5364 | Chi-Sq p-value: 0.0 | MAD: 0.00215 | KS D-Max: 0.00837 | Dmix: 0.009685 | Digital Mix Speed: 3050.558 | Time: 3.63s

[158/729] Analyzing (a=22, b=21, c=15)...
  ✓ Samples: 3,619,930 | Chi-Sq Stat: 2724.5144 | Chi-Sq p-value: 0.0 | MAD: 0.00215 | KS D-Max: 0.00838 | Dmix: 0.009684 | Digital Mix Speed: 3050.558 | Time: 3.61s

[159/729] Analyzing (a=22, b=21, c=16)...
  ✓ Samples: 3,619,930 | Chi-Sq Stat: 2722.7852 | Chi-Sq p-value: 0.0 | MAD: 0.00215 | KS D-Max: 0.00838 | Dmix: 0.009686 | Digital Mix Speed: 3050.558 | Time: 3.75s

[160/729] Analyzing (a=22, b=21, c=17)...
  ✓ Samples: 3,619,931 | Chi-Sq Stat: 2725.2062 | Chi-Sq p-value: 0.0 | MAD: 0.00215 | KS D-Max: 0.00837 | Dmix: 0.009686 | Digital Mix Speed: 3050.558 | Time: 3.66s

[161/729] Analyzing (a=22, b=21, c=18)...
  ✓ Samples: 3,619,932 | Chi-Sq Stat: 2732.3243 | Chi-Sq p-value: 0.0 | MAD: 0.00215 | KS D-Max: 0.00837 | Dmix: 0.009692 | Digital Mix Speed: 3050.558 | Time: 3.68s

[162/729] Analyzing (a=22, b=21, c=19)...
  ✓ Samples: 3,619,932 | Chi-Sq Stat: 2731.1670 | Chi-Sq p-value: 0.0 | MAD: 0.00215 | KS D-Max: 0.00837 | Dmix: 0.009692 | Digital Mix Speed: 3050.558 | Time: 3.73s

[163/729] Analyzing (a=23, b=13, c=11)...
  ✓ Samples: 4,339,939 | Chi-Sq Stat: 1752.8859 | Chi-Sq p-value: 0.0 | MAD: 0.00187 | KS D-Max: 0.00530 | Dmix: 0.008422 | Digital Mix Speed: 3549.456 | Time: 4.54s

[164/729] Analyzing (a=23, b=13, c=12)...
  ✓ Samples: 4,339,825 | Chi-Sq Stat: 1757.1428 | Chi-Sq p-value: 0.0 | MAD: 0.00190 | KS D-Max: 0.00530 | Dmix: 0.008553 | Digital Mix Speed: 3493.406 | Time: 4.65s

[165/729] Analyzing (a=23, b=13, c=13)...
  ✓ Samples: 4,340,466 | Chi-Sq Stat: 1766.9247 | Chi-Sq p-value: 0.0 | MAD: 0.00190 | KS D-Max: 0.00530 | Dmix: 0.008549 | Digital Mix Speed: 3493.440 | Time: 4.51s

[166/729] Analyzing (a=23, b=13, c=14)...
  ✓ Samples: 4,339,889 | Chi-Sq Stat: 1745.5930 | Chi-Sq p-value: 0.0 | MAD: 0.00188 | KS D-Max: 0.00527 | Dmix: 0.008467 | Digital Mix Speed: 3530.574 | Time: 4.58s

[167/729] Analyzing (a=23, b=13, c=15)...
  ✓ Samples: 4,340,261 | Chi-Sq Stat: 1768.2766 | Chi-Sq p-value: 0.0 | MAD: 0.00190 | KS D-Max: 0.00528 | Dmix: 0.008544 | Digital Mix Speed: 3493.429 | Time: 4.46s

[168/729] Analyzing (a=23, b=13, c=16)...
  ✓ Samples: 4,339,905 | Chi-Sq Stat: 1765.6533 | Chi-Sq p-value: 0.0 | MAD: 0.00187 | KS D-Max: 0.00531 | Dmix: 0.008436 | Digital Mix Speed: 3549.455 | Time: 4.61s

[169/729] Analyzing (a=23, b=13, c=17)...
  ✓ Samples: 4,339,977 | Chi-Sq Stat: 1763.6376 | Chi-Sq p-value: 0.0 | MAD: 0.00190 | KS D-Max: 0.00533 | Dmix: 0.008548 | Digital Mix Speed: 3493.414 | Time: 4.53s

[170/729] Analyzing (a=23, b=13, c=18)...
  ✓ Samples: 4,340,104 | Chi-Sq Stat: 1791.4526 | Chi-Sq p-value: 0.0 | MAD: 0.00190 | KS D-Max: 0.00530 | Dmix: 0.008548 | Digital Mix Speed: 3493.421 | Time: 4.66s

[171/729] Analyzing (a=23, b=13, c=19)...
  ✓ Samples: 4,339,792 | Chi-Sq Stat: 1784.8521 | Chi-Sq p-value: 0.0 | MAD: 0.00190 | KS D-Max: 0.00529 | Dmix: 0.008535 | Digital Mix Speed: 3493.405 | Time: 4.55s

[172/729] Analyzing (a=23, b=14, c=11)...
  ✓ Samples: 4,536,507 | Chi-Sq Stat: 1326.0057 | Chi-Sq p-value: 0.0 | MAD: 0.00137 | KS D-Max: 0.00618 | Dmix: 0.006182 | Digital Mix Speed: 4858.921 | Time: 4.86s

[173/729] Analyzing (a=23, b=14, c=12)...
  ✓ Samples: 4,536,912 | Chi-Sq Stat: 1336.9259 | Chi-Sq p-value: 0.0 | MAD: 0.00140 | KS D-Max: 0.00628 | Dmix: 0.006282 | Digital Mix Speed: 4754.829 | Time: 4.79s

[174/729] Analyzing (a=23, b=14, c=13)...
  ✓ Samples: 4,536,458 | Chi-Sq Stat: 1350.4494 | Chi-Sq p-value: 0.0 | MAD: 0.00137 | KS D-Max: 0.00616 | Dmix: 0.006162 | Digital Mix Speed: 4858.917 | Time: 4.92s

[175/729] Analyzing (a=23, b=14, c=14)...
  ✓ Samples: 4,536,250 | Chi-Sq Stat: 1306.5907 | Chi-Sq p-value: 0.0 | MAD: 0.00137 | KS D-Max: 0.00615 | Dmix: 0.006154 | Digital Mix Speed: 4858.903 | Time: 4.72s

[176/729] Analyzing (a=23, b=14, c=15)...
  ✓ Samples: 4,536,542 | Chi-Sq Stat: 1335.4710 | Chi-Sq p-value: 0.0 | MAD: 0.00136 | KS D-Max: 0.00614 | Dmix: 0.006138 | Digital Mix Speed: 4894.651 | Time: 4.89s

[177/729] Analyzing (a=23, b=14, c=16)...
  ✓ Samples: 4,536,317 | Chi-Sq Stat: 1330.9669 | Chi-Sq p-value: 0.0 | MAD: 0.00138 | KS D-Max: 0.00619 | Dmix: 0.006194 | Digital Mix Speed: 4823.698 | Time: 4.75s

[178/729] Analyzing (a=23, b=14, c=17)...
  ✓ Samples: 4,536,457 | Chi-Sq Stat: 1320.0519 | Chi-Sq p-value: 0.0 | MAD: 0.00136 | KS D-Max: 0.00610 | Dmix: 0.006100 | Digital Mix Speed: 4894.645 | Time: 4.86s

[179/729] Analyzing (a=23, b=14, c=18)...
  ✓ Samples: 4,536,477 | Chi-Sq Stat: 1313.1785 | Chi-Sq p-value: 0.0 | MAD: 0.00136 | KS D-Max: 0.00611 | Dmix: 0.006106 | Digital Mix Speed: 4894.646 | Time: 4.77s

[180/729] Analyzing (a=23, b=14, c=19)...
  ✓ Samples: 4,537,036 | Chi-Sq Stat: 1331.0641 | Chi-Sq p-value: 0.0 | MAD: 0.00137 | KS D-Max: 0.00615 | Dmix: 0.006150 | Digital Mix Speed: 4858.958 | Time: 4.77s

[181/729] Analyzing (a=23, b=15, c=11)...
  ✓ Samples: 4,409,984 | Chi-Sq Stat: 1453.6358 | Chi-Sq p-value: 0.0 | MAD: 0.00149 | KS D-Max: 0.00610 | Dmix: 0.006701 | Digital Mix Speed: 4459.354 | Time: 4.70s

[182/729] Analyzing (a=23, b=15, c=12)...
  ✓ Samples: 4,410,494 | Chi-Sq Stat: 1386.3372 | Chi-Sq p-value: 0.0 | MAD: 0.00145 | KS D-Max: 0.00601 | Dmix: 0.006536 | Digital Mix Speed: 4582.405 | Time: 4.60s

[183/729] Analyzing (a=23, b=15, c=13)...
  ✓ Samples: 4,410,339 | Chi-Sq Stat: 1389.8720 | Chi-Sq p-value: 0.0 | MAD: 0.00144 | KS D-Max: 0.00608 | Dmix: 0.006461 | Digital Mix Speed: 4614.217 | Time: 4.69s

[184/729] Analyzing (a=23, b=15, c=14)...
  ✓ Samples: 4,410,717 | Chi-Sq Stat: 1366.6870 | Chi-Sq p-value: 0.0 | MAD: 0.00142 | KS D-Max: 0.00597 | Dmix: 0.006407 | Digital Mix Speed: 4679.232 | Time: 4.59s

[185/729] Analyzing (a=23, b=15, c=15)...
  ✓ Samples: 4,410,317 | Chi-Sq Stat: 1392.2229 | Chi-Sq p-value: 0.0 | MAD: 0.00145 | KS D-Max: 0.00607 | Dmix: 0.006537 | Digital Mix Speed: 4582.393 | Time: 4.75s

[186/729] Analyzing (a=23, b=15, c=16)...
  ✓ Samples: 4,410,552 | Chi-Sq Stat: 1392.8538 | Chi-Sq p-value: 0.0 | MAD: 0.00145 | KS D-Max: 0.00603 | Dmix: 0.006528 | Digital Mix Speed: 4582.409 | Time: 4.59s

[187/729] Analyzing (a=23, b=15, c=17)...
  ✓ Samples: 4,410,691 | Chi-Sq Stat: 1413.8399 | Chi-Sq p-value: 0.0 | MAD: 0.00147 | KS D-Max: 0.00611 | Dmix: 0.006605 | Digital Mix Speed: 4520.073 | Time: 4.73s

[188/729] Analyzing (a=23, b=15, c=18)...
  ✓ Samples: 4,410,519 | Chi-Sq Stat: 1382.1648 | Chi-Sq p-value: 0.0 | MAD: 0.00142 | KS D-Max: 0.00610 | Dmix: 0.006384 | Digital Mix Speed: 4679.218 | Time: 4.66s

[189/729] Analyzing (a=23, b=15, c=19)...
  ✓ Samples: 4,409,922 | Chi-Sq Stat: 1398.1242 | Chi-Sq p-value: 0.0 | MAD: 0.00145 | KS D-Max: 0.00604 | Dmix: 0.006507 | Digital Mix Speed: 4582.366 | Time: 4.78s

[190/729] Analyzing (a=23, b=16, c=11)...
  ✓ Samples: 4,024,568 | Chi-Sq Stat: 551.6448 | Chi-Sq p-value: 0.0 | MAD: 0.00109 | KS D-Max: 0.00267 | Dmix: 0.004908 | Digital Mix Speed: 6059.375 | Time: 4.19s

[191/729] Analyzing (a=23, b=16, c=12)...
  ✓ Samples: 4,024,777 | Chi-Sq Stat: 523.4162 | Chi-Sq p-value: 0.0 | MAD: 0.00108 | KS D-Max: 0.00261 | Dmix: 0.004848 | Digital Mix Speed: 6115.502 | Time: 4.19s

[192/729] Analyzing (a=23, b=16, c=13)...
  ✓ Samples: 4,024,830 | Chi-Sq Stat: 544.6994 | Chi-Sq p-value: 0.0 | MAD: 0.00110 | KS D-Max: 0.00264 | Dmix: 0.004936 | Digital Mix Speed: 6004.316 | Time: 4.13s

[193/729] Analyzing (a=23, b=16, c=14)...
  ✓ Samples: 4,024,299 | Chi-Sq Stat: 545.9646 | Chi-Sq p-value: 0.0 | MAD: 0.00110 | KS D-Max: 0.00270 | Dmix: 0.004960 | Digital Mix Speed: 6004.264 | Time: 4.28s

[194/729] Analyzing (a=23, b=16, c=15)...
  ✓ Samples: 4,024,855 | Chi-Sq Stat: 559.9680 | Chi-Sq p-value: 0.0 | MAD: 0.00110 | KS D-Max: 0.00271 | Dmix: 0.004961 | Digital Mix Speed: 6004.318 | Time: 4.27s

[195/729] Analyzing (a=23, b=16, c=16)...
  ✓ Samples: 4,024,341 | Chi-Sq Stat: 544.9471 | Chi-Sq p-value: 0.0 | MAD: 0.00110 | KS D-Max: 0.00270 | Dmix: 0.004939 | Digital Mix Speed: 6004.268 | Time: 4.18s

[196/729] Analyzing (a=23, b=16, c=17)...
